"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000061740.8"	"chr15"	82368047	82368178	2	"Distal Intergenic"	"sidd"	"Cyp2d22"
"ENSMUSG00000061742.12"	"chr19"	6537380	6537480	2	"Intron (ENSMUST00000113459.1/ENSMUSG00000033768.17, intron 5 of 5)"	"sidd"	"Slc22a12"
"ENSMUSG00000061751.16"	"chr16"	33979746	33979869	2	"Promoter (1-2kb)"	"sidd"	"Kalrn"
"ENSMUSG00000061802.6"	"chr18"	7314960	7315083	2	"Distal Intergenic"	"sidd"	"Armc4"
"ENSMUSG00000061838.7"	"chr6"	95696980	95697154	2	"Intron (ENSMUST00000204224.2/ENSMUSG00000061838.7, intron 1 of 10)"	"sidd"	"Suclg2"
"ENSMUSG00000061847.2"	"chr8"	19060237	19060340	2	"Intron (ENSMUST00000075504.2/ENSMUSG00000061847.2, intron 1 of 1)"	"sidd"	"Defb39"
"ENSMUSG00000061878.16"	"chr11"	116531688	116531783	1	"Promoter (<=1kb)"	"sidd"	"Sphk1"
"ENSMUSG00000061911.15"	"chr12"	29488100	29488253	1	"Distal Intergenic"	"sidd"	"Myt1l"
"ENSMUSG00000061969.8"	"chr6"	131159027	131159164	2	"Distal Intergenic"	"sidd"	"Gm5581"
"ENSMUSG00000061992.2"	"chr1"	159160576	159160727	2	"Intron (ENSMUST00000195279.1/ENSMUSG00000104014.1, intron 3 of 4)"	"sidd"	"Gm4953"
"ENSMUSG00000062074.7"	"chr10"	39168239	39168383	2	"Distal Intergenic"	"sidd"	"Ccn6"
"ENSMUSG00000062078.15"	"chr17"	10246908	10247041	2	"Intron (ENSMUST00000233645.1/ENSMUSG00000062078.15, intron 3 of 7)"	"sidd"	"Qk"
"ENSMUSG00000062093.5"	"chr14"	89915129	89915326	2	"Distal Intergenic"	"sidd"	"Gm10110"
"ENSMUSG00000062098.11"	"chr2"	138174684	138174798	1	"Distal Intergenic"	"sidd"	"Btbd3"
"ENSMUSG00000062152.4"	"chr8"	4945002	4945149	1	"Distal Intergenic"	"sidd"	"Rpl21-ps14"
"ENSMUSG00000062162.2"	"chrX"	92027964	92028121	2	"Distal Intergenic"	"sidd"	"Mageb1"
"ENSMUSG00000062168.12"	"chrX"	160751720	160751877	2	"Distal Intergenic"	"sidd"	"Ppef1"
"ENSMUSG00000062190.12"	"chr6"	57758261	57758388	1	"3' UTR"	"sidd"	"Lancl2"
"ENSMUSG00000062200.14"	"chr3"	64800892	64801037	2	"Intron (ENSMUST00000177146.1/ENSMUSG00000097538.1, intron 1 of 8)"	"sidd"	"Vmn2r7"
"ENSMUSG00000062224.6"	"chr10"	51743978	51744107	2	"Distal Intergenic"	"sidd"	"4933411G06Rik"
"ENSMUSG00000062257.13"	"chr9"	27855182	27855333	1	"Intron (ENSMUST00000115243.8/ENSMUSG00000062257.13, intron 1 of 7)"	"sidd"	"Opcml"
"ENSMUSG00000062296.8"	"chr9"	111395615	111395824	1	"3' UTR"	"sidd"	"Trank1"
"ENSMUSG00000062310.7"	"chr1"	88522411	88522604	2	"Distal Intergenic"	"sidd"	"Glrp1"
"ENSMUSG00000062319.2"	"chr2"	6991571	6991705	2	"Intron (ENSMUST00000002176.12/ENSMUSG00000002107.18, intron 2 of 15)"	"sidd"	"Gm10115"
"ENSMUSG00000062329.4"	"chr5"	37749801	37749928	1	"Distal Intergenic"	"sidd"	"Cytl1"
"ENSMUSG00000062353.6"	"chr5"	3231078	3231275	1	"Distal Intergenic"	"sidd"	"Gm15772"
"ENSMUSG00000062373.8"	"chr15"	58833671	58833780	2	"Distal Intergenic"	"sidd"	"Tmem65"
"ENSMUSG00000062393.13"	"chrX"	6679011	6679141	1	"Distal Intergenic"	"sidd"	"Dgkk"
"ENSMUSG00000062410.14"	"chr3"	98770124	98770267	2	"Distal Intergenic"	"sidd"	"Hsd3b3"
"ENSMUSG00000062472.6"	"chr17"	47070246	47070357	2	"Distal Intergenic"	"sidd"	"Gm4945"
"ENSMUSG00000062477.5"	"chr6"	131601032	131601164	2	"Distal Intergenic"	"sidd"	"Hmgb1l"
"ENSMUSG00000062483.4"	"chr7"	23640972	23641130	1	"Distal Intergenic"	"sidd"	"Vmn1r171"
"ENSMUSG00000062542.11"	"chr7"	107421281	107421414	1	"Intron (ENSMUST00000137663.1/ENSMUSG00000062542.11, intron 1 of 1)"	"sidd"	"Syt9"
"ENSMUSG00000062546.5"	"chr6"	90209258	90209495	1	"Intron (ENSMUST00000204789.1/ENSMUSG00000092247.2, intron 2 of 3)"	"sidd"	"V1ra8"
"ENSMUSG00000062561.3"	"chr10"	63957426	63957579	2	"Intron (ENSMUST00000105441.7/ENSMUSG00000060843.11, intron 7 of 17)"	"sidd"	"Gm10118"
"ENSMUSG00000062624.5"	"chr19"	39583704	39583836	2	"Distal Intergenic"	"sidd"	"Cyp2c67"
"ENSMUSG00000062651.4"	"chr2"	17960022	17960151	2	"Distal Intergenic"	"sidd"	"H2al2a"
"ENSMUSG00000062694.7"	"chr6"	112432080	112432203	1	"Distal Intergenic"	"sidd"	"Cav3"
"ENSMUSG00000062712.3"	"chr7"	140407155	140407291	2	"Distal Intergenic"	"sidd"	"Olfr531"
"ENSMUSG00000062751.5"	"chr6"	41465784	41465942	1	"Distal Intergenic"	"sidd"	"Prss1"
"ENSMUSG00000062753.14"	"chr17"	27567714	27567832	2	"Promoter (1-2kb)"	"sidd"	"AI413582"
"ENSMUSG00000062760.11"	"chr15"	84459313	84459432	2	"Distal Intergenic"	"sidd"	"Shisal1"
"ENSMUSG00000062778.12"	"chr3"	106119559	106119662	1	"Promoter (2-3kb)"	"sidd"	"Chia1"
"ENSMUSG00000062785.14"	"chr7"	44593523	44593649	1	"Promoter (<=1kb)"	"sidd"	"Kcnc3"
"ENSMUSG00000062818.7"	"chr6"	90116480	90116592	1	"Distal Intergenic"	"sidd"	"Vmn1r51"
"ENSMUSG00000062833.2"	"chr6"	41974472	41974610	1	"Distal Intergenic"	"sidd"	"Sval3"
"ENSMUSG00000062844.6"	"chr19"	13117925	13118081	2	"Distal Intergenic"	"sidd"	"Olfr1458"
"ENSMUSG00000062866.16"	"chr10"	13314117	13314243	2	"Intron (ENSMUST00000105545.11/ENSMUSG00000062866.16, intron 1 of 12)"	"sidd"	"Phactr2"
"ENSMUSG00000062901.3"	"chr16"	20060802	20060886	1	"Distal Intergenic"	"sidd"	"Klhl24"
"ENSMUSG00000062914.3"	"chr10"	129279234	129279351	2	"Distal Intergenic"	"sidd"	"Olfr777"
"ENSMUSG00000062949.13"	"chrX"	60327443	60327583	2	"Intron (ENSMUST00000154051.7/ENSMUSG00000062949.13, intron 1 of 29)"	"sidd"	"Atp11c"
"ENSMUSG00000062961.7"	"chr12"	80760738	80760892	2	"Promoter (<=1kb)"	"sidd"	"Ccdc177"
"ENSMUSG00000062980.15"	"chr6"	22111799	22111930	1	"Intron (ENSMUST00000115383.8/ENSMUSG00000062980.15, intron 6 of 21)"	"sidd"	"Cped1"
"ENSMUSG00000062991.9"	"chr8"	32330678	32330799	2	"Intron (ENSMUST00000209107.3/ENSMUSG00000062991.9, intron 1 of 12)"	"sidd"	"Nrg1"
"ENSMUSG00000063001.10"	"chr3"	62855093	62855269	2	"Distal Intergenic"	"sidd"	"Gm9701"
"ENSMUSG00000063018.6"	"chrX"	7474147	7474290	2	"Distal Intergenic"	"sidd"	"2010204K13Rik"
"ENSMUSG00000063063.12"	"chr6"	77885696	77885861	2	"Intron (ENSMUST00000160894.7/ENSMUSG00000063063.12, intron 2 of 19)"	"sidd"	"Ctnna2"
"ENSMUSG00000063137.5"	"chr16"	58857391	58857572	2	"Distal Intergenic"	"sidd"	"Olfr177"
"ENSMUSG00000063142.15"	"chr14"	23774870	23775021	2	"Intron (ENSMUST00000172099.8/ENSMUSG00000063142.15, intron 1 of 27)"	"sidd"	"Kcnma1"
"ENSMUSG00000063163.13"	"chr16"	69886051	69886291	2	"Distal Intergenic"	"sidd"	"Speer2"
"ENSMUSG00000063216.3"	"chr10"	79007200	79007324	1	"Intron (ENSMUST00000219714.1/ENSMUSG00000112732.1, intron 1 of 1)"	"sidd"	"Olfr1351"
"ENSMUSG00000063230.5"	"chr7"	140488060	140488188	1	"Intron (ENSMUST00000214296.1/ENSMUSG00000063230.5, intron 2 of 3)"	"sidd"	"Olfr535"
"ENSMUSG00000063232.16"	"chr12"	103986993	103987121	2	"Promoter (2-3kb)"	"sidd"	"Serpina11"
"ENSMUSG00000063260.2"	"chr15"	89821757	89821962	2	"Intron (ENSMUST00000029441.3/ENSMUSG00000063260.2, intron 2 of 6)"	"sidd"	"Syt10"
"ENSMUSG00000063277.7"	"chr14"	7669557	7669739	2	"Distal Intergenic"	"sidd"	"Gm10128"
"ENSMUSG00000063286.7"	"chr7"	106467986	106468127	2	"Distal Intergenic"	"sidd"	"Gm8995"
"ENSMUSG00000063296.5"	"chr15"	94624597	94624709	1	"Distal Intergenic"	"sidd"	"Tmem117"
"ENSMUSG00000063297.7"	"chr7"	54724660	54724799	1	"Distal Intergenic"	"sidd"	"Luzp2"
"ENSMUSG00000063386.2"	"chr11"	49451208	49451337	1	"Distal Intergenic"	"sidd"	"Olfr1387"
"ENSMUSG00000063415.12"	"chr6"	84585838	84585917	2	"Promoter (1-2kb)"	"sidd"	"Cyp26b1"
"ENSMUSG00000063430.9"	"chr5"	113596562	113596665	1	"Distal Intergenic"	"sidd"	"Wscd2"
"ENSMUSG00000063434.6"	"chr19"	48340093	48340296	1	"Intron (ENSMUST00000078880.5/ENSMUSG00000063434.6, intron 1 of 26)"	"sidd"	"Sorcs3"
"ENSMUSG00000063446.4"	"chr4"	49033519	49033679	1	"Distal Intergenic"	"sidd"	"Plppr1"
"ENSMUSG00000063488.6"	"chr9"	122883492	122883601	1	"Promoter (2-3kb)"	"sidd"	"Zkscan7"
"ENSMUSG00000063514.3"	"chr18"	36885048	36885187	1	"Distal Intergenic"	"sidd"	"Gm6756"
"ENSMUSG00000063564.13"	"chr11"	51319986	51320147	1	"Intron (ENSMUST00000102765.8/ENSMUSG00000063564.13, intron 2 of 28)"	"sidd"	"Col23a1"
"ENSMUSG00000063568.11"	"chr6"	52887370	52887526	2	"Intron (ENSMUST00000136250.5/ENSMUSG00000063568.11, intron 2 of 4)"	"sidd"	"Jazf1"
"ENSMUSG00000063586.1"	"chr19"	14952014	14952173	2	"Distal Intergenic"	"sidd"	"Gm5513"
"ENSMUSG00000063590.3"	"chr19"	8066640	8066787	2	"Intron (ENSMUST00000065651.4/ENSMUSG00000063590.3, intron 7 of 9)"	"sidd"	"Slc22a28"
"ENSMUSG00000063626.6"	"chr8"	29193925	29194039	2	"Intron (ENSMUST00000168630.3/ENSMUSG00000063626.6, intron 1 of 17)"	"sidd"	"Unc5d"
"ENSMUSG00000063628.2"	"chr18"	16315666	16315872	2	"Distal Intergenic"	"sidd"	"Gm7665"
"ENSMUSG00000063632.6"	"chr12"	27372874	27373028	2	"Distal Intergenic"	"sidd"	"Sox11"
"ENSMUSG00000063651.11"	"chr7"	25362847	25362948	2	"Intron (ENSMUST00000128119.1/ENSMUSG00000045039.9, intron 40 of 40)"	"sidd"	"Cnfn"
"ENSMUSG00000063681.14"	"chr1"	139202946	139203074	2	"Promoter (<=1kb)"	"sidd"	"Crb1"
"ENSMUSG00000063713.7"	"chr7"	44175737	44175867	1	"Distal Intergenic"	"sidd"	"Klk1b24"
"ENSMUSG00000063779.6"	"chr3"	106216874	106217025	2	"Promoter (2-3kb)"	"sidd"	"Chil4"
"ENSMUSG00000063867.2"	"chr14"	52398627	52398748	2	"Promoter (1-2kb)"	"sidd"	"Olfr1511"
"ENSMUSG00000063873.10"	"chr2"	145116109	145116255	1	"Distal Intergenic"	"sidd"	"Slc24a3"
"ENSMUSG00000063889.16"	"chr18"	3255513	3255664	2	"Distal Intergenic"	"sidd"	"Crem"
"ENSMUSG00000063900.5"	"chr8"	43462980	43463131	2	"Distal Intergenic"	"sidd"	"Adam26b"
"ENSMUSG00000063932.5"	"chr8"	27470763	27470916	1	"Intron (ENSMUST00000209669.1/ENSMUSG00000110333.1, intron 10 of 69)"	"sidd"	"Poteg"
"ENSMUSG00000063972.13"	"chr2"	38750300	38750427	2	"Intron (ENSMUST00000112877.7/ENSMUSG00000063972.13, intron 5 of 11)"	"sidd"	"Nr6a1"
"ENSMUSG00000064036.15"	"chr18"	73934659	73934843	1	"Intron (ENSMUST00000162863.7/ENSMUSG00000024558.12, intron 3 of 4)"	"sidd"	"Mro"
"ENSMUSG00000064061.13"	"chr16"	48916941	48917075	2	"Distal Intergenic"	"sidd"	"Dzip3"
"ENSMUSG00000064065.15"	"chr10"	7093496	7093626	2	"Distal Intergenic"	"sidd"	"Ipcef1"
"ENSMUSG00000064090.14"	"chr11"	26538269	26538412	2	"Intron (ENSMUST00000109504.7/ENSMUSG00000064090.14, intron 4 of 11)"	"sidd"	"Vrk2"
"ENSMUSG00000064115.13"	"chr16"	66961277	66961434	2	"Intron (ENSMUST00000114292.7/ENSMUSG00000064115.13, intron 1 of 9)"	"sidd"	"Cadm2"
"ENSMUSG00000064138.14"	"chr13"	77799608	77799742	1	"Intron (ENSMUST00000163257.8/ENSMUSG00000064138.14, intron 4 of 10)"	"sidd"	"Fam172a"
"ENSMUSG00000064156.8"	"chr5"	88296941	88297106	1	"Distal Intergenic"	"sidd"	"Prol1"
"ENSMUSG00000064202.15"	"chr19"	28931684	28931818	2	"Promoter (2-3kb)"	"sidd"	"4430402I18Rik"
"ENSMUSG00000064208.6"	"chr10"	27955278	27955431	1	"Distal Intergenic"	"sidd"	"Gm10145"
"ENSMUSG00000064225.6"	"chr9"	95587471	95587619	1	"Distal Intergenic"	"sidd"	"Paqr9"
"ENSMUSG00000064231.1"	"chr7"	6026896	6027060	1	"Distal Intergenic"	"sidd"	"Gm5321"
"ENSMUSG00000064259.2"	"chr6"	57212186	57212329	1	"Promoter (2-3kb)"	"sidd"	"Vmn1r13"
"ENSMUSG00000064280.14"	"chr5"	21403837	21404018	2	"Intron (ENSMUST00000115245.7/ENSMUSG00000064280.14, intron 1 of 18)"	"sidd"	"Ccdc146"
"ENSMUSG00000064293.14"	"chr6"	105830700	105830916	1	"Intron (ENSMUST00000132044.1/ENSMUSG00000064293.14, intron 2 of 2)"	"sidd"	"Cntn4"
"ENSMUSG00000064294.12"	"chr1"	58100076	58100192	1	"Intron (ENSMUST00000001027.6/ENSMUSG00000063558.4, intron 31 of 34)"	"sidd"	"Aox3"
"ENSMUSG00000064310.10"	"chr16"	55184482	55184634	2	"Distal Intergenic"	"sidd"	"Zpld1"
"ENSMUSG00000064325.4"	"chr8"	80034029	80034202	2	"Intron (ENSMUST00000079038.3/ENSMUSG00000064325.4, intron 4 of 12)"	"sidd"	"Hhip"
"ENSMUSG00000064330.9"	"chr6"	136971292	136971439	1	"Distal Intergenic"	"sidd"	"Pde6h"
"ENSMUSG00000064373.12"	"chr15"	3244920	3245080	1	"Distal Intergenic"	"sidd"	"Selenop"
"ENSMUSG00000064386.1"	"chr12"	14803414	14803551	1	"Distal Intergenic"	"sidd"	"Gm26449"
"ENSMUSG00000064397.1"	"chr9"	120787964	120788081	2	"Distal Intergenic"	"sidd"	"Gm23624"
"ENSMUSG00000064424.1"	"chr12"	101233676	101233790	2	"Intron (ENSMUST00000223373.2/ENSMUSG00000113134.2, intron 1 of 21)"	"sidd"	"Gm22749"
"ENSMUSG00000064429.1"	"chr7"	127080825	127081003	1	"Promoter (1-2kb)"	"sidd"	"Gm22747"
"ENSMUSG00000064432.1"	"chr10"	104959094	104959241	1	"Distal Intergenic"	"sidd"	"Gm25587"
"ENSMUSG00000064433.1"	"chr1"	29280413	29280539	2	"Promoter (<=1kb)"	"sidd"	"Gm25586"
"ENSMUSG00000064472.1"	"chr9"	55663288	55663462	2	"Intron (ENSMUST00000214747.1/ENSMUSG00000034007.10, intron 25 of 32)"	"sidd"	"Gm23407"
"ENSMUSG00000064485.1"	"chr14"	72023609	72023749	1	"Distal Intergenic"	"sidd"	"Gm23735"
"ENSMUSG00000064497.1"	"chrX"	165804426	165804567	2	"Distal Intergenic"	"sidd"	"Gm22062"
"ENSMUSG00000064507.1"	"chr8"	5225644	5225806	2	"Distal Intergenic"	"sidd"	"n-R5s94"
"ENSMUSG00000064511.1"	"chr16"	53370334	53370487	2	"Distal Intergenic"	"sidd"	"Gm22459"
"ENSMUSG00000064515.1"	"chr6"	60191007	60191146	1	"Distal Intergenic"	"sidd"	"n-R5s162"
"ENSMUSG00000064549.1"	"chr16"	54902912	54903076	1	"Distal Intergenic"	"sidd"	"Gm22977"
"ENSMUSG00000064551.1"	"chrX"	116367324	116367460	1	"Distal Intergenic"	"sidd"	"Gm24624"
"ENSMUSG00000064555.1"	"chr5"	85813160	85813302	1	"Distal Intergenic"	"sidd"	"Gm24626"
"ENSMUSG00000064573.1"	"chr3"	100258250	100258466	1	"Distal Intergenic"	"sidd"	"Gm25802"
"ENSMUSG00000064575.1"	"chr7"	138110742	138110886	2	"Distal Intergenic"	"sidd"	"Gm25798"
"ENSMUSG00000064579.1"	"chr3"	45892678	45892826	1	"Distal Intergenic"	"sidd"	"Gm25796"
"ENSMUSG00000064591.1"	"chr7"	37830824	37830938	2	"Distal Intergenic"	"sidd"	"Gm22302"
"ENSMUSG00000064616.1"	"chr12"	49009733	49009887	1	"Promoter (<=1kb)"	"sidd"	"Gm26454"
"ENSMUSG00000064617.1"	"chr5"	120026735	120026932	1	"Distal Intergenic"	"sidd"	"n-R5s176"
"ENSMUSG00000064619.1"	"chr4"	16831859	16832009	2	"Distal Intergenic"	"sidd"	"Gm23975"
"ENSMUSG00000064626.1"	"chr2"	37303902	37304006	1	"Distal Intergenic"	"sidd"	"Gm22306"
"ENSMUSG00000064630.1"	"chr10"	103930906	103931118	1	"Distal Intergenic"	"sidd"	"Gm25143"
"ENSMUSG00000064659.1"	"chrX"	22736076	22736208	1	"Distal Intergenic"	"sidd"	"Gm26131"
"ENSMUSG00000064664.1"	"chr8"	124359848	124359955	1	"Promoter (2-3kb)"	"sidd"	"Gm24459"
"ENSMUSG00000064675.1"	"chr15"	24844019	24844132	2	"Distal Intergenic"	"sidd"	"Gm22810"
"ENSMUSG00000064682.1"	"chr8"	52320825	52321060	2	"Distal Intergenic"	"sidd"	"Gm25813"
"ENSMUSG00000064687.1"	"chr4"	86020995	86021116	2	"Intron (ENSMUST00000213098.1/ENSMUSG00000066113.16, intron 2 of 3)"	"sidd"	"Gm25811"
"ENSMUSG00000064688.1"	"chr1"	32205976	32206140	2	"Intron (ENSMUST00000027226.11/ENSMUSG00000026058.11, intron 1 of 8)"	"sidd"	"Gm25814"
"ENSMUSG00000064709.1"	"chr8"	76200056	76200191	2	"Intron (ENSMUST00000212103.1/ENSMUSG00000110485.1, intron 1 of 9)"	"sidd"	"Gm22509"
"ENSMUSG00000064724.1"	"chr6"	97548305	97548452	2	"Promoter (<=1kb)"	"sidd"	"Gm25852"
"ENSMUSG00000064727.1"	"chr16"	54359257	54359388	1	"Distal Intergenic"	"sidd"	"Gm25853"
"ENSMUSG00000064728.1"	"chrX"	58336827	58336985	2	"Distal Intergenic"	"sidd"	"Gm25851"
"ENSMUSG00000064732.1"	"chr17"	60459445	60459584	1	"Distal Intergenic"	"sidd"	"Gm23447"
"ENSMUSG00000064743.1"	"chr11"	93359740	93359887	2	"Intron (ENSMUST00000107859.7/ENSMUSG00000056158.14, intron 4 of 4)"	"sidd"	"Gm24856"
"ENSMUSG00000064758.1"	"chr8"	89442677	89442797	2	"Distal Intergenic"	"sidd"	"Gm26331"
"ENSMUSG00000064763.1"	"chr8"	65658959	65659119	2	"Intron (ENSMUST00000152320.7/ENSMUSG00000036469.16, intron 1 of 8)"	"sidd"	"Gm23515"
"ENSMUSG00000064772.1"	"chrX"	14480427	14480579	2	"Distal Intergenic"	"sidd"	"Gm25202"
"ENSMUSG00000064775.1"	"chr6"	64295644	64295807	1	"Intron (ENSMUST00000095852.4/ENSMUSG00000071424.10, intron 9 of 15)"	"sidd"	"Gm25205"
"ENSMUSG00000064777.1"	"chr14"	36705054	36705284	1	"Distal Intergenic"	"sidd"	"Gm25204"
"ENSMUSG00000064782.1"	"chr4"	49183776	49183975	1	"Intron (ENSMUST00000137884.1/ENSMUSG00000063446.4, intron 1 of 1)"	"sidd"	"Gm22685"
"ENSMUSG00000064783.1"	"chr19"	20003521	20003646	2	"Distal Intergenic"	"sidd"	"Gm22684"
"ENSMUSG00000064796.1"	"chr3"	96418376	96418508	2	"Distal Intergenic"	"sidd"	"Terc"
"ENSMUSG00000064800.1"	"chr12"	45891069	45891214	1	"Distal Intergenic"	"sidd"	"Gm24948"
"ENSMUSG00000064801.1"	"chr8"	118501765	118501873	2	"Intron (ENSMUST00000117160.1/ENSMUSG00000031841.19, intron 1 of 13)"	"sidd"	"Gm24035"
"ENSMUSG00000064824.1"	"chr19"	13292356	13292539	2	"Distal Intergenic"	"sidd"	"Gm22443"
"ENSMUSG00000064831.1"	"chr11"	16722588	16722718	2	"Distal Intergenic"	"sidd"	"Gm25698"
"ENSMUSG00000064833.1"	"chr12"	77423354	77423513	1	"Intron (ENSMUST00000177595.8/ENSMUSG00000021065.16, intron 9 of 12)"	"sidd"	"Gm25926"
"ENSMUSG00000064842.1"	"chr1"	3087579	3087721	1	"Distal Intergenic"	"sidd"	"Gm26206"
"ENSMUSG00000064850.1"	"chr4"	93458094	93458257	2	"Intron (ENSMUST00000137509.1/ENSMUSG00000084833.1, intron 2 of 2)"	"sidd"	"Gm23443"
"ENSMUSG00000064851.1"	"chr5"	7136243	7136369	2	"Intron (ENSMUST00000200317.4/ENSMUSG00000092094.5, intron 1 of 3)"	"sidd"	"Gm24525"
"ENSMUSG00000064860.1"	"chr1"	154311837	154311978	2	"Promoter (<=1kb)"	"sidd"	"n-R5s220"
"ENSMUSG00000064867.1"	"chr3"	86400876	86401034	1	"Intron (ENSMUST00000192145.5/ENSMUSG00000028080.16, intron 35 of 50)"	"sidd"	"Gm25039"
"ENSMUSG00000064882.1"	"chr8"	27702230	27702384	2	"Distal Intergenic"	"sidd"	"Gm24202"
"ENSMUSG00000064883.1"	"chr4"	98277877	98278002	1	"Promoter (2-3kb)"	"sidd"	"Gm24203"
"ENSMUSG00000064889.1"	"chr9"	94264666	94264783	1	"Distal Intergenic"	"sidd"	"Gm24200"
"ENSMUSG00000064890.1"	"chr3"	99672839	99672984	2	"Distal Intergenic"	"sidd"	"Gm22505"
"ENSMUSG00000064905.1"	"chr8"	65333727	65333878	1	"Distal Intergenic"	"sidd"	"Gm25403"
"ENSMUSG00000064917.1"	"chr13"	86026555	86026657	2	"Distal Intergenic"	"sidd"	"Gm22574"
"ENSMUSG00000064940.1"	"chr7"	77760724	77760865	2	"Distal Intergenic"	"sidd"	"Gm23239"
"ENSMUSG00000064943.1"	"chr1"	48466286	48466412	2	"Distal Intergenic"	"sidd"	"Gm23240"
"ENSMUSG00000064958.1"	"chr12"	63634992	63635173	1	"Distal Intergenic"	"sidd"	"Gm24921"
"ENSMUSG00000064961.1"	"chr2"	168364345	168364458	1	"Distal Intergenic"	"sidd"	"Gm22704"
"ENSMUSG00000064971.1"	"chr7"	117068275	117068407	2	"Distal Intergenic"	"sidd"	"Gm26054"
"ENSMUSG00000064983.1"	"chr2"	133771169	133771303	2	"Distal Intergenic"	"sidd"	"Gm25258"
"ENSMUSG00000064992.1"	"chr3"	132010727	132010900	2	"Intron (ENSMUST00000197726.1/ENSMUSG00000105331.1, intron 3 of 3)"	"sidd"	"Gm22421"
"ENSMUSG00000065004.1"	"chr12"	43700332	43700572	1	"Distal Intergenic"	"sidd"	"Gm26326"
"ENSMUSG00000065018.1"	"chr3"	48858605	48858723	1	"Distal Intergenic"	"sidd"	"Gm23511"
"ENSMUSG00000065028.1"	"chr8"	118037066	118037190	1	"Distal Intergenic"	"sidd"	"Gm25200"
"ENSMUSG00000065040.1"	"chr4"	25637626	25637752	2	"Intron (ENSMUST00000084770.4/ENSMUSG00000055373.8, intron 2 of 2)"	"sidd"	"Gm24977"
"ENSMUSG00000065042.1"	"chr14"	96370958	96371161	1	"Intron (ENSMUST00000022666.8/ENSMUSG00000022076.10, intron 2 of 10)"	"sidd"	"Gm24043"
"ENSMUSG00000065053.1"	"chr4"	30965324	30965476	2	"Distal Intergenic"	"sidd"	"Gm25705"
"ENSMUSG00000065055.1"	"chr1"	82634212	82634341	1	"Promoter (<=1kb)"	"sidd"	"n-R5s213"
"ENSMUSG00000065084.1"	"chr2"	126104356	126104459	2	"Intron (ENSMUST00000110446.8/ENSMUSG00000027209.17, intron 10 of 16)"	"sidd"	"Gm26496"
"ENSMUSG00000065102.1"	"chr14"	110062174	110062375	1	"Distal Intergenic"	"sidd"	"n-R5s50"
"ENSMUSG00000065104.1"	"chr11"	65590074	65590199	1	"Distal Intergenic"	"sidd"	"Gm26128"
"ENSMUSG00000065107.1"	"chr9"	102121109	102121231	1	"Intron (ENSMUST00000035129.13/ENSMUSG00000032537.15, intron 3 of 15)"	"sidd"	"n-R5s88"
"ENSMUSG00000065122.1"	"chr9"	84657125	84657250	1	"Distal Intergenic"	"sidd"	"Gm26126"
"ENSMUSG00000065132.1"	"chr3"	123751198	123751386	2	"Distal Intergenic"	"sidd"	"Gm24456"
"ENSMUSG00000065138.1"	"chr3"	151598664	151598786	1	"Distal Intergenic"	"sidd"	"Gm24458"
"ENSMUSG00000065143.1"	"chr19"	51251184	51251421	2	"Distal Intergenic"	"sidd"	"Gm25644"
"ENSMUSG00000065151.1"	"chr4"	66486998	66487113	1	"Distal Intergenic"	"sidd"	"Gm25480"
"ENSMUSG00000065178.1"	"chr13"	35677267	35677396	1	"Intron (ENSMUST00000075220.13/ENSMUSG00000059288.14, intron 2 of 9)"	"sidd"	"Gm22126"
"ENSMUSG00000065182.1"	"chr8"	82461897	82462054	1	"Distal Intergenic"	"sidd"	"Gm25138"
"ENSMUSG00000065188.1"	"chr16"	37999278	37999368	1	"Intron (ENSMUST00000061274.8/ENSMUSG00000046961.8, intron 9 of 9)"	"sidd"	"Gm25140"
"ENSMUSG00000065192.1"	"chr1"	52381172	52381329	2	"Distal Intergenic"	"sidd"	"Gm23460"
"ENSMUSG00000065195.1"	"chr12"	35427383	35427507	1	"Distal Intergenic"	"sidd"	"Gm26071"
"ENSMUSG00000065215.1"	"chr1"	77908056	77908192	2	"Distal Intergenic"	"sidd"	"Gm26263"
"ENSMUSG00000065235.1"	"chr5"	80718060	80718202	1	"Distal Intergenic"	"sidd"	"Gm22974"
"ENSMUSG00000065238.1"	"chr14"	99733339	99733501	2	"Distal Intergenic"	"sidd"	"Gm22970"
"ENSMUSG00000065239.1"	"chr6"	96471144	96471335	2	"Promoter (1-2kb)"	"sidd"	"Gm22971"
"ENSMUSG00000065242.1"	"chrX"	17418345	17418471	1	"Distal Intergenic"	"sidd"	"Gm22294"
"ENSMUSG00000065244.1"	"chr12"	55900502	55900634	2	"Distal Intergenic"	"sidd"	"Gm22296"
"ENSMUSG00000065245.1"	"chr3"	67123221	67123367	1	"Intron (ENSMUST00000162036.7/ENSMUSG00000034544.17, intron 4 of 9)"	"sidd"	"Gm22295"
"ENSMUSG00000065248.1"	"chr3"	128432508	128432669	1	"Distal Intergenic"	"sidd"	"Gm22293"
"ENSMUSG00000065254.1"	"chr7"	103271448	103271582	1	"Promoter (<=1kb)"	"sidd"	"Gm23973"
"ENSMUSG00000065260.1"	"chr1"	33435214	33435366	1	"Distal Intergenic"	"sidd"	"Gm23453"
"ENSMUSG00000065261.1"	"chr2"	80998641	80998806	2	"Distal Intergenic"	"sidd"	"Gm23452"
