"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000047747.10"	"Promoter (<=1kb)"	"quadruplex"	"Rnf150"
"ENSMUSG00000047751.9"	"Promoter (<=1kb)"	"quadruplex"	"Utf1"
"ENSMUSG00000047759.6"	"Promoter (<=1kb)"	"quadruplex"	"Hs3st3a1"
"ENSMUSG00000047777.9"	"Promoter (1-2kb)"	"quadruplex"	"Phf13"
"ENSMUSG00000047793.13"	"Promoter (<=1kb)"	"quadruplex"	"Sned1"
"ENSMUSG00000047797.14"	"Promoter (1-2kb)"	"quadruplex"	"Gjb1"
"ENSMUSG00000047810.9"	"Promoter (<=1kb)"	"quadruplex"	"Ccdc88b"
"ENSMUSG00000047819.3"	"Promoter (2-3kb)"	"quadruplex"	"Tigd4"
"ENSMUSG00000047844.3"	"Promoter (<=1kb)"	"quadruplex"	"Bex4"
"ENSMUSG00000047868.6"	"Promoter (1-2kb)"	"quadruplex"	"Olfr770"
"ENSMUSG00000047879.17"	"Promoter (<=1kb)"	"quadruplex"	"Usp14"
"ENSMUSG00000047897.10"	"Promoter (<=1kb)"	"quadruplex"	"Ripply2"
"ENSMUSG00000047907.11"	"Promoter (<=1kb)"	"quadruplex"	"Tshz2"
"ENSMUSG00000047935.17"	"Promoter (<=1kb)"	"quadruplex"	"Sox1ot"
"ENSMUSG00000047963.7"	"Promoter (<=1kb)"	"quadruplex"	"Stbd1"
"ENSMUSG00000047976.4"	"Promoter (1-2kb)"	"quadruplex"	"Kcna1"
"ENSMUSG00000047980.6"	"Promoter (<=1kb)"	"quadruplex"	"Pate5"
"ENSMUSG00000047986.12"	"Promoter (<=1kb)"	"quadruplex"	"Palm3"
"ENSMUSG00000047990.6"	"Promoter (1-2kb)"	"quadruplex"	"C2cd4a"
"ENSMUSG00000047992.11"	"Promoter (<=1kb)"	"quadruplex"	"Dipk1c"
"ENSMUSG00000047995.7"	"Promoter (<=1kb)"	"quadruplex"	"Cypt4"
"ENSMUSG00000048001.7"	"Promoter (2-3kb)"	"quadruplex"	"Hes5"
"ENSMUSG00000048003.12"	"Promoter (1-2kb)"	"quadruplex"	"Catsper4"
"ENSMUSG00000048022.11"	"Promoter (<=1kb)"	"quadruplex"	"Tmem229a"
"ENSMUSG00000048027.9"	"Promoter (<=1kb)"	"quadruplex"	"Rgmb"
"ENSMUSG00000048058.17"	"Promoter (<=1kb)"	"quadruplex"	"Ldlrad3"
"ENSMUSG00000048078.16"	"Promoter (<=1kb)"	"quadruplex"	"Tenm4"
"ENSMUSG00000048142.9"	"Promoter (2-3kb)"	"quadruplex"	"Nat8l"
"ENSMUSG00000048148.18"	"Promoter (2-3kb)"	"quadruplex"	"Nwd1"
"ENSMUSG00000048186.14"	"Promoter (<=1kb)"	"quadruplex"	"Bend7"
"ENSMUSG00000048200.12"	"Promoter (<=1kb)"	"quadruplex"	"Cracr2b"
"ENSMUSG00000048216.13"	"Promoter (<=1kb)"	"quadruplex"	"Gpr85"
"ENSMUSG00000048251.15"	"Promoter (<=1kb)"	"quadruplex"	"Bcl11b"
"ENSMUSG00000048261.6"	"Promoter (2-3kb)"	"quadruplex"	"Gm4879"
"ENSMUSG00000048264.16"	"Promoter (<=1kb)"	"quadruplex"	"Dip2c"
"ENSMUSG00000048281.9"	"Promoter (<=1kb)"	"quadruplex"	"Dleu7"
"ENSMUSG00000048349.9"	"Promoter (<=1kb)"	"quadruplex"	"Pou4f1"
"ENSMUSG00000048376.6"	"Promoter (<=1kb)"	"quadruplex"	"F2r"
"ENSMUSG00000048385.9"	"Promoter (<=1kb)"	"quadruplex"	"Scrt1"
"ENSMUSG00000048388.3"	"Promoter (<=1kb)"	"quadruplex"	"Fam171b"
"ENSMUSG00000048391.3"	"Promoter (<=1kb)"	"quadruplex"	"Olfr843"
"ENSMUSG00000048402.14"	"Promoter (<=1kb)"	"quadruplex"	"Gli2"
"ENSMUSG00000048450.10"	"Promoter (<=1kb)"	"quadruplex"	"Msx1"
"ENSMUSG00000048482.14"	"Promoter (<=1kb)"	"quadruplex"	"Bdnf"
"ENSMUSG00000048483.6"	"Promoter (<=1kb)"	"quadruplex"	"Zdhhc22"
"ENSMUSG00000048537.16"	"Promoter (<=1kb)"	"quadruplex"	"Phldb1"
"ENSMUSG00000048540.8"	"Promoter (1-2kb)"	"quadruplex"	"Nhlh2"
"ENSMUSG00000048559.5"	"Promoter (<=1kb)"	"quadruplex"	"4930555K19Rik"
"ENSMUSG00000048562.7"	"Promoter (<=1kb)"	"quadruplex"	"Sp8"
"ENSMUSG00000048583.16"	"Promoter (<=1kb)"	"quadruplex"	"Igf2"
"ENSMUSG00000048616.4"	"Promoter (2-3kb)"	"quadruplex"	"Nog"
"ENSMUSG00000048617.16"	"Promoter (<=1kb)"	"quadruplex"	"Rtbdn"
"ENSMUSG00000048643.5"	"Promoter (2-3kb)"	"quadruplex"	"Krtap19-9a"
"ENSMUSG00000048652.12"	"Promoter (<=1kb)"	"quadruplex"	"Samd13"
"ENSMUSG00000048696.11"	"Promoter (<=1kb)"	"quadruplex"	"Mex3d"
"ENSMUSG00000048706.3"	"Promoter (1-2kb)"	"quadruplex"	"Lurap1l"
"ENSMUSG00000048720.8"	"Promoter (<=1kb)"	"quadruplex"	"Tbc1d12"
"ENSMUSG00000048747.14"	"Promoter (<=1kb)"	"quadruplex"	"E130114P18Rik"
"ENSMUSG00000048752.7"	"Promoter (<=1kb)"	"quadruplex"	"Prss50"
"ENSMUSG00000048763.11"	"Promoter (<=1kb)"	"quadruplex"	"Hoxb3"
"ENSMUSG00000048772.15"	"Promoter (<=1kb)"	"quadruplex"	"Tmem53"
"ENSMUSG00000048776.8"	"Promoter (<=1kb)"	"quadruplex"	"Pthlh"
"ENSMUSG00000048782.15"	"Promoter (<=1kb)"	"quadruplex"	"Insc"
"ENSMUSG00000048794.14"	"Promoter (<=1kb)"	"quadruplex"	"Cfap100"
"ENSMUSG00000048834.16"	"Promoter (<=1kb)"	"quadruplex"	"Vstm2a"
"ENSMUSG00000048899.8"	"Promoter (<=1kb)"	"quadruplex"	"Rimkla"
"ENSMUSG00000048904.5"	"Promoter (<=1kb)"	"quadruplex"	"Neurog1"
"ENSMUSG00000048915.12"	"Promoter (<=1kb)"	"quadruplex"	"Efna5"
"ENSMUSG00000048967.16"	"Promoter (<=1kb)"	"quadruplex"	"Yjefn3"
"ENSMUSG00000048978.14"	"Promoter (<=1kb)"	"quadruplex"	"Nrsn1"
"ENSMUSG00000048988.8"	"Promoter (<=1kb)"	"quadruplex"	"Elfn1"
"ENSMUSG00000049001.5"	"Promoter (<=1kb)"	"quadruplex"	"Ndnf"
"ENSMUSG00000049036.7"	"Promoter (<=1kb)"	"quadruplex"	"Tmem121"
"ENSMUSG00000049044.16"	"Promoter (<=1kb)"	"quadruplex"	"Rapgef4"
"ENSMUSG00000049092.11"	"Promoter (1-2kb)"	"quadruplex"	"Gpr137c"
"ENSMUSG00000049094.7"	"Promoter (<=1kb)"	"quadruplex"	"Olfr367-ps"
"ENSMUSG00000049097.9"	"Promoter (2-3kb)"	"quadruplex"	"Ankrd34a"
"ENSMUSG00000049100.15"	"Promoter (1-2kb)"	"quadruplex"	"Pcdh10"
"ENSMUSG00000049107.13"	"Promoter (<=1kb)"	"quadruplex"	"Ntf3"
"ENSMUSG00000049112.9"	"Promoter (1-2kb)"	"quadruplex"	"Oxtr"
"ENSMUSG00000049115.15"	"Promoter (<=1kb)"	"quadruplex"	"Agtr1a"
"ENSMUSG00000049119.14"	"Promoter (<=1kb)"	"quadruplex"	"Fam110b"
"ENSMUSG00000049176.16"	"Promoter (<=1kb)"	"quadruplex"	"Frmpd4"
"ENSMUSG00000049184.6"	"Promoter (<=1kb)"	"quadruplex"	"Purg"
"ENSMUSG00000049191.12"	"Promoter (<=1kb)"	"quadruplex"	"Rtl5"
"ENSMUSG00000049231.6"	"Promoter (<=1kb)"	"quadruplex"	"Gm12497"
"ENSMUSG00000049233.7"	"Promoter (1-2kb)"	"quadruplex"	"Apoo-ps"
"ENSMUSG00000049265.7"	"Promoter (<=1kb)"	"quadruplex"	"Kcnk3"
"ENSMUSG00000049281.16"	"Promoter (<=1kb)"	"quadruplex"	"Scn3b"
"ENSMUSG00000049288.4"	"Promoter (<=1kb)"	"quadruplex"	"Lix1l"
"ENSMUSG00000049303.10"	"Promoter (<=1kb)"	"quadruplex"	"Syt12"
"ENSMUSG00000049336.16"	"Promoter (<=1kb)"	"quadruplex"	"Tenm2"
"ENSMUSG00000049420.9"	"Promoter (<=1kb)"	"quadruplex"	"Tmem200a"
"ENSMUSG00000049427.2"	"Promoter (<=1kb)"	"quadruplex"	"Gm9837"
"ENSMUSG00000049477.5"	"Promoter (<=1kb)"	"quadruplex"	"Gm8508"
"ENSMUSG00000049493.13"	"Promoter (<=1kb)"	"quadruplex"	"Pls1"
"ENSMUSG00000049511.5"	"Promoter (<=1kb)"	"quadruplex"	"Htr1b"
"ENSMUSG00000049515.12"	"Promoter (<=1kb)"	"quadruplex"	"Espnl"
"ENSMUSG00000049521.2"	"Promoter (<=1kb)"	"quadruplex"	"Cdc42ep1"
"ENSMUSG00000049532.11"	"Promoter (1-2kb)"	"quadruplex"	"Sall2"
"ENSMUSG00000049538.14"	"Promoter (1-2kb)"	"quadruplex"	"Adamts16"
"ENSMUSG00000049556.5"	"Promoter (<=1kb)"	"quadruplex"	"Lingo1"
"ENSMUSG00000049577.15"	"Promoter (<=1kb)"	"quadruplex"	"Zfpm1"
"ENSMUSG00000049580.12"	"Promoter (<=1kb)"	"quadruplex"	"Tsku"
"ENSMUSG00000049604.3"	"Promoter (<=1kb)"	"quadruplex"	"Hoxb13"
"ENSMUSG00000049630.6"	"Promoter (<=1kb)"	"quadruplex"	"C1ql3"
"ENSMUSG00000049641.15"	"Promoter (<=1kb)"	"quadruplex"	"Vgll2"
"ENSMUSG00000049649.8"	"Promoter (<=1kb)"	"quadruplex"	"Gpr3"
"ENSMUSG00000049687.5"	"Promoter (<=1kb)"	"quadruplex"	"Pheta2"
"ENSMUSG00000049690.15"	"Promoter (<=1kb)"	"quadruplex"	"Nckap5"
"ENSMUSG00000049691.8"	"Promoter (1-2kb)"	"quadruplex"	"Nkx3-2"
"ENSMUSG00000049692.7"	"Promoter (<=1kb)"	"quadruplex"	"Tmem239"
"ENSMUSG00000049699.4"	"Promoter (2-3kb)"	"quadruplex"	"Ucn2"
"ENSMUSG00000049721.14"	"Promoter (<=1kb)"	"quadruplex"	"Gal3st1"
"ENSMUSG00000049807.16"	"Promoter (<=1kb)"	"quadruplex"	"Arhgap23"
"ENSMUSG00000049843.6"	"Promoter (2-3kb)"	"quadruplex"	"Olfr1102"
"ENSMUSG00000049881.13"	"Promoter (<=1kb)"	"quadruplex"	"2810025M15Rik"
"ENSMUSG00000049926.5"	"Promoter (1-2kb)"	"quadruplex"	"Olfr921"
"ENSMUSG00000049939.6"	"Promoter (1-2kb)"	"quadruplex"	"Lrrc4"
"ENSMUSG00000049999.4"	"Promoter (<=1kb)"	"quadruplex"	"Ppp1r3d"
"ENSMUSG00000050010.8"	"Promoter (<=1kb)"	"quadruplex"	"Shisa3"
"ENSMUSG00000050028.5"	"Promoter (<=1kb)"	"quadruplex"	"Olfr745"
"ENSMUSG00000050050.17"	"Promoter (<=1kb)"	"quadruplex"	"Ccdc158"
"ENSMUSG00000050052.12"	"Promoter (<=1kb)"	"quadruplex"	"Tdrp"
"ENSMUSG00000050058.6"	"Promoter (<=1kb)"	"quadruplex"	"Prm3"
"ENSMUSG00000050064.14"	"Promoter (<=1kb)"	"quadruplex"	"Zfp697"
"ENSMUSG00000050100.14"	"Promoter (<=1kb)"	"quadruplex"	"Hmx2"
"ENSMUSG00000050102.6"	"Promoter (1-2kb)"	"quadruplex"	"Vmn1r235"
"ENSMUSG00000050105.5"	"Promoter (1-2kb)"	"quadruplex"	"Grrp1"
"ENSMUSG00000050138.8"	"Promoter (<=1kb)"	"quadruplex"	"Kcnk12"
"ENSMUSG00000050158.7"	"Promoter (2-3kb)"	"quadruplex"	"Olfr165"
"ENSMUSG00000050164.11"	"Promoter (<=1kb)"	"quadruplex"	"Mchr1"
"ENSMUSG00000050192.8"	"Promoter (<=1kb)"	"quadruplex"	"Eif5a2"
"ENSMUSG00000050199.13"	"Promoter (<=1kb)"	"quadruplex"	"Lgr4"
"ENSMUSG00000050222.11"	"Promoter (<=1kb)"	"quadruplex"	"Il17d"
"ENSMUSG00000050234.7"	"Promoter (<=1kb)"	"quadruplex"	"Gja4"
"ENSMUSG00000050248.11"	"Promoter (<=1kb)"	"quadruplex"	"Evc2"
"ENSMUSG00000050272.10"	"Promoter (<=1kb)"	"quadruplex"	"Dscam"
"ENSMUSG00000050288.6"	"Promoter (<=1kb)"	"quadruplex"	"Fzd2"
"ENSMUSG00000050295.4"	"Promoter (<=1kb)"	"quadruplex"	"Foxc1"
"ENSMUSG00000050321.3"	"Promoter (<=1kb)"	"quadruplex"	"Neto1"
"ENSMUSG00000050334.12"	"Promoter (<=1kb)"	"quadruplex"	"C130071C03Rik"
"ENSMUSG00000050335.17"	"Promoter (<=1kb)"	"quadruplex"	"Lgals3"
"ENSMUSG00000050359.7"	"Promoter (1-2kb)"	"quadruplex"	"Sprr1a"
"ENSMUSG00000050373.13"	"Promoter (<=1kb)"	"quadruplex"	"Snx21"
"ENSMUSG00000050382.14"	"Promoter (<=1kb)"	"quadruplex"	"Kif7"
"ENSMUSG00000050390.12"	"Promoter (<=1kb)"	"quadruplex"	"C77080"
"ENSMUSG00000050447.15"	"Promoter (<=1kb)"	"quadruplex"	"Lypd6"
"ENSMUSG00000050473.5"	"Promoter (1-2kb)"	"quadruplex"	"Slc35d3"
"ENSMUSG00000050530.14"	"Promoter (<=1kb)"	"quadruplex"	"Fam171a1"
"ENSMUSG00000050541.14"	"Promoter (<=1kb)"	"quadruplex"	"Adra1b"
"ENSMUSG00000050556.9"	"Promoter (<=1kb)"	"quadruplex"	"Kcnb1"
"ENSMUSG00000050558.13"	"Promoter (<=1kb)"	"quadruplex"	"Prokr2"
"ENSMUSG00000050577.8"	"Promoter (2-3kb)"	"quadruplex"	"Olfr1038-ps"
"ENSMUSG00000050592.8"	"Promoter (<=1kb)"	"quadruplex"	"Fam78a"
"ENSMUSG00000050600.5"	"Promoter (1-2kb)"	"quadruplex"	"Zfp831"
"ENSMUSG00000050605.17"	"Promoter (<=1kb)"	"quadruplex"	"Zfp61"
"ENSMUSG00000050640.16"	"Promoter (<=1kb)"	"quadruplex"	"Tmem150c"
"ENSMUSG00000050666.14"	"Promoter (<=1kb)"	"quadruplex"	"Vstm4"
"ENSMUSG00000050671.12"	"Promoter (<=1kb)"	"quadruplex"	"Ism2"
"ENSMUSG00000050700.11"	"Promoter (<=1kb)"	"quadruplex"	"Emilin3"
"ENSMUSG00000050730.17"	"Promoter (<=1kb)"	"quadruplex"	"Arhgap42"
"ENSMUSG00000050737.13"	"Promoter (<=1kb)"	"quadruplex"	"Ptges"
"ENSMUSG00000050751.14"	"Promoter (2-3kb)"	"quadruplex"	"Pgbd5"
"ENSMUSG00000050761.4"	"Promoter (1-2kb)"	"quadruplex"	"Gp1bb"
"ENSMUSG00000050763.4"	"Promoter (1-2kb)"	"quadruplex"	"Olfr1395"
"ENSMUSG00000050821.14"	"Promoter (<=1kb)"	"quadruplex"	"Fam131a"
"ENSMUSG00000050822.11"	"Promoter (<=1kb)"	"quadruplex"	"Slc29a4"
"ENSMUSG00000050824.12"	"Promoter (<=1kb)"	"quadruplex"	"Sstr5"
"ENSMUSG00000050830.17"	"Promoter (<=1kb)"	"quadruplex"	"Vwc2"
"ENSMUSG00000050840.8"	"Promoter (<=1kb)"	"quadruplex"	"Cdh20"
"ENSMUSG00000050896.12"	"Promoter (2-3kb)"	"quadruplex"	"Rtn4rl2"
"ENSMUSG00000050901.6"	"Promoter (<=1kb)"	"quadruplex"	"Mtnr1b"
"ENSMUSG00000050917.5"	"Promoter (1-2kb)"	"quadruplex"	"Fgf4"
"ENSMUSG00000050926.5"	"Promoter (<=1kb)"	"quadruplex"	"Dcaf12l2"
"ENSMUSG00000050931.7"	"Promoter (<=1kb)"	"quadruplex"	"Sgms2"
"ENSMUSG00000050947.9"	"Promoter (<=1kb)"	"quadruplex"	"Amigo1"
"ENSMUSG00000050961.4"	"Promoter (2-3kb)"	"quadruplex"	"AY358078"
"ENSMUSG00000050966.9"	"Promoter (<=1kb)"	"quadruplex"	"Lin28a"
"ENSMUSG00000050989.9"	"Promoter (<=1kb)"	"quadruplex"	"Selenon"
"ENSMUSG00000051043.16"	"Promoter (<=1kb)"	"quadruplex"	"Gprc5c"
"ENSMUSG00000051048.17"	"Promoter (<=1kb)"	"quadruplex"	"P4ha3"
"ENSMUSG00000051065.9"	"Promoter (<=1kb)"	"quadruplex"	"Mb21d2"
"ENSMUSG00000051111.16"	"Promoter (<=1kb)"	"quadruplex"	"Sv2c"
"ENSMUSG00000051136.1"	"Promoter (<=1kb)"	"quadruplex"	"Ghsr"
"ENSMUSG00000051146.2"	"Promoter (1-2kb)"	"quadruplex"	"Camk2n2"
"ENSMUSG00000051159.16"	"Promoter (<=1kb)"	"quadruplex"	"Cited1"
"ENSMUSG00000051166.10"	"Promoter (<=1kb)"	"quadruplex"	"Eml5"
"ENSMUSG00000051177.16"	"Promoter (<=1kb)"	"quadruplex"	"Plcb1"
"ENSMUSG00000051236.13"	"Promoter (<=1kb)"	"quadruplex"	"Msrb3"
"ENSMUSG00000051243.14"	"Promoter (1-2kb)"	"quadruplex"	"Islr2"
"ENSMUSG00000051279.2"	"Promoter (<=1kb)"	"quadruplex"	"Gdf6"
"ENSMUSG00000051323.16"	"Promoter (<=1kb)"	"quadruplex"	"Pcdh19"
"ENSMUSG00000051331.16"	"Promoter (<=1kb)"	"quadruplex"	"Cacna1c"
"ENSMUSG00000051339.10"	"Promoter (<=1kb)"	"quadruplex"	"2900026A02Rik"
"ENSMUSG00000051343.11"	"Promoter (1-2kb)"	"quadruplex"	"Rab11fip5"
"ENSMUSG00000051359.15"	"Promoter (<=1kb)"	"quadruplex"	"Ncald"
"ENSMUSG00000051367.8"	"Promoter (<=1kb)"	"quadruplex"	"Six1"
"ENSMUSG00000051375.15"	"Promoter (<=1kb)"	"quadruplex"	"Pcdh1"
"ENSMUSG00000051401.7"	"Promoter (<=1kb)"	"quadruplex"	"Kctd16"
"ENSMUSG00000051435.11"	"Promoter (<=1kb)"	"quadruplex"	"Fhad1"
"ENSMUSG00000051455.13"	"Promoter (<=1kb)"	"quadruplex"	"Meioc"
"ENSMUSG00000051490.3"	"Promoter (<=1kb)"	"quadruplex"	"Foxd4"
"ENSMUSG00000051550.10"	"Promoter (<=1kb)"	"quadruplex"	"Zfp579"
"ENSMUSG00000051596.13"	"Promoter (<=1kb)"	"quadruplex"	"Otop1"
"ENSMUSG00000051652.4"	"Promoter (<=1kb)"	"quadruplex"	"Lrrc3"
"ENSMUSG00000051674.15"	"Promoter (<=1kb)"	"quadruplex"	"Dcun1d4"
"ENSMUSG00000051703.14"	"Promoter (2-3kb)"	"quadruplex"	"Tmem198"
"ENSMUSG00000051729.12"	"Promoter (<=1kb)"	"quadruplex"	"Gm5087"
"ENSMUSG00000051790.15"	"Promoter (<=1kb)"	"quadruplex"	"Nlgn2"
"ENSMUSG00000051855.15"	"Promoter (<=1kb)"	"quadruplex"	"Mest"
"ENSMUSG00000051900.12"	"Promoter (<=1kb)"	"quadruplex"	"Abca16"
"ENSMUSG00000051910.13"	"Promoter (<=1kb)"	"quadruplex"	"Sox6"
"ENSMUSG00000051917.3"	"Promoter (2-3kb)"	"quadruplex"	"Tas2r144"
"ENSMUSG00000051934.5"	"Promoter (<=1kb)"	"quadruplex"	"Spats2"
"ENSMUSG00000051950.10"	"Promoter (<=1kb)"	"quadruplex"	"B3glct"
"ENSMUSG00000051951.5"	"Promoter (<=1kb)"	"quadruplex"	"Xkr4"
"ENSMUSG00000051985.12"	"Promoter (1-2kb)"	"quadruplex"	"Igfn1"
"ENSMUSG00000052062.14"	"Promoter (<=1kb)"	"quadruplex"	"Pard3b"
"ENSMUSG00000052087.14"	"Promoter (<=1kb)"	"quadruplex"	"Rgs14"
"ENSMUSG00000052105.17"	"Promoter (<=1kb)"	"quadruplex"	"Mtcl1"
"ENSMUSG00000052133.16"	"Promoter (<=1kb)"	"quadruplex"	"Sema5b"
"ENSMUSG00000052135.8"	"Promoter (<=1kb)"	"quadruplex"	"Foxo6"
"ENSMUSG00000052151.12"	"Promoter (<=1kb)"	"quadruplex"	"Plpp2"
"ENSMUSG00000052188.6"	"Promoter (<=1kb)"	"quadruplex"	"Gm14964"
"ENSMUSG00000052301.14"	"Promoter (<=1kb)"	"quadruplex"	"Doc2a"
"ENSMUSG00000052316.9"	"Promoter (<=1kb)"	"quadruplex"	"Lrrc15"
"ENSMUSG00000052371.5"	"Promoter (<=1kb)"	"quadruplex"	"Hoxd3os1"
"ENSMUSG00000052373.14"	"Promoter (<=1kb)"	"quadruplex"	"Mpp3"
"ENSMUSG00000052396.7"	"Promoter (<=1kb)"	"quadruplex"	"Mogat2"
"ENSMUSG00000052403.11"	"Promoter (<=1kb)"	"quadruplex"	"Fcnaos"
"ENSMUSG00000052430.15"	"Promoter (<=1kb)"	"quadruplex"	"Bmpr1b"
"ENSMUSG00000052435.7"	"Promoter (<=1kb)"	"quadruplex"	"Cebpe"
"ENSMUSG00000052485.7"	"Promoter (<=1kb)"	"quadruplex"	"Tmem171"
"ENSMUSG00000052496.5"	"Promoter (<=1kb)"	"quadruplex"	"Pkdrej"
"ENSMUSG00000052512.17"	"Promoter (<=1kb)"	"quadruplex"	"Nav2"
"ENSMUSG00000052525.14"	"Promoter (<=1kb)"	"quadruplex"	"Spdya"
"ENSMUSG00000052534.15"	"Promoter (<=1kb)"	"quadruplex"	"Pbx1"
"ENSMUSG00000052539.15"	"Promoter (<=1kb)"	"quadruplex"	"Magi3"
"ENSMUSG00000052560.15"	"Promoter (<=1kb)"	"quadruplex"	"Cpne8"
"ENSMUSG00000052566.8"	"Promoter (2-3kb)"	"quadruplex"	"Hook2"
"ENSMUSG00000052584.10"	"Promoter (<=1kb)"	"quadruplex"	"Serp2"
"ENSMUSG00000052613.16"	"Promoter (<=1kb)"	"quadruplex"	"Pcdh15"
"ENSMUSG00000052726.16"	"Promoter (<=1kb)"	"quadruplex"	"Kcnt2"
"ENSMUSG00000052727.6"	"Promoter (1-2kb)"	"quadruplex"	"Map1b"
"ENSMUSG00000052751.16"	"Promoter (2-3kb)"	"quadruplex"	"Repin1"
"ENSMUSG00000052759.7"	"Promoter (<=1kb)"	"quadruplex"	"Gpr25"
"ENSMUSG00000052819.6"	"Promoter (2-3kb)"	"quadruplex"	"Best2"
"ENSMUSG00000052848.7"	"Promoter (1-2kb)"	"quadruplex"	"C130026L21Rik"
"ENSMUSG00000052852.8"	"Promoter (<=1kb)"	"quadruplex"	"Reep1"
"ENSMUSG00000052854.15"	"Promoter (<=1kb)"	"quadruplex"	"Nrk"
"ENSMUSG00000052911.9"	"Promoter (<=1kb)"	"quadruplex"	"Lamb2"
"ENSMUSG00000052920.16"	"Promoter (<=1kb)"	"quadruplex"	"Prkg1"
"ENSMUSG00000052922.9"	"Promoter (<=1kb)"	"quadruplex"	"Bpi"
"ENSMUSG00000052928.9"	"Promoter (<=1kb)"	"quadruplex"	"Ctif"
"ENSMUSG00000052942.13"	"Promoter (<=1kb)"	"quadruplex"	"Glis3"
"ENSMUSG00000052951.5"	"Promoter (<=1kb)"	"quadruplex"	"C130021I20Rik"
"ENSMUSG00000052981.6"	"Promoter (<=1kb)"	"quadruplex"	"Ube2ql1"
"ENSMUSG00000053004.9"	"Promoter (<=1kb)"	"quadruplex"	"Hrh1"
"ENSMUSG00000053007.9"	"Promoter (<=1kb)"	"quadruplex"	"Creb5"
"ENSMUSG00000053024.14"	"Promoter (1-2kb)"	"quadruplex"	"Cntn2"
"ENSMUSG00000053025.13"	"Promoter (<=1kb)"	"quadruplex"	"Sv2b"
"ENSMUSG00000053046.16"	"Promoter (<=1kb)"	"quadruplex"	"Brsk2"
"ENSMUSG00000053062.16"	"Promoter (<=1kb)"	"quadruplex"	"Jam2"
"ENSMUSG00000053063.11"	"Promoter (1-2kb)"	"quadruplex"	"Clec12a"
"ENSMUSG00000053101.3"	"Promoter (1-2kb)"	"quadruplex"	"Gpr141"
"ENSMUSG00000053110.13"	"Promoter (<=1kb)"	"quadruplex"	"Yap1"
"ENSMUSG00000053129.5"	"Promoter (2-3kb)"	"quadruplex"	"Gsx1"
"ENSMUSG00000053141.16"	"Promoter (<=1kb)"	"quadruplex"	"Ptprt"
"ENSMUSG00000053166.14"	"Promoter (<=1kb)"	"quadruplex"	"Cdh22"
"ENSMUSG00000053168.6"	"Promoter (1-2kb)"	"quadruplex"	"9030619P08Rik"
"ENSMUSG00000053185.2"	"Promoter (2-3kb)"	"quadruplex"	"Gm9898"
"ENSMUSG00000053199.13"	"Promoter (<=1kb)"	"quadruplex"	"Arhgap20"
"ENSMUSG00000053214.7"	"Promoter (<=1kb)"	"quadruplex"	"Gm9899"
"ENSMUSG00000053219.15"	"Promoter (<=1kb)"	"quadruplex"	"Raet1e"
"ENSMUSG00000053310.11"	"Promoter (<=1kb)"	"quadruplex"	"Nrgn"
"ENSMUSG00000053399.9"	"Promoter (<=1kb)"	"quadruplex"	"Adamts18"
"ENSMUSG00000053414.8"	"Promoter (<=1kb)"	"quadruplex"	"Hunk"
"ENSMUSG00000053441.5"	"Promoter (<=1kb)"	"quadruplex"	"Adamts19"
"ENSMUSG00000053465.6"	"Promoter (<=1kb)"	"quadruplex"	"Hs6st3"
"ENSMUSG00000053469.14"	"Promoter (1-2kb)"	"quadruplex"	"Tg"
"ENSMUSG00000053550.13"	"Promoter (<=1kb)"	"quadruplex"	"Shisa7"
"ENSMUSG00000053552.14"	"Promoter (<=1kb)"	"quadruplex"	"Ebf4"
"ENSMUSG00000053559.13"	"Promoter (<=1kb)"	"quadruplex"	"Smagp"
"ENSMUSG00000053580.16"	"Promoter (<=1kb)"	"quadruplex"	"Tanc2"
"ENSMUSG00000053617.12"	"Promoter (<=1kb)"	"quadruplex"	"Sh3pxd2a"
"ENSMUSG00000053646.13"	"Promoter (<=1kb)"	"quadruplex"	"Plxnb1"
"ENSMUSG00000053647.4"	"Promoter (2-3kb)"	"quadruplex"	"Gper1"
"ENSMUSG00000053654.7"	"Promoter (1-2kb)"	"quadruplex"	"Krt42"
"ENSMUSG00000053693.16"	"Promoter (<=1kb)"	"quadruplex"	"Mast1"
"ENSMUSG00000053702.16"	"Promoter (<=1kb)"	"quadruplex"	"Nebl"
"ENSMUSG00000053747.9"	"Promoter (<=1kb)"	"quadruplex"	"Sox14"
"ENSMUSG00000053861.1"	"Promoter (<=1kb)"	"quadruplex"	"Gm9925"
"ENSMUSG00000053873.1"	"Promoter (<=1kb)"	"quadruplex"	"Aym1"
"ENSMUSG00000053886.4"	"Promoter (<=1kb)"	"quadruplex"	"Sh2d4a"
"ENSMUSG00000053930.13"	"Promoter (<=1kb)"	"quadruplex"	"Shisa6"
"ENSMUSG00000053963.7"	"Promoter (<=1kb)"	"quadruplex"	"Stum"
"ENSMUSG00000053965.10"	"Promoter (<=1kb)"	"quadruplex"	"Pde5a"
"ENSMUSG00000054003.13"	"Promoter (1-2kb)"	"quadruplex"	"Tdrd9"
"ENSMUSG00000054046.7"	"Promoter (<=1kb)"	"quadruplex"	"Klk13"
"ENSMUSG00000054061.8"	"Promoter (<=1kb)"	"quadruplex"	"Gm9934"
"ENSMUSG00000054065.12"	"Promoter (<=1kb)"	"quadruplex"	"Pkp3"
