group	coordinates	miRNA (+ strand)	miRNA (- strand)	miRNA (intersection)	annotation	gene_info	cCRE (+-200bp slop)	LINE/LTR repeats (+-200bp slop)
sidd	chr4:119691256-119691373	miR-142			Distal Intergenic	Guca2b (-)		LTR@RLTR23 (+)
sidd	chr4:119920311-119920488	miR-376c, miR-410	miR-205, miR-377		Intron	Hivep3 (+)		LTR@LTR72_RN (-)
sidd	chr4:120267056-120267142		miR-33, miR-615		3' UTR	Foxo6 (-)		
sidd	chr4:120712007-120712134		miR-182		Intron	Kcnq4 (-)		
sidd	chr4:120712463-120712523	miR-149, miR-329/362			Intron	Kcnq4 (-)		
sidd	chr4:120748329-120748431	miR-1251, miR-532	miR-193, miR-200bc/429		Promoter (<=1kb)	Kcnq4 (-)	DNase-H3K4me3@EM10E0767183, DNase-H3K4me3@EM10E0767184	
sidd	chr4:121243845-121244084	miR-532			Distal Intergenic	Gm12890 (-)		LINE@L1_Mur2 (-), LINE@L1_Mus4 (-)
sidd	chr4:121295154-121295250	miR-204/211, miR-485	miR-203a (2)		Distal Intergenic	Gm12888 (-)		LINE@L1_Mus1 (-), LINE@L1Md_T (-)
sidd	chr4:121300888-121301005		miR-146, miR-203a, miR-448		Distal Intergenic	Gm12888 (-)		LINE@L1Md_F2 (-)
sidd	chr4:121384428-121384564	miR-378a	miR-203a (3)		Promoter (2-3kb)	Gm12884 (+)		LINE@L1_Mus2 (+), LINE@L1_Mus2 (-), LINE@L1_Mus2 (+)
sidd	chr4:121457136-121457298	miR-129, miR-136			Distal Intergenic	Gm12880 (-)		LINE@Lx3_Mus (-)
sidd	chr4:121936549-121936675	miR-340			Distal Intergenic	Gm12892 (+)		LTR@IAPLTR4_I (+), LTR@IAPEY3-int (+), LTR@ERVB4_1B-I_MM-int (+), LTR@ERVB4_1B-I_MM-int (+)
sidd	chr4:121952410-121952603	miR-186, miR-203a (2)	miR-204/211		Distal Intergenic	Gm12892 (+)		LINE@L1Md_F2 (+)
sidd	chr4:121959941-121960049		miR-193, miR-203a (2)		Distal Intergenic	Gm12892 (+)		LINE@L1Md_F2 (-)
sidd	chr4:121993893-121994043		miR-151a, miR-26, miR-340, miR-361		Distal Intergenic	Gm12892 (+)		LINE@L1Md_A (-)
sidd	chr4:12200191-12200320		miR-128, miR-532, miR-653		Distal Intergenic	Fam92a (-)		LINE@L1Md_A (-), LTR@RLTR10 (-)
sidd	chr4:122009464-122009613	miR-186	miR-149, miR-202		Promoter (1-2kb)	Gm12892 (+)		LTR@ERVB4_1B-I_MM-int (-)
sidd	chr4:122016965-122017118		miR-216b		Distal Intergenic	Gm12892 (+)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr4:122023703-122023865	miR-101, miR-381	miR-216b, miR-374		Distal Intergenic	Gm12892 (+)		LTR@ERVB4_2-I_MM-int (+)
sidd	chr4:122026245-122026327	miR-203a	miR-154, miR-409		Distal Intergenic	Gm12892 (+)		LINE@Lx2 (+)
sidd	chr4:122797245-122797365	miR-199, miR-26	miR-137, miR-141/200a, miR-18, miR-431, miR-486, miR-874		Distal Intergenic	Gm12873 (-)		LTR@RLTR10B (-)
sidd	chr4:123856817-123856974	miR-186, miR-448			Promoter (2-3kb)	1700121C08Rik (-)	DNase-H3K4me3@EM10E0767791	LTR@RLTR21 (-)
sidd	chr4:124027930-124028023	miR-142	miR-448		Distal Intergenic	Gm12902 (+)		LTR@MTC (+)
sidd	chr4:124043651-124043764		miR-128		Distal Intergenic	Gm12902 (+)		LINE@L1Md_F2 (-), LTR@ORR1B2 (+)
sidd	chr4:124292089-124292280	miR-124	miR-23, miR-655		Distal Intergenic	Gm12916 (-)	dELS@EM10E0767862	
sidd	chr4:124653835-124653950	miR-186, miR-203a, miR-758	miR-296, miR-331, miR-495		Promoter (2-3kb)	Pou3f1 (+)		LINE@Lx2 (+), LINE@Lx2 (+)
sidd	chr4:124659114-124659232	miR-378a	miR-330		Promoter (1-2kb)	Gm2164 (-)	dELS@EM10E0767952	
sidd	chr4:12547036-12547153	miR-670	miR-203a (2), miR-330, miR-495		Distal Intergenic	Gm37985 (+)		LINE@L1_Mus3 (-)
sidd	chr4:125560950-125561113	miR-204/211, miR-214, miR-365			Intron	Mir692-2 (+)		
sidd	chr4:125568439-125568564	miR-204/211, miR-216b, miR-328, miR-455	miR-185, miR-194		Intron	Mir692-2 (+)		
sidd	chr4:125596793-125596933	miR-448, miR-532	miR-15/16/195/424/497, miR-17/20/93/106/519d		Intron	Mir692-2 (+)		
sidd	chr4:125647872-125648042	miR-33	miR-33, miR-874	miR-33	Intron	Mir692-2 (+)		LTR@MTD (-)
sidd	chr4:125791272-125791374	miR-491	miR-128, miR-27		Distal Intergenic	2610028E06Rik (-)		LTR@MLT1J (-), LTR@MTC (+)
sidd	chr4:126472555-126472701	miR-185, miR-203a (2), miR-495	miR-135, miR-204/211		Distal Intergenic	Gm12929 (-)		LINE@Lx (+)
sidd	chr4:127067893-127068015	miR-193, miR-203a (2), miR-499			Distal Intergenic	Zmym1 (-)		LINE@L1_Mus2 (+), LTR@MTD (-)
sidd	chr4:127111891-127112126	miR-142, miR-144	miR-130/301/454, miR-369, miR-582		Intron	Gm25600 (-)		LTR@ORR1A2 (-)
sidd	chr4:127466569-127466750	miR-202, miR-203a (3), miR-494, miR-653	miR-425, miR-496		Distal Intergenic	A630031M04Rik (+)		LINE@L1_Mus1 (+), LTR@ORR1A4 (+)
sidd	chr4:127775406-127775560	miR-27, miR-410, miR-655	miR-154, miR-223, miR-421, miR-496, miR-539		Distal Intergenic	1700112K13Rik (-)		LTR@ORR1D2 (+)
sidd	chr4:127987935-127988032	miR-873	miR-151a		Promoter (<=1kb)	Csmd2 (+)	PLS (CTCF-bound)@EM10E0768988	
sidd	chr4:128311894-128312043	miR-181, miR-543	miR-151a, miR-183, miR-202, miR-495, miR-96/1271		Intron	Hmgb4os (+)		
sidd	chr4:128501514-128501713	miR-128, miR-150, miR-153, miR-223, miR-542	miR-128, miR-141/200a, miR-27, miR-493	miR-128	Intron	Csmd2 (+)		LINE@L1MB3 (-)
sidd	chr4:128829992-128830190	miR-139, miR-296, miR-582	miR-216b		Distal Intergenic	Gm12968 (+)		LTR@MTB-int (+), LTR@MTB (+)
sidd	chr4:128842013-128842243		miR-137, miR-452		Distal Intergenic	Gm12968 (+)		LTR@MTC (+), LINE@L1MA4 (+)
sidd	chr4:128862783-128862909	miR-181, miR-205, miR-543	miR-224, miR-299		Intron	Gm12969 (-)		LINE@L1MEi (-)
sidd	chr4:12988074-12988209		miR-203a (2)		Distal Intergenic	Triqk (+)		LTR@RMER19B2 (-), LINE@L1_Mus2 (-)
sidd	chr4:130080254-130080451	miR-140, miR-331	miR-183, miR-203a, miR-325, miR-455, miR-494		Promoter (1-2kb)	Col16a1 (+)		LINE@L2a (+)
sidd	chr4:130084573-130084726	miR-205, miR-224, miR-28/708	miR-328, miR-668		Intron	Col16a1 (+)		
sidd	chr4:130085596-130085695	let-7/miR-98, miR-665	miR-216b, miR-668		Intron	Col16a1 (+)		LINE@L2c (-)
sidd	chr4:130230274-130230422	miR-10, miR-141/200a	miR-139		Distal Intergenic	Ldc1 (-)		LTR@RLTR25A (-), LTR@RLTR25A (-)
sidd	chr4:131013040-131013168	miR-1/206, miR-140 (2), miR-28/708, miR-409	miR-129, miR-543		Promoter (2-3kb)	A930031H19Rik (-)		LTR@IAPLTR2b (-), LTR@RMER19B (+), LTR@MTD (-)
sidd	chr4:131463760-131463977	miR-340, miR-383			Distal Intergenic	Gm831 (+)		LTR@ORR1D1 (-), LTR@MTD (-)
sidd	chr4:131645860-131645959	miR-485	miR-153, miR-216a		Distal Intergenic	Gm12962 (-)		LTR@MTB (+)
sidd	chr4:131665682-131665824	miR-19	let-7/miR-98, miR-129, miR-196, miR-199		Intron	Gm12962 (-)		LTR@RMER19B (+)
sidd	chr4:131669375-131669461	miR-183	miR-34/449, miR-423		Promoter (2-3kb)	Gm12962 (-)		LTR@MTD (-), LINE@Lx5 (-)
sidd	chr4:131675253-131675380	miR-203a			Promoter (2-3kb)	Gm12962 (-)		LINE@L1Md_F2 (+), LTR@MTC (+)
sidd	chr4:133039796-133039924	miR-122	miR-125, miR-150		Promoter (<=1kb)	Ahdc1 (+)	PLS@EM10E0771165, pELS@EM10E0771166	
sidd	chr4:133300839-133300938	miR-186, miR-302abd, miR-302c, miR-873	miR-149, miR-330 (2), miR-448		Intron	Gm13259 (-)		
sidd	chr4:134250065-134250170		let-7/miR-98		Promoter (2-3kb)	Grrp1 (-)	DNase-H3K4me3 (CTCF-bound)@EM10E0771953, DNase-H3K4me3 (CTCF-bound)@EM10E0771954	
sidd	chr4:134383491-134383682		miR-142 (2), miR-296		Promoter (<=1kb)	Extl1 (-)		LTR@ORR1E (+), LTR@ORR1A2 (-)
sidd	chr4:135005907-135006025		miR-330, miR-448		Distal Intergenic	Syf2 (+)		LTR@RMER19B (-)
sidd	chr4:136833899-136834096	miR-200bc/429, miR-30, miR-328, miR-369, miR-371 (290)	miR-101, miR-137, miR-144, miR-210, miR-455		Promoter (1-2kb)	Ephb2 (-)	pELS@EM10E0773514	
sidd	chr4:136834303-136834382		miR-491		Promoter (1-2kb)	Ephb2 (-)	pELS@EM10E0773514, pELS@EM10E0773515	
sidd	chr4:136934673-136934812	miR-130/301/454, miR-148/152, miR-150, miR-218, miR-423	miR-223, miR-335, miR-379		Intron	Epha8 (-)		
sidd	chr4:137201818-137201958		let-7/miR-98, miR-196, miR-205		Distal Intergenic	Gm23263 (+)		
sidd	chr4:137255395-137255500		miR-377		Distal Intergenic	Wnt4 (+)	dELS@EM10E0773670	LTR@MTEa (-)
sidd	chr4:137286231-137286371	miR-490	miR-1306, miR-383 (2)		Intron	Wnt4 (+)		
sidd	chr4:137296849-137297041		miR-182		3' UTR	Wnt4 (+)		
sidd	chr4:137485109-137485213	miR-28/708			Intron	Hspg2 (+)	dELS (CTCF-bound)@EM10E0773794, dELS@EM10E0773795	
sidd	chr4:137717393-137717501	miR-346, miR-361	miR-137, miR-329/362		Promoter (1-2kb)	Rap1gap (+)		
sidd	chr4:138457044-138457211	miR-330, miR-760			Promoter (2-3kb)	Camk2n1 (+)	dELS (CTCF-bound)@EM10E0774318	
sidd	chr4:138530757-138530902	miR-203a, miR-369, miR-421, miR-505, miR-655	miR-188, miR-204/211		Distal Intergenic	Vwa5b1 (-)		
sidd	chr4:138540085-138540212	miR-29, miR-490	miR-138, miR-154, miR-491		Distal Intergenic	Vwa5b1 (-)		
sidd	chr4:138958382-138958488	miR-154	miR-142, miR-410		Distal Intergenic	Rnf186 (+)		LINE@Lx9 (+), LTR@MTD (-)
sidd	chr4:139161855-139162004	miR-204/211, miR-216b	miR-140, miR-17/20/93/106/519d, miR-185		Distal Intergenic	Hspe1-ps4 (+)		LTR@MTB_Mm-int (-)
sidd	chr4:139171203-139171337	miR-136, miR-330	miR-1/206, miR-186, miR-223		Distal Intergenic	Gm16287 (-)		LINE@L1_Mus3 (-)
sidd	chr4:13943514-13943707	miR-204/211, miR-376ab, miR-377, miR-410, miR-539	miR-135, miR-149, miR-216a, miR-323a, miR-544a		Intron	Gm11823 (-)		LINE@Lx9 (-), LINE@Lx9 (-), LINE@L1Md_F2 (-)
sidd	chr4:139760877-139760988		miR-137, miR-22, miR-335		Intron	Pax7 (-)		
sidd	chr4:139761162-139761280	miR-452	miR-133, miR-143		Intron	Pax7 (-)		
sidd	chr4:139823364-139823479	miR-200bc/429	miR-144		Intron	Pax7 (-)	dELS@EM10E0774932, dELS@EM10E0774933	
sidd	chr4:139832192-139832346	miR-124 (2), miR-129, miR-33	miR-153		Promoter (<=1kb)	Pax7 (-)	pELS (CTCF-bound)@EM10E0774953, pELS@EM10E0774954	
sidd	chr4:139944363-139944471	miR-499			Promoter (<=1kb)	4933427I22Rik (-)		LTR@ORR1A1 (+), LTR@MTEa (+)
sidd	chr4:140026792-140026976	miR-491	miR-15/16/195/424/497, miR-328, miR-495, miR-670		3' UTR	Klhdc7a (-)		LTR@MLT1G (+)
sidd	chr4:140161800-140162010	miR-1251, miR-365, miR-377	miR-223		Intron	Gm13029 (+)		LTR@MTC (-)
sidd	chr4:140244789-140244910	miR-96/1271	miR-216b, miR-330, miR-335		Promoter (1-2kb)	Igsf21 (-)	dELS (CTCF-bound)@EM10E0775110, pELS@EM10E0775111	
sidd	chr4:140451063-140451278	miR-495	miR-361, miR-365, miR-377		Intron	Gm50453 (-)		LINE@L1MD (+)
sidd	chr4:140581165-140581311	miR-24	miR-130/301/454, miR-19, miR-330, miR-760		Promoter (<=1kb)	Arhgef10l (-)	pELS@EM10E0775183, pELS@EM10E0775184	
sidd	chr4:140638280-140638410	miR-153, miR-302abd, miR-302c, miR-490	miR-330 (2), miR-874		Intron	Arhgef10l (-)		
sidd	chr4:140935996-140936155	miR-186, miR-495 (3)			Intron	Padi2 (+)		
sidd	chr4:141016623-141016750	miR-1193 (2), miR-330, miR-381, miR-505	miR-129, miR-218, miR-409		Promoter (2-3kb)	Crocc (-)		
sidd	chr4:141313300-141313526	miR-205 (3), miR-23, miR-483 (2)	miR-143 (2), miR-148/152, miR-185 (2), miR-203a		Intron	Epha2 (+)	dELS (CTCF-bound)@EM10E0775683, dELS@EM10E0775684	LINE@L2b (-)
sidd	chr4:141423254-141423352	miR-218, miR-505	miR-873		Promoter (2-3kb)	Hspb7 (+)	dELS (CTCF-bound)@EM10E0775734, dELS@EM10E0775735	
sidd	chr4:14159205-14159378	miR-146			Distal Intergenic	Gm11824 (+)		LINE@L1_Mus1 (+)
sidd	chr4:142288495-142288641	miR-10, miR-382	miR-153, miR-338, miR-544a		Distal Intergenic	Kazn (-)		LTR@RMER12C (+), LTR@RMER6B (-)
sidd	chr4:142289945-142290108	miR-148/152, miR-181, miR-186, miR-193, miR-365, miR-374, miR-543	miR-383		Distal Intergenic	Kazn (-)		LTR@MTC (-), LTR@RMER12C (+)
sidd	chr4:142445004-142445177	miR-296	miR-188, miR-204/211		Distal Intergenic	Gm13052 (-)		LTR@MTA_Mm (-), LTR@MTB-int (+), LTR@MTB (+)
sidd	chr4:143688822-143688941	miR-543	miR-124		Distal Intergenic	Gm13089 (-)		LINE@L1Md_F2 (+), LINE@Lx (+)
sidd	chr4:143710828-143711001	miR-382	miR-203a (2), miR-361		Distal Intergenic	Gm13089 (-)		LINE@L1_Mur2 (-), LINE@L1_Mur2 (-), LINE@L1_Mus3 (-)
sidd	chr4:143719544-143719674	miR-136	miR-122, miR-154, miR-203a, miR-409		Promoter (<=1kb)	Gm13078 (+)		LINE@L1Md_F2 (-)
sidd	chr4:143735522-143735634	miR-670	miR-203a		Promoter (<=1kb)	Gm13087 (-)		LINE@L1Md_F2 (-), LINE@L1Md_F2 (-), LINE@L1Md_F (-)
sidd	chr4:143737073-143737230	miR-203a, miR-374	miR-670 (2)		Promoter (1-2kb)	Gm13087 (-)		LINE@L1Md_F2 (+), LTR@RLTR10 (-), LINE@L1Md_F2 (+)
sidd	chr4:14405943-14406074	miR-216a, miR-23	miR-224		Distal Intergenic	Gm11836 (+)		LTR@RLTR16B_MM (+), LTR@ORR1A2 (-)
sidd	chr4:144206498-144206616		miR-411		Distal Intergenic	C87977 (-)		LINE@L1Md_F (-), LTR@MLTR11A (-)
sidd	chr4:144290315-144290450	miR-665	miR-1197		Distal Intergenic	Gm13120 (+)		LINE@L1_Mus1 (-), LINE@L1_Mus1 (-)
sidd	chr4:144483336-144483453	miR-140	miR-186		Distal Intergenic	AL607073.1 (+)		LINE@L1VL4 (-), LINE@Lx5c (-)
sidd	chr4:144600777-144600882	miR-203a, miR-299	miR-670		Distal Intergenic	Aadacl4 (+)		LINE@L1Md_F2 (+), LINE@L1Md_T (+)
sidd	chr4:144682735-144682869	miR-203a, miR-374			Intron	Aadacl4fm4 (-)		LINE@L1Md_F2 (+)
sidd	chr4:144740917-144741042		miR-148/152, miR-377		Distal Intergenic	AAdacl4fm3 (-)		LINE@L1Md_A (+)
sidd	chr4:144789093-144789244	miR-203a (2), miR-532	miR-330 (2), miR-495		Promoter (2-3kb)	Aadacl4fm5 (-)		LINE@L1_Mus2 (+), LINE@L1_Mur2 (+)
sidd	chr4:144838198-144838304	miR-425			Distal Intergenic	Prdx2-ps2 (+)		LINE@Lx5 (+)
sidd	chr4:144849137-144849253		miR-146, miR-485, miR-873		Distal Intergenic	Dhrs3 (+)		LTR@MT2_Mm (+), LINE@L1Md_Gf (+)
sidd	chr4:144871635-144871767		miR-203a (2), miR-495 (2), miR-653		Distal Intergenic	Dhrs3 (+)		LINE@L1_Mus2 (-)
sidd	chr4:145199808-145199957		miR-203a (2)		Distal Intergenic	Vps13d (-)	dELS@EM10E0776677	LINE@L1_Mus4 (-)
sidd	chr4:145541812-145541985	miR-154, miR-190	miR-137, miR-203a		Distal Intergenic	Gm21978 (+)		LINE@L1_Mus1 (-)
sidd	chr4:146053271-146053451		miR-137, miR-203a (2)		Distal Intergenic	Gm13036 (+)		LINE@L1_Mus2 (-)
sidd	chr4:146064016-146064236	miR-190, miR-302c, miR-491	miR-330, miR-499, miR-539		Distal Intergenic	Gm13034 (+)		LTR@IAPEY2_LTR (+)
sidd	chr4:146067951-146068097		miR-203a (2), miR-223, miR-423		Promoter (<=1kb)	Gm13034 (+)	PLS@EM10E0776787	
sidd	chr4:14652724-14652898	miR-1/206, miR-188, miR-324, miR-361, miR-495	miR-203a		Intron	Slc26a7 (-)		LINE@Lx (+)
sidd	chr4:14680062-14680206	miR-383	miR-133, miR-452		Intron	Slc26a7 (-)		LINE@L1Md_F2 (+), LINE@L1Md_T (-)
sidd	chr4:14685826-14685950		miR-142, miR-203a (2)		Intron	Slc26a7 (-)		LINE@L1Md_F2 (+), LINE@L1_Mus1 (-), LINE@L1Md_F2 (+)
sidd	chr4:14692569-14692729	miR-495	miR-496		Intron	Lrrc69 (-)		LINE@L1_Mus3 (+), LINE@L1_Mus2 (+), LINE@L1_Mus3 (+)
sidd	chr4:14693690-14693833		miR-544a		Intron	Lrrc69 (-)		LINE@L1_Mus3 (+)
sidd	chr4:147305340-147305477	miR-186	miR-129		Promoter (<=1kb)	Zfp988 (+)		
sidd	chr4:147336555-147336737	miR-154, miR-155, miR-190	miR-137, miR-17/20/93/106/519d, miR-203a, miR-302abd		Distal Intergenic	Zfp988 (+)		LINE@L1_Mus1 (-)
sidd	chr4:147342434-147342597	miR-382, miR-452	miR-216b		Distal Intergenic	Zfp988 (+)		LTR@MTA_Mm-int (+), LTR@MTA_Mm (+)
sidd	chr4:147408380-147408535	miR-433	miR-145, miR-544a, miR-7		Distal Intergenic	Gm8178 (+)		LINE@L1VL4 (+)
sidd	chr4:147461349-147461495	miR-202, miR-329/362, miR-433	miR-371 (290), miR-433	miR-433	Distal Intergenic	Vmn2r-ps19 (+)		
sidd	chr4:147468696-147468807	miR-182			Distal Intergenic	Zfp982 (+)		LTR@IAPEz-int (-)
sidd	chr4:147492125-147492256	miR-186	miR-129		Promoter (<=1kb)	Zfp982 (+)		
sidd	chr4:147565063-147565251	miR-381, miR-382, miR-448	miR-142		Intron	Zfp985 (+)		LINE@Lx3B (-)
sidd	chr4:147741582-147741689	miR-539			Distal Intergenic	Gm13136 (-)		LTR@IAPEY2_LTR (-)
sidd	chr4:147977606-147977762	miR-532, miR-668	miR-204/211		Distal Intergenic	Nppb (+)	dELS@EM10E0776907	LTR@MTC (+)
sidd	chr4:148327229-148327370	miR-205, miR-532	miR-496		Distal Intergenic	Gm13206 (+)	dELS@EM10E0777078, dELS@EM10E0777079	
sidd	chr4:148812382-148812510	miR-325			Intron	Casz1 (+)	dELS (CTCF-bound)@EM10E0777321	
sidd	chr4:148846696-148846817	miR-21/590	miR-10		Intron	Casz1 (+)	CTCF-only (CTCF-bound)@EM10E0777342	
sidd	chr4:148860075-148860180	miR-33			Intron	Casz1 (+)	dELS@EM10E0777353, dELS@EM10E0777354	
sidd	chr4:148901182-148901322	miR-489, miR-544a	miR-369, miR-382		Promoter (<=1kb)	Casz1 (+)	dELS (CTCF-bound)@EM10E0777395, dELS@EM10E0777396	
sidd	chr4:148909947-148910078	miR-874	miR-214, miR-483		Intron	Gm15969 (-)		
sidd	chr4:148935579-148935676	miR-218, miR-378a, miR-452	miR-132/212, miR-330, miR-455, miR-653		Promoter (2-3kb)	Casz1 (+)	dELS@EM10E0777433	
sidd	chr4:148937331-148937535	miR-423, miR-503	miR-186, miR-330		Intron	Casz1 (+)		
sidd	chr4:149564731-149564856		miR-10, miR-410		Promoter (2-3kb)	Gm13066 (-)	dELS@EM10E0777747, dELS (CTCF-bound)@EM10E0777748	
sidd	chr4:15009198-15009322		miR-203a (2)		Intron	Gm11844 (+)		LINE@L1_Mus3 (-), LINE@L1_Mus1 (-)
sidd	chr4:15020572-15020698	miR-374			Promoter (1-2kb)	Gm11844 (+)		LINE@L1Md_A (-), LINE@Lx9 (-)
sidd	chr4:151012957-151013102	miR-382, miR-496 (2)	miR-17/20/93/106/519d, miR-182, miR-302abd, miR-495		Intron	Per3 (-)		
sidd	chr4:15103956-15104122	miR-494, miR-495, miR-653	miR-145		Intron	Necab1 (-)		LINE@L1_Mus4 (+), LTR@RMER6C (+)
sidd	chr4:15122462-15122583	miR-488, miR-582	miR-188, miR-204/211		Intron	Necab1 (-)		LINE@L2b (-), LINE@L1Md_F2 (-)
sidd	chr4:151226918-151227053	miR-361, miR-423			Intron	Camta1 (-)		
sidd	chr4:151248365-151248480	miR-137, miR-153	miR-216b		Intron	Camta1 (-)		
sidd	chr4:151250192-151250381	miR-340, miR-421, miR-532	miR-137, miR-99/100		Intron	Camta1 (-)		LINE@L1MD (+)
sidd	chr4:151301062-151301179		miR-142, miR-330, miR-483 (2), miR-532		Intron	4930589P08Rik (+)		
sidd	chr4:151335625-151335857	miR-375	miR-145, miR-194, miR-34/449, miR-582		Intron	4930589P08Rik (+)	CTCF-only (CTCF-bound)@EM10E0778758	
sidd	chr4:15143053-15143169	miR-142, miR-203a (2)			Intron	Necab1 (-)		LINE@L1_Mus3 (+)
sidd	chr4:151491913-151492117	miR-323a, miR-376ab, miR-376c	miR-214, miR-379		Intron	4930589P08Rik (+)		
sidd	chr4:152075960-152076054	miR-25/32/92/363/367	miR-130/301/454, miR-17/20/93/106/519d		Promoter (<=1kb)	Plekhg5 (+)		
sidd	chr4:152261528-152261619		miR-129, miR-485		Intron	Gpr153 (+)		
sidd	chr4:152483114-152483265	miR-134	miR-325		Promoter (1-2kb)	Nphp4 (+)		
sidd	chr4:152544116-152544256	miR-433, miR-758	miR-433, miR-874	miR-433	Intron	Nphp4 (+)		
sidd	chr4:152547943-152548082		miR-30		Intron	Nphp4 (+)	dELS@EM10E0779299, dELS@EM10E0779300	
sidd	chr4:152548414-152548514	miR-203a, miR-205	miR-494, miR-653		Intron	Nphp4 (+)	dELS@EM10E0779300, dELS@EM10E0779301	
sidd	chr4:152704685-152704792	miR-134, miR-190, miR-494	miR-875		Distal Intergenic	Gm833 (+)		LTR@RMER17C (-)
sidd	chr4:152789567-152789793	miR-182	miR-129, miR-34/449		Distal Intergenic	Gm833 (+)		LTR@RLTR10B2 (-), LTR@ORR1E (+)
sidd	chr4:152816021-152816121		miR-665		Distal Intergenic	Gm833 (+)		
sidd	chr4:152842582-152842768	miR-425	miR-142, miR-147, miR-325, miR-505		Distal Intergenic	Gm833 (+)		LTR@MTC (-)
sidd	chr4:152853668-152853793		miR-325		Distal Intergenic	Gm833 (+)		LTR@RMER12C (+)
sidd	chr4:152889710-152889852		miR-139, miR-582		Distal Intergenic	Gm25779 (-)		LTR@MTD (+)
sidd	chr4:152906405-152906515	miR-1306, miR-140, miR-329/362, miR-544a			Distal Intergenic	Gm25779 (-)		LINE@L2 (+)
sidd	chr4:152936996-152937142	miR-433	miR-145, miR-218, miR-340, miR-455		Distal Intergenic	Gm25779 (-)		LTR@ORR1B1 (+)
sidd	chr4:152943858-152944079	miR-22, miR-369, miR-655	miR-210, miR-873		Distal Intergenic	Gm25779 (-)		LTR@IAPEz-int (-), LTR@IAPEz-int (-)
sidd	chr4:153085865-153086018	miR-758	miR-124, miR-96/1271		Distal Intergenic	Gm13173 (-)		LTR@MTC (+)
sidd	chr4:153218947-153219047	miR-125, miR-328	miR-135, miR-149		Promoter (<=1kb)	Gm13174 (+)		LTR@MTC (+)
sidd	chr4:153287777-153288019	miR-181, miR-495	miR-493		Distal Intergenic	Gm13174 (+)		LTR@RLTR17B_Mm (-)
sidd	chr4:153513775-153513926	miR-139, miR-495	miR-216b		Distal Intergenic	Ajap1 (-)		LTR@MTC (+)
sidd	chr4:153554142-153554284	miR-505, miR-582			Distal Intergenic	Ajap1 (-)		
sidd	chr4:153571687-153571816	miR-145, miR-151a	miR-151a, miR-185, miR-186, miR-203a, miR-296, miR-340	miR-151a	Distal Intergenic	Ajap1 (-)		LTR@ORR1A1 (+)
sidd	chr4:153703400-153703517	miR-150, miR-495	miR-10, miR-539		Distal Intergenic	Gm25880 (+)		LTR@MTC (+), LTR@MTD (-), LTR@MER92B (-)
sidd	chr4:153741580-153741690		miR-744		Distal Intergenic	Gm25880 (+)		LTR@RMER17A2 (+), LTR@RMER4B (+)
sidd	chr4:153866303-153866519	miR-142, miR-22, miR-433, miR-455	miR-182, miR-433, miR-489	miR-433	Distal Intergenic	Gm25880 (+)		
sidd	chr4:154075855-154075969	miR-330, miR-382	miR-149, miR-28/708, miR-339		Intron	Trp73 (-)		LTR@RMER12 (+)
sidd	chr4:154097134-154097237	miR-495	miR-125, miR-296, miR-874		Promoter (<=1kb)	Trp73 (-)		
sidd	chr4:154177482-154177577	miR-137, miR-153, miR-22, miR-371 (290)	miR-483		Intron	Megf6 (+)	dELS (CTCF-bound)@EM10E0779599	
sidd	chr4:154187622-154187806	miR-142	miR-135, miR-495		Intron	Megf6 (+)		LTR@MTD (+), LTR@MTD (+)
sidd	chr4:154256803-154256909	miR-340, miR-455	miR-409		Intron	Megf6 (+)		LTR@ORR1A2 (-)
sidd	chr4:154503129-154503261	miR-377, miR-496	miR-539, miR-653		Intron	Prdm16 (-)	dELS@EM10E0779754	
sidd	chr4:154637277-154637364		miR-330		Promoter (<=1kb)	Prdm16os (+)	pELS@EM10E0779838, PLS@EM10E0779839	
sidd	chr4:154770502-154770746	miR-299, miR-329/362, miR-448 (2), miR-493	miR-153, miR-18, miR-381 (2), miR-425 (2), miR-448	miR-448	Distal Intergenic	Ttc34 (+)		LTR@RLTR20A4 (+)
sidd	chr4:154894834-154894915	miR-130/301/454			Promoter (2-3kb)	Mmel1 (+)		
sidd	chr4:154895454-154895565	miR-493			Promoter (2-3kb)	Mmel1 (+)	CTCF-only (CTCF-bound)@EM10E0779931, dELS@EM10E0779932	
sidd	chr4:154900748-154900898	miR-376ab	miR-455		Promoter (1-2kb)	Prxl2b (-)		LTR@ORR1B1 (+)
sidd	chr4:154988596-154988708	miR-188, miR-204/211, miR-668	miR-670		Promoter (1-2kb)	Plch2 (-)		
sidd	chr4:155014587-155014663	miR-140, miR-150	miR-182		Intron	Plch2 (-)		
sidd	chr4:155156358-155156486	miR-155, miR-17/20/93/106/519d, miR-495	miR-103/107		3' UTR	Ski (-)		
sidd	chr4:155360742-155360909	miR-501/502	miR-329/362, miR-495		Promoter (<=1kb)	Prkcz (-)	pELS@EM10E0780285, pELS (CTCF-bound)@EM10E0780286	
sidd	chr4:156100286-156100422	miR-203a (2)	miR-185, miR-216b, miR-504		Distal Intergenic	9430015G10Rik (+)	dELS@EM10E0780655	LINE@L1MD (-), LINE@L1_Mus3 (+)
sidd	chr4:156131956-156132154	miR-129, miR-140, miR-145, miR-205, miR-582	miR-1197, miR-378a		Promoter (1-2kb)	Rnf223 (+)		
