Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature
g4	chr2:74753480-74753510	Haglr	-	Promoter (<=1kb)
g4	chr2:74762562-74762585	Haglr	-	Promoter (<=1kb)
g4	chr2:74763305-74763351	Hoxd1	+	Promoter (<=1kb)
g4	chr2:74763784-74763804	Hoxd1	+	Promoter (<=1kb)
g4	chr2:75137818-75137847	Gm13652	-	Promoter (<=1kb)
g4	chr2:75435130-75435151	Gm13658	+	Promoter (<=1kb)
g4	chr2:75798390-75798424	Gm13669	+	Distal Intergenic
g4	chr2:76083932-76083956	Pde11a	-	Intron
g4	chr2:76339192-76339217	Pde11a	-	Promoter (<=1kb)
g4	chr2:76407425-76407461	Osbpl6	+	Promoter (<=1kb)
g4	chr2:76647728-76647754	Prkra	-	Promoter (<=1kb)
g4	chr2:76904481-76904514	Ttn	-	Intron
g4	chr2:77240477-77240507	Gm13650	-	Intron
g4	chr2:77280220-77280255	Sestd1	-	Promoter (<=1kb)
g4	chr2:77280344-77280368	Sestd1	-	Promoter (<=1kb)
g4	chr2:77280384-77280407	Sestd1	-	Promoter (<=1kb)
g4	chr2:77280565-77280600	Sestd1	-	Promoter (<=1kb)
g4	chr2:77280625-77280655	Sestd1	-	Promoter (<=1kb)
g4	chr2:77409706-77409732	Gm13944	+	Distal Intergenic
g4	chr2:77409745-77409786	Gm13944	+	Distal Intergenic
g4	chr2:77409841-77409866	Gm13944	+	Distal Intergenic
g4	chr2:77409879-77409968	Gm13944	+	Distal Intergenic
g4	chr2:77466198-77466226	Gm13944	+	Intron
g4	chr2:77466235-77466255	Gm13944	+	Intron
g4	chr2:77816561-77816587	Zfp385b	-	Promoter (<=1kb)
g4	chr2:78548448-78548495	Gm23149	-	Promoter (2-3kb)
g4	chr2:78730959-78730978	Gm14463	+	Distal Intergenic
g4	chr2:79070504-79070544	Gm14469	-	Intron
g4	chr2:79428661-79428690	Cerkl	-	Promoter (<=1kb)
g4	chr2:79454347-79454370	Neurod1	-	Promoter (2-3kb)
g4	chr2:79456764-79456787	Cerkl	-	Promoter (<=1kb)
g4	chr2:80049340-80049392	Pde1a	-	Intron
g4	chr2:80093847-80093884	Pde1a	-	Intron
g4	chr2:80121564-80121616	Pde1a	-	Intron
g4	chr2:80179265-80179337	Gm13674	+	Distal Intergenic
g4	chr2:80221049-80221073	Prdx6b	+	Distal Intergenic
g4	chr2:80236095-80236164	Prdx6b	+	Distal Intergenic
g4	chr2:80289148-80289185	Prdx6b	+	Distal Intergenic
g4	chr2:80447661-80447705	Frzb	-	Promoter (<=1kb)
g4	chr2:80495287-80495317	Gm13687	+	Distal Intergenic
g4	chr2:80581023-80581050	Nckap1	-	Promoter (<=1kb)
g4	chr2:80581419-80581444	Nckap1	-	Promoter (<=1kb)
g4	chr2:80972034-80972061	Gm23452	-	Distal Intergenic
g4	chr2:81026713-81026738	Gm23452	-	Distal Intergenic
g4	chr2:81146153-81146199	Gm23452	-	Distal Intergenic
g4	chr2:81218681-81218698	Gm23452	-	Distal Intergenic
g4	chr2:81218837-81218858	Gm23452	-	Distal Intergenic
g4	chr2:81312323-81312344	Gm23900	-	Distal Intergenic
g4	chr2:81855579-81855612	Zfp804a	+	Distal Intergenic
g4	chr2:81952070-81952105	Zfp804a	+	Distal Intergenic
g4	chr2:81986263-81986289	Zfp804a	+	Distal Intergenic
g4	chr2:82053240-82053266	Zfp804a	+	Promoter (<=1kb)
g4	chr2:82053493-82053523	Zfp804a	+	Promoter (<=1kb)
g4	chr2:82053703-82053726	Zfp804a	+	Promoter (<=1kb)
g4	chr2:82340040-82340077	A130030D18Rik	-	Distal Intergenic
g4	chr2:82552916-82552953	Gm13676	-	Distal Intergenic
g4	chr2:82555741-82555790	Gm13676	-	Distal Intergenic
g4	chr2:82630631-82630666	Gm13678	+	Distal Intergenic
g4	chr2:82641791-82641812	Gm13678	+	Distal Intergenic
g4	chr2:82663168-82663196	Gm13678	+	Distal Intergenic
g4	chr2:82780990-82781021	Gm13678	+	Distal Intergenic
g4	chr2:82831453-82831476	Fsip2	+	Distal Intergenic
g4	chr2:82969373-82969396	Fsip2	+	Intron
g4	chr2:83039888-83039919	Fsip2	+	Distal Intergenic
g4	chr2:83257954-83257989	Gm13680	-	Distal Intergenic
g4	chr2:83812685-83812714	Fam171b	+	Promoter (<=1kb)
g4	chr2:83813186-83813214	Fam171b	+	Promoter (<=1kb)
g4	chr2:83822195-83822222	Fam171b	+	Intron
g4	chr2:83923153-83923232	Zswim2	-	Promoter (<=1kb)
g4	chr2:83923286-83923318	Zswim2	-	Promoter (<=1kb)
g4	chr2:83923337-83923410	Zswim2	-	Promoter (<=1kb)
g4	chr2:84027631-84027656	Gm13692	-	Distal Intergenic
g4	chr2:84164148-84164172	Gm25972	+	Distal Intergenic
g4	chr2:84515535-84515557	Gm13710	-	Intron
g4	chr2:84658894-84658919	Btbd18	+	Promoter (<=1kb)
g4	chr2:84742857-84742895	Gm19426	-	Promoter (<=1kb)
g4	chr2:84743176-84743215	Gm19426	-	Promoter (<=1kb)
g4	chr2:84743244-84743273	Gm19426	-	Promoter (<=1kb)
g4	chr2:84866134-84866170	Rtn4rl2	-	Distal Intergenic
g4	chr2:84883798-84883833	Rtn4rl2	-	Promoter (2-3kb)
g4	chr2:84886100-84886136	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84886241-84886271	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84886566-84886608	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84886707-84886733	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84886888-84886926	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84887050-84887070	Rtn4rl2	-	Promoter (<=1kb)
g4	chr2:84889078-84889118	Rtn4rl2	-	Promoter (2-3kb)
g4	chr2:84889249-84889268	Rtn4rl2	-	Promoter (2-3kb)
g4	chr2:85053431-85053509	Tnks1bp1	+	Promoter (2-3kb)
g4	chr2:85208170-85208194	Lrrc55	-	Distal Intergenic
g4	chr2:85290714-85290760	Gm13714	-	Distal Intergenic
g4	chr2:85471505-85471535	Olfr995	-	Distal Intergenic
g4	chr2:85953910-85953938	Olfr1028	+	Downstream (<=300bp)
g4	chr2:86117310-86117333	Olfr1038-ps	+	Promoter (2-3kb)
g4	chr2:86225293-86225310	Olfr1047	-	Distal Intergenic
g4	chr2:86225432-86225465	Olfr1047	-	Distal Intergenic
g4	chr2:86741831-86741863	Olfr1089	-	Distal Intergenic
g4	chr2:86821742-86821768	Olfr1094	+	Promoter (2-3kb)
g4	chr2:87004276-87004297	Olfr1102	+	Promoter (2-3kb)
g4	chr2:87540198-87540236	Olfr1128	-	Distal Intergenic
g4	chr2:87837158-87837205	Olfr1149-ps1	+	Promoter (2-3kb)
g4	chr2:88701693-88701731	Olfr1196	-	Promoter (<=1kb)
g4	chr2:88888884-88888909	Olfr1208	-	Distal Intergenic
g4	chr2:88904441-88904468	Olfr1208	-	Promoter (2-3kb)
g4	chr2:88942593-88942617	Olfr1211	-	Distal Intergenic
g4	chr2:90077301-90077346	Olfr1267-ps1	-	Distal Intergenic
g4	chr2:90077364-90077399	Olfr1267-ps1	-	Distal Intergenic
g4	chr2:90103564-90103586	Olfr1268-ps1	-	Distal Intergenic
g4	chr2:90106553-90106582	Olfr1268-ps1	-	Distal Intergenic
g4	chr2:90885772-90885799	C1qtnf4	+	Promoter (<=1kb)
g4	chr2:90886151-90886171	C1qtnf4	+	Promoter (<=1kb)
g4	chr2:91126338-91126367	Mybpc3	+	Intron
g4	chr2:91131153-91131171	Madd	-	Intron
g4	chr2:91407556-91407591	Gm22071	-	Promoter (<=1kb)
g4	chr2:91457353-91457405	Lrp4	+	Promoter (<=1kb)
g4	chr2:91457631-91457664	Lrp4	+	Promoter (<=1kb)
g4	chr2:91457645-91457676	Lrp4	+	Promoter (<=1kb)
g4	chr2:91991933-91991964	Dgkz	-	Exon
g4	chr2:92024243-92024282	Creb3l1	-	Promoter (<=1kb)
g4	chr2:92024402-92024424	Creb3l1	-	Promoter (<=1kb)
g4	chr2:92561232-92561263	Gm13815	+	Promoter (<=1kb)
g4	chr2:92599400-92599422	Chst1	+	Promoter (<=1kb)
g4	chr2:92599468-92599508	Chst1	+	Promoter (<=1kb)
g4	chr2:92599581-92599612	Chst1	+	Promoter (<=1kb)
g4	chr2:92599623-92599669	Chst1	+	Promoter (<=1kb)
g4	chr2:92600157-92600185	Chst1	+	Promoter (<=1kb)
g4	chr2:92600207-92600236	Chst1	+	Promoter (<=1kb)
g4	chr2:92750094-92750113	Gm13816	+	Intron
g4	chr2:92856755-92856786	Gm13792	-	Intron
g4	chr2:92915492-92915529	Syt13	+	Promoter (<=1kb)
g4	chr2:92985826-92985846	Prdm11	-	3' UTR
g4	chr2:92988261-92988295	Prdm11	-	Intron
g4	chr2:92988415-92988434	Prdm11	-	Intron
g4	chr2:93014918-93014949	Prdm11	-	Promoter (1-2kb)
g4	chr2:93114452-93114490	Gm13802	-	Distal Intergenic
g4	chr2:93227214-93227243	Tspan18	-	Promoter (<=1kb)
g4	chr2:93334536-93334576	Tspan18	-	Promoter (<=1kb)
g4	chr2:93334839-93334863	Tspan18	-	Promoter (<=1kb)
g4	chr2:93344936-93344959	Tspan18	-	Distal Intergenic
g4	chr2:93345111-93345131	Tspan18	-	Distal Intergenic
g4	chr2:93525411-93525444	Gm10804	+	Distal Intergenic
g4	chr2:93567744-93567772	Alx4	+	Distal Intergenic
g4	chr2:93642383-93642408	Alx4	+	Promoter (<=1kb)
g4	chr2:93956289-93956317	Gm13889	-	Promoter (<=1kb)
g4	chr2:93956782-93956815	Gm13889	-	Promoter (<=1kb)
g4	chr2:93956932-93956970	Gm13889	-	Promoter (<=1kb)
g4	chr2:94243387-94243418	Mir670hg	-	Promoter (<=1kb)
g4	chr2:94273560-94273595	Mir670hg	-	Distal Intergenic
g4	chr2:94515365-94515415	Gm44461	-	Distal Intergenic
g4	chr2:94967404-94967442	Gm26396	-	Distal Intergenic
g4	chr2:95405987-95406023	Gm13794	+	Distal Intergenic
g4	chr2:95433376-95433425	Gm13794	+	Distal Intergenic
g4	chr2:95435805-95435836	Gm13794	+	Distal Intergenic
g4	chr2:96042237-96042263	Gm13801	+	Distal Intergenic
g4	chr2:96754583-96754606	Gm17075	+	Intron
g4	chr2:96912884-96912932	Gm17075	+	Intron
g4	chr2:96973282-96973317	Gm17075	+	Intron
g4	chr2:97091774-97091824	4930445B16Rik	-	Intron
g4	chr2:97440776-97440814	Lrrc4c	+	Intron
g4	chr2:97604021-97604050	Gm44320	-	Intron
g4	chr2:97604087-97604146	Gm44320	-	Intron
g4	chr2:97658637-97658687	Gm44320	-	Distal Intergenic
g4	chr2:97858812-97858866	Gm13803	-	Distal Intergenic
g4	chr2:97901530-97901551	Gm13803	-	Distal Intergenic
g4	chr2:98970120-98970139	Gm10800	-	Distal Intergenic
g4	chr2:98991829-98991872	Gm10800	-	Distal Intergenic
g4	chr2:99004185-99004216	Gm10800	-	Distal Intergenic
g4	chr2:99152040-99152059	Gm29235	-	Distal Intergenic
g4	chr2:99285947-99285972	Gm29235	-	Distal Intergenic
g4	chr2:99653485-99653516	Gm13809	+	Distal Intergenic
g4	chr2:99663987-99664051	Gm13809	+	Distal Intergenic
g4	chr2:99763443-99763469	Gm13809	+	Distal Intergenic
g4	chr2:100003743-100003778	Gm13808	+	Distal Intergenic
g4	chr2:100239866-100239890	Gm13811	+	Distal Intergenic
g4	chr2:100909832-100909860	Gm13810	-	Distal Intergenic
g4	chr2:100923225-100923268	Gm13810	-	Distal Intergenic
g4	chr2:100991478-100991499	Gm13810	-	Distal Intergenic
g4	chr2:101091679-101091719	Gm13810	-	Distal Intergenic
g4	chr2:101106200-101106221	Gm20693	+	Distal Intergenic
g4	chr2:101261289-101261339	Gm20693	+	Distal Intergenic
g4	chr2:101455220-101455247	Gm20693	+	Distal Intergenic
g4	chr2:101473211-101473255	Gm20693	+	Distal Intergenic
g4	chr2:101493629-101493668	Gm20693	+	Distal Intergenic
g4	chr2:101595594-101595612	B230118H07Rik	-	Intron
g4	chr2:102118735-102118763	Ldlrad3	-	Intron
g4	chr2:102186181-102186203	Ldlrad3	-	Promoter (<=1kb)
g4	chr2:102451892-102451921	Fjx1	-	Promoter (<=1kb)
g4	chr2:104082561-104082586	Cd59b	+	Intron
g4	chr2:104082819-104082846	Cd59b	+	Intron
g4	chr2:104202189-104202230	Gm22501	-	Intron
g4	chr2:104202239-104202311	Gm22501	-	Intron
g4	chr2:104202350-104202431	Gm22501	-	Intron
g4	chr2:104202462-104202493	Gm22501	-	Intron
g4	chr2:104363906-104363927	D430041D05Rik	-	Intron
g4	chr2:104364016-104364037	D430041D05Rik	-	Intron
g4	chr2:104410058-104410087	D430041D05Rik	-	Promoter (<=1kb)
g4	chr2:104742631-104742656	Depdc7	-	Promoter (<=1kb)
g4	chr2:105126228-105126257	Wt1os	-	Promoter (<=1kb)
g4	chr2:105126451-105126475	Wt1os	-	Promoter (<=1kb)
g4	chr2:105126704-105126723	Wt1	+	Promoter (<=1kb)
g4	chr2:105674768-105674803	Pax6	+	Promoter (<=1kb)
g4	chr2:105675016-105675043	Pax6	+	Promoter (<=1kb)
g4	chr2:105829253-105829291	Elp4	-	Intron
g4	chr2:105841185-105841229	Elp4	-	Intron
g4	chr2:106031598-106031640	Dcdc5	+	Intron
g4	chr2:106693183-106693206	Mpped2	+	Promoter (<=1kb)
g4	chr2:106693342-106693369	Mpped2	+	Promoter (<=1kb)
g4	chr2:106693383-106693414	Mpped2	+	Promoter (<=1kb)
g4	chr2:106693630-106693654	Mpped2	+	Promoter (<=1kb)
g4	chr2:106693693-106693724	Mpped2	+	Promoter (<=1kb)
g4	chr2:106693832-106693864	Mpped2	+	Promoter (<=1kb)
g4	chr2:106694105-106694148	Mpped2	+	Promoter (<=1kb)
g4	chr2:106694264-106694292	Mpped2	+	Promoter (<=1kb)
g4	chr2:106694372-106694400	Mpped2	+	Promoter (<=1kb)
g4	chr2:107011021-107011047	Gm13904	+	Promoter (<=1kb)
g4	chr2:107144358-107144382	Gm13903	-	Distal Intergenic
g4	chr2:107290474-107290497	Kcna4	+	Promoter (<=1kb)
g4	chr2:107290567-107290598	Kcna4	+	Promoter (<=1kb)
g4	chr2:107892083-107892101	Gm23439	-	Distal Intergenic
g4	chr2:108002822-108002849	Gm23749	-	Distal Intergenic
g4	chr2:108020868-108020916	Gm23749	-	Distal Intergenic
g4	chr2:108216485-108216530	Gm13912	-	Intron
g4	chr2:108238151-108238195	Gm13912	-	Intron
g4	chr2:108427608-108427628	Gm13916	-	Distal Intergenic
g4	chr2:108535976-108535993	Gm13915	+	Distal Intergenic
g4	chr2:108545182-108545209	Gm13915	+	Distal Intergenic
g4	chr2:108571393-108571433	Gm13915	+	Promoter (1-2kb)
g4	chr2:108571483-108571507	Gm13915	+	Promoter (1-2kb)
g4	chr2:108891672-108891692	Rpl35a-ps4	-	Distal Intergenic
g4	chr2:109034009-109034035	Gm13923	+	Distal Intergenic
g4	chr2:109442165-109442184	Gm13924	-	Distal Intergenic
g4	chr2:109609771-109609792	Gm20638	+	Distal Intergenic
g4	chr2:109641027-109641060	Gm20638	+	Distal Intergenic
g4	chr2:109644340-109644366	Gm20638	+	Distal Intergenic
g4	chr2:109677832-109677862	Bdnf	+	Promoter (<=1kb)
g4	chr2:109693424-109693457	Bdnf	+	Promoter (<=1kb)
g4	chr2:109693821-109693844	Bdnf	+	Promoter (<=1kb)
g4	chr2:109763772-109763800	Gm13932	-	Distal Intergenic
g4	chr2:109797470-109797510	Gm13932	-	Distal Intergenic
g4	chr2:109918313-109918357	Lgr4	+	Promoter (<=1kb)
g4	chr2:109918373-109918397	Lgr4	+	Promoter (<=1kb)
g4	chr2:110128653-110128719	Gm13936	+	Intron
g4	chr2:110354710-110354761	Fibin	-	Distal Intergenic
g4	chr2:110379015-110379040	Fibin	-	Distal Intergenic
g4	chr2:110490090-110490122	Gm13935	-	Distal Intergenic
g4	chr2:110492755-110492781	Gm13935	-	Distal Intergenic
g4	chr2:110558508-110558556	Gm10794	-	Distal Intergenic
g4	chr2:110726453-110726478	Muc15	+	Intron
g4	chr2:110823215-110823266	Ano3	-	Intron
g4	chr2:110955506-110955537	Ano3	-	Distal Intergenic
g4	chr2:111629145-111629173	Olfr1297	-	Promoter (2-3kb)
g4	chr2:111744861-111744882	Gm13930	+	Distal Intergenic
g4	chr2:111744891-111744925	Gm13930	+	Distal Intergenic
g4	chr2:111812309-111812335	Olfr1303	-	Promoter (2-3kb)
g4	chr2:111933413-111933439	Gm13928	+	3' UTR
g4	chr2:112036108-112036135	Olfr1312	-	Distal Intergenic
g4	chr2:112230299-112230318	Lpcat4	+	Distal Intergenic
g4	chr2:112427433-112427456	Emc7	+	Distal Intergenic
g4	chr2:112579297-112579322	Aven	+	Intron
g4	chr2:112770369-112770392	Ryr3	-	Intron
g4	chr2:113048274-113048297	Ryr3	-	Intron
g4	chr2:113102945-113102966	Ryr3	-	Intron
g4	chr2:113106912-113106960	Ryr3	-	Intron
g4	chr2:113493283-113493320	Gm13964	-	Intron
g4	chr2:113662134-113662177	Fmn1	+	Intron
g4	chr2:113749960-113749982	Grem1	-	Exon
g4	chr2:113758003-113758025	Grem1	-	Promoter (<=1kb)
g4	chr2:113758752-113758789	Grem1	-	Promoter (<=1kb)
g4	chr2:113758841-113758862	Grem1	-	Promoter (<=1kb)
g4	chr2:114059001-114059022	C130080G10Rik	+	Promoter (2-3kb)
g4	chr2:114305571-114305625	Gm29234	-	Distal Intergenic
g4	chr2:114524376-114524428	Dph6	-	Intron
g4	chr2:114714739-114714812	Gm13975	+	Distal Intergenic
g4	chr2:114958880-114958903	Gm28492	+	Intron
g4	chr2:114966963-114966994	Gm28492	+	Intron
g4	chr2:115179976-115180003	Gm28494	-	Intron
g4	chr2:115336747-115336776	4930528P14Rik	-	Intron
g4	chr2:115465514-115465531	3110099E03Rik	-	Distal Intergenic
g4	chr2:116065862-116065891	Meis2	-	Promoter (<=1kb)
g4	chr2:116065967-116066020	Meis2	-	Promoter (<=1kb)
g4	chr2:116669522-116669548	Gm13991	-	Distal Intergenic
g4	chr2:117171073-117171126	Mir674	+	Intron
g4	chr2:117902390-117902417	4930412B13Rik	+	Intron
g4	chr2:118021319-118021340	Gm36979	+	Intron
g4	chr2:118021349-118021385	Gm36979	+	Intron
g4	chr2:118111797-118111848	Thbs1	+	Promoter (<=1kb)
g4	chr2:118141729-118141755	Fsip1	-	Promoter (<=1kb)
g4	chr2:118142024-118142057	Fsip1	-	Promoter (<=1kb)
g4	chr2:118165644-118165700	Fsip1	-	Intron
g4	chr2:118373466-118373485	Gpr176	-	Promoter (<=1kb)
g4	chr2:118510413-118510444	Gm13983	-	Distal Intergenic
g4	chr2:118584770-118584796	Gm14016	+	Distal Intergenic
g4	chr2:118677862-118677899	Pak6	+	Promoter (<=1kb)
g4	chr2:118702827-118702859	Ankrd63	-	Promoter (1-2kb)
g4	chr2:118703786-118703814	Ankrd63	-	Promoter (<=1kb)
g4	chr2:119005828-119005848	Uqcrh-ps2	+	Promoter (2-3kb)
g4	chr2:119237636-119237659	Spint1	+	Promoter (<=1kb)
g4	chr2:119324391-119324415	Gm14207	-	Promoter (1-2kb)
g4	chr2:119326866-119326888	Gm14207	-	Promoter (<=1kb)
g4	chr2:119742854-119742892	Itpka	+	Promoter (<=1kb)
g4	chr2:119742960-119742990	Itpka	+	Promoter (<=1kb)
g4	chr2:119744421-119744453	Itpka	+	Promoter (2-3kb)
g4	chr2:119744666-119744691	Itpka	+	Promoter (2-3kb)
g4	chr2:119799417-119799441	Tyro3	+	Promoter (<=1kb)
g4	chr2:119799469-119799494	Tyro3	+	Promoter (<=1kb)
g4	chr2:119799512-119799532	Tyro3	+	Promoter (<=1kb)
g4	chr2:119799886-119799919	Tyro3	+	Promoter (<=1kb)
g4	chr2:119800118-119800146	Tyro3	+	Promoter (<=1kb)
g4	chr2:120041230-120041251	Pla2g4b	+	Promoter (<=1kb)
g4	chr2:120068452-120068473	Sptbn5	-	Intron
g4	chr2:120068787-120068831	Sptbn5	-	Intron
g4	chr2:120076474-120076497	Sptbn5	-	Intron
g4	chr2:120154122-120154153	Ehd4	-	Promoter (<=1kb)
g4	chr2:121093532-121093554	Tgm5	-	Distal Intergenic
g4	chr2:121295287-121295310	Map1a	+	Promoter (<=1kb)
g4	chr2:121295433-121295453	Map1a	+	Promoter (<=1kb)
g4	chr2:121296347-121296372	Gm14978	-	Promoter (<=1kb)
g4	chr2:121306777-121306805	Gm14978	-	Exon
g4	chr2:121307022-121307066	Gm14978	-	Exon
g4	chr2:121358331-121358354	Ckmt1	+	Promoter (<=1kb)
g4	chr2:121806699-121806714	Frmd5	-	Promoter (<=1kb)
g4	chr2:121807042-121807067	Frmd5	-	Promoter (<=1kb)
g4	chr2:122296323-122296346	Duox2	-	Promoter (1-2kb)
g4	chr2:122301393-122301413	Duoxa2	+	Promoter (2-3kb)
g4	chr2:122313769-122313789	Duoxa1	-	Promoter (<=1kb)
g4	chr2:122319960-122319982	Duox1	+	Exon
g4	chr2:122479890-122479914	Slc28a2b	+	Distal Intergenic
g4	chr2:122928101-122928116	Sqor	+	Distal Intergenic
g4	chr2:123154073-123154101	Gm13988	+	Distal Intergenic
g4	chr2:123543138-123543185	Gm13988	+	Distal Intergenic
g4	chr2:123639260-123639291	Gm13988	+	Distal Intergenic
g4	chr2:123697403-123697453	Sema6d	+	Distal Intergenic
g4	chr2:123697580-123697608	Sema6d	+	Distal Intergenic
g4	chr2:124003690-124003735	Sema6d	+	Distal Intergenic
g4	chr2:124090432-124090455	Sema6d	+	Promoter (<=1kb)
g4	chr2:124090918-124090951	Sema6d	+	Promoter (<=1kb)
g4	chr2:124268941-124269007	4930583P06Rik	-	Intron
g4	chr2:124693700-124693724	Gm13994	+	Distal Intergenic
g4	chr2:124845485-124845533	Gm13994	+	Distal Intergenic
g4	chr2:124950718-124950745	Slc24a5	+	Distal Intergenic
g4	chr2:124961242-124961266	Slc24a5	+	Distal Intergenic
g4	chr2:124961285-124961312	Slc24a5	+	Distal Intergenic
g4	chr2:125506541-125506582	Fbn1	-	Promoter (<=1kb)
g4	chr2:125506712-125506735	Fbn1	-	Promoter (<=1kb)
g4	chr2:125648204-125648255	Cep152	-	Intron
g4	chr2:125723183-125723203	Shc4	-	Promoter (<=1kb)
g4	chr2:125723577-125723605	Shc4	-	Promoter (<=1kb)
g4	chr2:126407787-126407805	Atp8b4	-	Intron
g4	chr2:127482213-127482248	Kcnip3	-	Promoter (<=1kb)
g4	chr2:127541049-127541069	Prom2	-	Promoter (<=1kb)
g4	chr2:127655955-127655987	Mal	-	Promoter (<=1kb)
g4	chr2:127655997-127656016	Mal	-	Promoter (<=1kb)
g4	chr2:128698714-128698734	Mertk	+	Promoter (<=1kb)
g4	chr2:128698802-128698822	Mertk	+	Promoter (<=1kb)
g4	chr2:128910240-128910261	Gm22859	-	Distal Intergenic
g4	chr2:129592515-129592537	Sirpa	+	Promoter (<=1kb)
g4	chr2:129593148-129593182	Sirpa	+	Promoter (<=1kb)
g4	chr2:129670268-129670301	Pdyn	-	Distal Intergenic
g4	chr2:129886090-129886112	Gm28196	+	Distal Intergenic
g4	chr2:129947406-129947430	Gm28196	+	Promoter (1-2kb)
g4	chr2:130160638-130160666	Snrpb	-	Distal Intergenic
g4	chr2:130160711-130160737	Snrpb	-	Distal Intergenic
g4	chr2:130160855-130160881	Snrpb	-	Distal Intergenic
g4	chr2:130294959-130294988	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295143-130295187	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295209-130295241	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295318-130295348	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295587-130295609	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295617-130295635	Ebf4	+	Promoter (<=1kb)
g4	chr2:130295776-130295802	Ebf4	+	Promoter (<=1kb)
g4	chr2:130362064-130362091	Gm14044	-	Exon
g4	chr2:130397601-130397626	Cpxm1	-	Promoter (<=1kb)
g4	chr2:130397748-130397776	Cpxm1	-	Promoter (<=1kb)
g4	chr2:130406477-130406510	Tmem239	+	Promoter (<=1kb)
g4	chr2:130576337-130576362	Oxt	+	Promoter (<=1kb)
g4	chr2:130580573-130580596	Avp	-	Promoter (1-2kb)
g4	chr2:130582642-130582671	Avp	-	Promoter (<=1kb)
g4	chr2:130635668-130635687	Lzts3	-	Promoter (2-3kb)
g4	chr2:130636178-130636205	Lzts3	-	Promoter (1-2kb)
g4	chr2:130642320-130642338	Lzts3	-	Promoter (<=1kb)
g4	chr2:130697071-130697101	Slc4a11	-	Promoter (<=1kb)
g4	chr2:130793172-130793196	Gm14057	-	Intron
g4	chr2:131063376-131063397	Adam33	-	Promoter (<=1kb)
g4	chr2:131110848-131110875	Hspa12b	+	Distal Intergenic
g4	chr2:131127295-131127321	Hspa12b	+	Promoter (<=1kb)
g4	chr2:131147143-131147169	1700037H04Rik	-	Promoter (1-2kb)
g4	chr2:131171637-131171657	Spef1	-	Promoter (2-3kb)
g4	chr2:131448911-131448948	Gm14304	-	Distal Intergenic
g4	chr2:131562551-131562576	Adra1d	-	Promoter (<=1kb)
g4	chr2:131824738-131824753	Gm14282	-	Intron
g4	chr2:131969884-131969910	Prnd	+	Distal Intergenic
g4	chr2:132209928-132209961	Tmem230	-	Intron
g4	chr2:132385217-132385246	Prokr2	-	Promoter (<=1kb)
g4	chr2:132385442-132385502	Prokr2	-	Promoter (<=1kb)
g4	chr2:132429918-132429953	4921508D12Rik	+	Intron
g4	chr2:133552107-133552128	Bmp2	+	Promoter (<=1kb)
g4	chr2:133552989-133553008	Bmp2	+	Promoter (<=1kb)
g4	chr2:133554774-133554809	Bmp2	+	Promoter (2-3kb)
g4	chr2:134137514-134137531	Hao1	-	Distal Intergenic
g4	chr2:134168363-134168402	Hao1	-	Distal Intergenic
g4	chr2:134223690-134223720	Hao1	-	Distal Intergenic
g4	chr2:134786501-134786530	Plcb1	+	Promoter (<=1kb)
g4	chr2:134786664-134786704	Plcb1	+	Promoter (<=1kb)
g4	chr2:135180267-135180288	4930545L23Rik	-	Intron
g4	chr2:135180346-135180370	4930545L23Rik	-	Intron
g4	chr2:135545269-135545307	9630028H03Rik	-	Intron
g4	chr2:135545391-135545429	9630028H03Rik	-	Intron
g4	chr2:135563832-135563853	9630028H03Rik	-	Intron
g4	chr2:135703549-135703586	Gm14211	-	Intron
g4	chr2:136030819-136030884	Gm26227	-	Distal Intergenic
g4	chr2:136059207-136059233	Lamp5	+	Promoter (<=1kb)
g4	chr2:136286832-136286898	Pak7	-	Intron
g4	chr2:137114792-137114821	Jag1	-	Promoter (1-2kb)
g4	chr2:137267350-137267404	Gm14055	+	Distal Intergenic
g4	chr2:137819385-137819428	Gm14062	-	Intron
g4	chr2:138256512-138256531	Btbd3	+	Promoter (<=1kb)
g4	chr2:138257147-138257173	Btbd3	+	Promoter (<=1kb)
g4	chr2:139159918-139159940	Gm14069	-	Distal Intergenic
g4	chr2:139678288-139678322	Ism1	+	Promoter (<=1kb)
g4	chr2:139678530-139678563	Ism1	+	Promoter (<=1kb)
g4	chr2:140302497-140302535	Sel1l2	-	Intron
g4	chr2:140376462-140376530	Sel1l2	-	Intron
g4	chr2:140395161-140395189	Macrod2	+	Promoter (<=1kb)
g4	chr2:140395500-140395531	Macrod2	+	Promoter (<=1kb)
g4	chr2:140395741-140395783	Macrod2	+	Promoter (<=1kb)
g4	chr2:140560726-140560759	Flrt3	-	Intron
g4	chr2:140610982-140611031	Flrt3	-	Intron
g4	chr2:141453894-141453967	Macrod2	+	Intron
