Flipon	Coordinates	LINE/LTR (+-200bp)
g4	chr19:53506250-53506296	LTR@RLTR17B_Mm(+), LINE@L1_Mus1(-)
g4	chr19:54055209-54055239	LTR@RMER17C(-)
g4	chr19:54392344-54392367	LINE@Lx2(-), LINE@Lx2(-)
g4	chr19:57260284-57260300	LTR@ORR1A2(-)
g4	chr19:57321863-57321881	LTR@MTC(-), LTR@ORR1F(-)
g4	chr19:57417885-57417912	LTR@RMER17C(-), LTR@RMER17C(-)
g4	chr19:57721838-57721854	LINE@Lx2(-)
g4	chr19:58360029-58360095	LINE@L1Md_T(-)
g4	chr19:58883191-58883208	LINE@Lx2(+)
g4	chr19:59611148-59611185	LINE@L1Md_F2(-)
g4	chr19:59969650-59969675	LTR@RMER19B2(+), LINE@L1_Mus4(-)
g4	chr19:60033834-60033859	LINE@L1_Mus3(-)
g4	chr19:60616942-60617013	LTR@ORR1C2(-), LTR@ORR1C2(-)
g4	chr19:60666763-60666783	LINE@L1_Mus4(-)
g4	chr19:60914011-60914048	LTR@RMER17C(-)
g4	chr2:4005965-4006001	LINE@L1Md_F2(-)
g4	chr2:4007002-4007042	LINE@L1Md_F2(-), LINE@L1_Mus3(-)
g4	chr2:4836597-4836623	LTR@RMER17A2(-)
g4	chr2:4913627-4913648	LTR@ORR1B1(+), LTR@RMER17A2(+)
g4	chr2:5214355-5214400	LINE@L1Md_F3(+), LINE@Lx2(+)
g4	chr2:6254245-6254273	LTR@RMER17A2(-)
g4	chr2:6254526-6254560	LTR@RMER17A2(-)
g4	chr2:6525988-6526021	LTR@RMER17C(-), LTR@ORR1E(+)
g4	chr2:6728547-6728593	LINE@L1_Mus2(+)
g4	chr2:7244640-7244680	LINE@L1_Mus3(+)
g4	chr2:7943410-7943438	LINE@L1_Mus3(+)
g4	chr2:8016796-8016833	LINE@L1Md_F2(-), LINE@L1_Mus1(+)
g4	chr2:8036824-8036878	LINE@L1Md_T(+)
g4	chr2:8249238-8249266	LINE@L1_Mus1(+)
g4	chr2:8344297-8344345	LINE@L1_Mus1(+)
g4	chr2:8492361-8492380	LINE@L1_Mus1(-)
g4	chr2:8762604-8762627	LINE@Lx2(+)
g4	chr2:9986935-9987001	LINE@L1Md_F2(+), LINE@L1Md_T(+), LINE@L1Md_F2(+), LINE@L1Md_F2(+)
g4	chr2:10520574-10520608	LINE@L1Md_F2(-)
g4	chr2:10599631-10599678	LINE@L1_Mus3(+), LTR@RLTR17B_Mm(+)
g4	chr2:10904293-10904316	LINE@L1_Mus3(+), LTR@RMER12(+)
g4	chr2:11248818-11248859	LINE@L1_Mus1(-)
g4	chr2:11737770-11737787	LINE@Lx5(+), LTR@ORR1B1(+)
g4	chr2:12466262-12466316	LINE@L1_Mus1(+), LTR@RMER4B(+)
g4	chr2:12581183-12581212	LINE@L1_Mus3(+), LTR@MLTR11B(+)
g4	chr2:12735812-12735840	LINE@Lx(+)
g4	chr2:12882758-12882777	LINE@L1Md_F2(+)
g4	chr2:14140036-14140079	LTR@RMER17B(-)
g4	chr2:15158279-15158305	LTR@MTD(-), LINE@Lx2(-), LTR@MTD(-)
g4	chr2:15304595-15304662	LINE@L1Md_F2(-), LINE@L1Md_T(-)
g4	chr2:15371131-15371169	LINE@L1_Mus3(+)
g4	chr2:15406873-15406916	LINE@L1Md_F2(+)
g4	chr2:15642176-15642198	LINE@Lx(+), LTR@ORR1D2(-)
g4	chr2:16040024-16040041	LINE@Lx2(-)
g4	chr2:16174703-16174730	LINE@L1_Mus2(-)
g4	chr2:16481940-16481959	LINE@L1_Mus2(-)
g4	chr2:16516921-16516951	LTR@MTD(-), LINE@L1_Mus2(+)
g4	chr2:16911614-16911642	LINE@L1_Mus2(+), LTR@RLTR45-int(+)
g4	chr2:17052914-17052941	LINE@Lx2B(+), LINE@L1_Mus1(+), LINE@Lx2B2(+)
g4	chr2:17097489-17097512	LTR@MMVL30-int(-)
g4	chr2:17210982-17211012	LINE@Lx3_Mus(+)
g4	chr2:17254529-17254570	LTR@ORR1A2(+), LINE@L1Md_F2(-)
g4	chr2:17407508-17407548	LTR@RLTR31D_MM(-)
g4	chr2:17484454-17484477	LINE@Lx(+)
g4	chr2:17496321-17496343	LINE@Plat_L3(-), LINE@Lx3C(+)
g4	chr2:17605726-17605756	LINE@Lx2(+), LINE@Lx2(+), LTR@RMER16B2(+)
g4	chr2:17766434-17766460	LINE@Lx(+)
g4	chr2:17899890-17899916	LTR@RMER17B(-)
g4	chr2:17900370-17900403	LTR@RMER17B(-)
g4	chr2:17950371-17950398	LTR@MTD(+), LTR@MTD(+)
g4	chr2:17950463-17950546	LTR@MTD(+), LTR@MTD(+), LTR@MTD(+)
g4	chr2:18456378-18456396	LTR@ETnERV2-int(+), LTR@ETnERV2-int(+)
g4	chr2:19091652-19091681	LINE@L1_Mus3(-), LINE@L1_Mus3(+)
g4	chr2:19176273-19176296	LTR@RMER17C(-)
g4	chr2:19214307-19214351	LINE@L1Md_F2(+)
g4	chr2:19242006-19242047	LINE@L1_Mus1(-)
g4	chr2:19306291-19306313	LTR@MTEa(-), LTR@MTC(-)
g4	chr2:19318291-19318316	LTR@RMER17A2(+)
g4	chr2:19327139-19327162	LTR@MTB(-)
g4	chr2:19676041-19676071	LINE@L1_Mus3(+)
g4	chr2:19862844-19862869	LINE@L3b(+), LINE@L1_Mus3(-)
g4	chr2:19882434-19882473	LINE@L1_Mus1(+), LINE@L1MEc(+)
g4	chr2:20204146-20204194	LINE@L1_Mus1(+)
g4	chr2:20832379-20832400	LTR@MTB_Mm(+)
g4	chr2:20890573-20890633	LINE@L1_Mus1(+)
g4	chr2:21007403-21007453	LTR@MTE-int(-)
g4	chr2:21167557-21167576	LINE@L1_Mus3(+)
g4	chr2:21810160-21810190	LINE@L1Md_F2(+)
g4	chr2:21838817-21838849	LTR@RLTR13C2(-), LINE@Lx(+)
g4	chr2:21868520-21868567	LINE@L1_Mus1(-)
g4	chr2:22311305-22311342	LINE@L1_Mus2(-), LINE@L1Md_F2(-)
g4	chr2:22348681-22348716	LINE@Lx5c(+), LTR@RMER17C(+)
g4	chr2:22357854-22357903	LINE@L1Md_F2(-)
g4	chr2:22573962-22573988	LINE@L1_Mus2(+)
g4	chr2:22767105-22767131	LTR@RMER17B(+)
g4	chr2:22888732-22888786	LINE@L1_Mus1(-), LINE@L1_Mur3(-)
g4	chr2:23215215-23215239	LINE@L1_Rod(+), LINE@L1_Mus3(-)
g4	chr2:23404420-23404452	LTR@MLT2B3(-), LINE@L1_Mus3(-)
g4	chr2:23431385-23431421	LINE@L1MB4(-), LTR@RMER17A2(-)
g4	chr2:23602692-23602712	LINE@Lx2(-)
g4	chr2:23703244-23703292	LTR@IAPLTR2a(-), LINE@L1Md_A(-)
g4	chr2:23973763-23973794	LINE@Lx(+), LINE@Lx3B(-)
g4	chr2:24078944-24078972	LTR@RMER17A2(+), LINE@Lx(+)
g4	chr2:24173042-24173073	LINE@Lx(-)
g4	chr2:24212032-24212065	LINE@L1_Mus1(+)
g4	chr2:25439736-25439767	LTR@RMER13A(-)
g4	chr2:25508696-25508715	LTR@RMER17C(-)
g4	chr2:26673860-26673890	LINE@Lx2(-), LINE@L1_Mus2(-)
g4	chr2:26681075-26681100	LTR@RMER17A2(+)
g4	chr2:26744050-26744076	LINE@L1_Mus1(+), LTR@RMER17B(-)
g4	chr2:27496039-27496063	LTR@MURVY-int(+)
g4	chr2:27497672-27497701	LTR@MURVY-int(+)
g4	chr2:27499567-27499586	LTR@MURVY-int(+)
g4	chr2:28012152-28012178	LTR@MTEa(-)
g4	chr2:28291348-28291374	LTR@RMER17C2(-)
g4	chr2:28291405-28291432	LTR@RMER17C2(-)
g4	chr2:29194714-29194735	LINE@L1MD(+)
g4	chr2:29757770-29757802	LTR@RMER17A2(+), LTR@RLTR31B2(-)
g4	chr2:30722255-30722278	LTR@RMER21B(-)
g4	chr2:30795504-30795546	LTR@RLTR13C3(+)
g4	chr2:31361078-31361121	LTR@ORR1D1(-)
g4	chr2:31407652-31407679	LTR@ORR1B1(-)
g4	chr2:31462407-31462430	LINE@L2a(-)
g4	chr2:31462447-31462518	LINE@L2a(-)
g4	chr2:34918723-34918745	LTR@ORR1A4(-), LINE@L1M5(+)
g4	chr2:35084973-35084997	LINE@Lx2(+)
g4	chr2:35384033-35384060	LINE@L1VL2(-)
g4	chr2:36311337-36311387	LINE@L1_Mus3(-), LINE@L1Md_F2(-)
g4	chr2:36674292-36674358	LINE@L1Md_T(-)
g4	chr2:36822457-36822478	LTR@MMERVK9C_I-int(-)
g4	chr2:37266305-37266330	LINE@L1_Mus3(+)
g4	chr2:38036500-38036551	LINE@L1Md_F2(+)
g4	chr2:38172776-38172807	LINE@L1_Mus2(+)
g4	chr2:38703951-38703968	LTR@MTC(+)
g4	chr2:39235696-39235721	LINE@L1_Mus1(+), LTR@RLTR11A2(+), LTR@ORR1A1(+)
g4	chr2:39310611-39310640	LINE@L1_Mus1(+)
g4	chr2:39372246-39372287	LINE@L1_Mus1(-)
g4	chr2:39421129-39421154	LTR@RLTR45-int(-), LTR@MMERVK9E_I-int(+)
g4	chr2:39421237-39421262	LTR@MMERVK9E_I-int(+)
g4	chr2:39667900-39667938	LINE@L1Md_F(-), LINE@L1Md_F2(-)
g4	chr2:39849728-39849784	LINE@L1_Mus1(+), LINE@L1_Mus1(+)
g4	chr2:40262607-40262673	LINE@Lx2B(-), LINE@L1Md_A(-)
g4	chr2:40366928-40366947	LTR@IAP1-MM_LTR(-)
g4	chr2:40380300-40380319	LINE@Lx(+), LINE@Lx(+), LTR@MTE-int(-)
g4	chr2:40464634-40464654	LINE@L1Md_F2(+)
g4	chr2:40564761-40564786	LTR@RLTR1B(-), LINE@Lx5c(+)
g4	chr2:40971342-40971363	LINE@L1_Mus4(-)
g4	chr2:41149154-41149179	LINE@L1_Mus4(-)
g4	chr2:41183535-41183569	LINE@L1Md_F2(+)
g4	chr2:41700948-41701002	LINE@L1Md_F2(-)
g4	chr2:41701128-41701152	LINE@L1Md_F2(-)
g4	chr2:41826162-41826197	LINE@L1_Mus2(-)
g4	chr2:41963995-41964032	LINE@L1Md_F3(+)
g4	chr2:42181364-42181403	LINE@L1_Mus2(+)
g4	chr2:42358018-42358049	LINE@L1_Mus2(+)
g4	chr2:42390125-42390150	LTR@RLTR41A2(+), LTR@MTB(+), LTR@BGLII_B(+)
g4	chr2:42546775-42546838	LINE@L1Md_F2(-)
g4	chr2:42592689-42592714	LINE@L1_Mus1(-)
g4	chr2:42624459-42624488	LINE@L1_Mus3(-)
g4	chr2:42665250-42665301	LINE@Lx6(-), LINE@L1Md_F3(-)
g4	chr2:42772142-42772187	LINE@Lx7(-), LINE@Lx(-)
g4	chr2:42787311-42787361	LINE@L1Md_F2(-)
g4	chr2:42942064-42942112	LINE@L1_Mur2(-), LINE@L1_Mur2(-)
g4	chr2:43014137-43014203	LINE@L1Md_T(-)
g4	chr2:43342446-43342465	LINE@Lx3A(+)
g4	chr2:43498704-43498721	LINE@L1Md_F2(+)
g4	chr2:44546354-44546430	LINE@Lx(-), LINE@L1Md_F2(-)
g4	chr2:44586009-44586026	LINE@Lx(-)
g4	chr2:44586186-44586206	LINE@Lx(-)
g4	chr2:45144756-45144787	LTR@ORR1B2(+), LTR@ORR1B2(+)
g4	chr2:45441367-45441414	LINE@L1_Mus2(-)
g4	chr2:45445699-45445725	LINE@L1_Mus1(-)
g4	chr2:45445734-45445753	LINE@L1_Mus1(-)
g4	chr2:45690611-45690662	LINE@Lx2(+)
g4	chr2:45760754-45760779	LTR@RLTR27(+), LINE@Lx2(+)
g4	chr2:45862017-45862067	LINE@Lx2(+)
g4	chr2:46087856-46087890	LTR@RMER17A2(-)
g4	chr2:46225736-46225793	LINE@Lx3C(+), LINE@Lx(+)
g4	chr2:46405526-46405548	LINE@Lx(+), LINE@Lx6(+)
g4	chr2:46455637-46455669	LINE@L1_Mus2(-), LINE@L1_Mus2(+), LINE@L1_Mus1(+)
g4	chr2:46499675-46499725	LINE@L1Md_F2(+)
g4	chr2:46535397-46535431	LTR@ORR1D2-int(-), LINE@L1_Mus1(-)
g4	chr2:46597273-46597299	LINE@L1Md_F2(+)
g4	chr2:46972927-46972976	LINE@L1Md_F2(-)
g4	chr2:47388104-47388138	LTR@RMER17A2(-)
g4	chr2:47571657-47571707	LINE@L1_Mus3(-), LINE@L1Md_A(-)
g4	chr2:48176173-48176211	LINE@L1_Mus1(+), LINE@L1_Rod(+)
g4	chr2:48303906-48303956	LINE@L1Md_F2(-)
g4	chr2:48681392-48681413	LINE@Lx3B(-)
g4	chr2:48873691-48873739	LINE@L1_Mus2(-)
g4	chr2:49193622-49193650	LINE@Lx9(-), LINE@L1_Mus2(-)
g4	chr2:49999016-49999036	LINE@Lx2(-)
g4	chr2:50196259-50196290	LINE@Lx2B(+)
g4	chr2:51214493-51214524	LINE@Lx3_Mus(-), LINE@Lx3_Mus(-)
g4	chr2:51223806-51223836	LINE@Lx(-)
g4	chr2:51331900-51331916	LINE@L1Md_F2(-)
g4	chr2:51355897-51355929	LINE@L1_Mus2(-)
g4	chr2:51536041-51536068	LINE@L1_Mus2(-)
g4	chr2:51549946-51549995	LINE@L1Md_F3(+)
g4	chr2:53019790-53019828	LINE@L1_Mus2(-)
g4	chr2:53287132-53287159	LTR@RLTR31A_Mm(+), LINE@Lx2B(+)
g4	chr2:53287172-53287239	LTR@RLTR31A_Mm(+), LINE@Lx2B(+)
g4	chr2:53312178-53312228	LINE@L1Md_F2(-)
g4	chr2:53595760-53595787	LINE@L1_Mus3(+), LINE@L1_Mus2(-)
g4	chr2:53598451-53598484	LTR@RMER17A(-), LINE@L1_Mus1(+), LTR@RMER17A(-)
g4	chr2:53626959-53626990	LTR@MTA_Mm(-), LINE@Lx5c(+)
g4	chr2:54184921-54184949	LTR@RMER17C(+)
g4	chr2:54248079-54248098	LINE@L1Md_F2(+)
g4	chr2:54525439-54525465	LINE@L1_Mus4(-)
g4	chr2:54666745-54666768	LINE@L1Md_F2(-)
g4	chr2:54946421-54946457	LINE@L1Md_F2(-)
g4	chr2:55254788-55254837	LINE@L1_Mur2(-), LINE@L1Md_F2(-)
g4	chr2:55346858-55346882	LINE@L1_Mus1(+), LINE@L1Md_A(+)
g4	chr2:55402914-55402965	LINE@Lx3_Mus(-), LINE@L1Md_F2(-)
g4	chr2:55717991-55718014	LINE@L1_Mus3(-)
g4	chr2:56229491-56229511	LINE@Lx(+)
g4	chr2:56430185-56430225	LINE@L1Md_F3(-)
g4	chr2:56480006-56480032	LTR@ORR1B1-int(-), LINE@L1_Mus3(-), LINE@L1_Mus2(+), LTR@ORR1B1-int(-)
g4	chr2:56497085-56497124	LINE@L1_Mus2(-)
g4	chr2:56645631-56645669	LINE@L1_Mus1(+), LTR@ORR1C2(-)
g4	chr2:56675747-56675766	LINE@Lx(+)
g4	chr2:56773792-56773833	LINE@L1Md_F3(+), LTR@LTR33A(+)
g4	chr2:57027303-57027343	LINE@Lx(+)
g4	chr2:57403192-57403245	LTR@MTD(-), LINE@L1_Mus1(-), LTR@MTD(-)
g4	chr2:57424001-57424040	LINE@L1_Mus2(+), LINE@Lx2B(-)
g4	chr2:57456380-57456425	LINE@L1_Mus2(+)
g4	chr2:57551852-57551875	LINE@L1_Mus3(+)
g4	chr2:57619321-57619344	LINE@Lx2(+), LTR@MTA_Mm(+)
g4	chr2:57619363-57619387	LINE@Lx2(+), LTR@MTA_Mm(+)
g4	chr2:57640567-57640610	LINE@L1_Mus1(+), LINE@L1_Mus4(+), LINE@L1_Mus4(+)
g4	chr2:57924466-57924510	LINE@L1_Mus1(-), LINE@L1_Mus1(+), LINE@L1_Mus1(+)
g4	chr2:58431248-58431301	LINE@L1Md_F2(-)
g4	chr2:58630299-58630332	LINE@L1_Mus1(-)
g4	chr2:59518884-59518922	LINE@L1_Mus3(+), LTR@ORR1B1(-)
g4	chr2:60000620-60000658	LTR@RMER15(+), LINE@L1_Mus2(-)
g4	chr2:60531232-60531257	LTR@RMER17C(+)
g4	chr2:60597568-60597598	LINE@Lx(+), LINE@L1M2(+)
g4	chr2:60676803-60676843	LINE@L1_Mus2(+)
g4	chr2:60693745-60693777	LTR@RMER13B(-)
g4	chr2:60727794-60727824	LINE@L1Md_F2(+)
g4	chr2:61013615-61013639	LINE@L1_Mus4(-)
g4	chr2:61484766-61484789	LINE@L1_Mus4(-)
g4	chr2:61684261-61684309	LINE@L1_Mus1(+)
g4	chr2:61920049-61920091	LINE@L1Md_F2(+), LINE@Lx(+)
g4	chr2:62393586-62393614	LTR@RMER17C(+)
g4	chr2:62555433-62555471	LINE@L1_Mus4(-)
g4	chr2:63132993-63133017	LINE@Lx3A(+), LINE@Lx3A(+)
g4	chr2:63241991-63242035	LINE@Lx3_Mus(+), LINE@L1_Mus2(-)
g4	chr2:63594626-63594663	LINE@L1_Mus4(+), LINE@L1MB8(-)
g4	chr2:63895923-63895949	LTR@RMER17A2(+)
g4	chr2:63896206-63896232	LTR@RMER17A2(+), LINE@Lx5b(+)
g4	chr2:64135978-64135998	LINE@L1_Mus3(-), LINE@L1_Mus3(-), LINE@L1Md_T(+)
g4	chr2:64269366-64269393	LINE@Lx2(+), LINE@L1VL1(+), LINE@L1Md_F2(+)
g4	chr2:64431200-64431225	LINE@Lx7(-), LINE@L1_Mus1(-)
g4	chr2:64518820-64518855	LINE@L1_Mus3(+)
g4	chr2:64703209-64703257	LINE@L1Md_F3(+), LINE@L1MDa(-)
g4	chr2:65058016-65058050	LTR@ORR1A4-int(-), LTR@MT2B(-), LINE@L1Md_F2(-)
g4	chr2:65368880-65368905	LTR@RLTR1B(+)
g4	chr2:65608955-65609005	LTR@ORR1A2(+), LINE@L1Md_F3(+), LTR@ORR1A2(+)
g4	chr2:65646846-65646887	LINE@Lx8b(-), LINE@L1Md_F2(-)
g4	chr2:65798246-65798272	LTR@RMER6A(+), LINE@Lx(+)
g4	chr2:66040541-66040582	LINE@L1_Mus4(+)
g4	chr2:66119792-66119828	LINE@L1_Mus1(+)
g4	chr2:66189195-66189226	LINE@L1MC5a(-)
g4	chr2:66662705-66662732	LINE@L1_Mus4(-)
g4	chr2:66778731-66778796	LINE@L1_Mus2(+)
g4	chr2:67124275-67124303	LTR@MTD(+), LTR@RMER17D(-)
g4	chr2:67151191-67151239	LINE@L1_Mus2(+), LTR@IAPLTR4(-)
g4	chr2:67268431-67268451	LINE@Lx(-)
g4	chr2:67405928-67405978	LINE@L1Md_F2(+), LINE@L1_Mm(-)
g4	chr2:67788537-67788562	LINE@L1_Mus4(+)
g4	chr2:68025139-68025158	LINE@L1_Mus1(-)
g4	chr2:68174120-68174163	LINE@L1_Mus1(+)
g4	chr2:68230965-68231005	LINE@Lx2B2(+)
g4	chr2:68600169-68600200	LINE@L1_Mus2(+)
g4	chr2:68661063-68661094	LINE@L1_Mus2(+)
g4	chr2:68996216-68996251	LTR@RMER6A(+)
g4	chr2:69307649-69307671	LINE@Lx2(-), LINE@Lx2(+)
g4	chr2:71551011-71551075	LTR@RMER17C2(-)
g4	chr2:71551105-71551133	LTR@RMER17C2(-)
g4	chr2:71551214-71551244	LTR@RMER17C2(-)
g4	chr2:72049085-72049108	LINE@Lx6(+), LINE@L1_Mus3(-)
g4	chr2:73012780-73012807	LTR@RMER16-int(+), LTR@MuRRS4-int(+), LTR@MuRRS4-int(+)
g4	chr2:73012924-73012941	LTR@MuRRS4-int(+), LTR@MuRRS4-int(+)
g4	chr2:73920332-73920358	LINE@Lx9(-), LTR@RMER17D2(-)
g4	chr2:74007110-74007134	LTR@RMER17C(+), LTR@RMER17C(+)
g4	chr2:74125651-74125694	LTR@MTD(-), LINE@L1_Mus2(-)
g4	chr2:74155130-74155146	LINE@Lx2A1(-)
g4	chr2:75798390-75798424	LTR@RMER17A2(+)
g4	chr2:76083932-76083956	LTR@RMER17C(+)
g4	chr2:76904481-76904514	LINE@L1_Mus1(+), LINE@Lx9(+)
g4	chr2:77240477-77240507	LINE@L1_Mus2(-)
g4	chr2:77409706-77409732	LTR@MLT1H1(+)
g4	chr2:77409745-77409786	LTR@MLT1H1(+)
g4	chr2:77409841-77409866	LTR@MLT1H1(+)
g4	chr2:77409879-77409968	LTR@MLT1H1(+)
g4	chr2:78548448-78548495	LINE@L1_Mus2(-)
g4	chr2:78730959-78730978	LINE@Lx2(-)
g4	chr2:79070504-79070544	LINE@L1Md_F2(-)
g4	chr2:80049340-80049392	LINE@L1Md_F2(-)
g4	chr2:80093847-80093884	LINE@Lx7(+), LINE@L1_Mus3(-), LINE@L1_Mus3(+)
g4	chr2:80121564-80121616	LINE@L1Md_F2(+), LINE@L1_Mus1(-)
g4	chr2:80179265-80179337	LINE@L1Md_F2(-)
g4	chr2:80221049-80221073	LTR@ERVB4_1B-LTR_MM(+), LINE@L1Md_F2(-)
g4	chr2:80236095-80236164	LINE@Lx3A(+), LINE@L1Md_F2(-)
g4	chr2:80289148-80289185	LTR@RLTR10(-), LINE@L1_Mus1(-)
g4	chr2:80495287-80495317	LTR@RLTR1C(+)
g4	chr2:80972034-80972061	LTR@ORR1D1(-), LTR@ORR1D1(-)
g4	chr2:81026713-81026738	LINE@L1_Mur2(+), LINE@L1_Mus3(-)
g4	chr2:81146153-81146199	LINE@Lx2(-), LINE@Lx2(-)
g4	chr2:81218681-81218698	LINE@Lx(-)
g4	chr2:81218837-81218858	LINE@Lx(-)
g4	chr2:81312323-81312344	LINE@L1Md_T(-), LINE@Lx(-)
g4	chr2:81855579-81855612	LINE@L1_Mus1(-), LINE@L1_Mus1(+)
g4	chr2:81952070-81952105	LINE@Lx(+), LINE@L1Md_F2(+)
g4	chr2:81986263-81986289	LINE@Lx3_Mus(+), LINE@Lx3_Mus(+), LTR@RMER6C(-)
g4	chr2:82340040-82340077	LINE@L1Md_A(+)
g4	chr2:82552916-82552953	LINE@L1_Mur2(-), LINE@L1_Mus4(-)
g4	chr2:82555741-82555790	LINE@L1_Mus4(-)
g4	chr2:82630631-82630666	LINE@Lx5(-), LINE@L1_Mus2(-), LINE@Lx5(-)
g4	chr2:82641791-82641812	LINE@L1_Mus3(+), LINE@Lx2B(-)
g4	chr2:82780990-82781021	LINE@L1_Mus1(+)
g4	chr2:82831453-82831476	LINE@L1_Mus3(+)
g4	chr2:82969373-82969396	LINE@L1_Mus4(+), LINE@L1_Mus3(+), LINE@L1Md_F2(+)
g4	chr2:83039888-83039919	LINE@L1_Mus4(+)
g4	chr2:83257954-83257989	LTR@RMER17C(-)
g4	chr2:83822195-83822222	LINE@Lx2(+)
g4	chr2:84027631-84027656	LINE@Lx2(-)
g4	chr2:84164148-84164172	LINE@L1Md_F2(+), LINE@L1Md_T(+)
g4	chr2:84515535-84515557	LTR@ORR1A4-int(+), LTR@ORR1A4(+), LTR@ORR1A4-int(+), LTR@ORR1A4(+)
g4	chr2:85208170-85208194	LINE@L1_Mus3(+)
g4	chr2:85290714-85290760	LINE@L1_Mus1(+)
g4	chr2:85471505-85471535	LINE@L1Md_F2(-), LTR@IAPLTR4_I(+)
g4	chr2:85953910-85953938	LINE@L1Md_F3(-), LINE@L1Md_F3(+), LTR@RLTR9C(+)
g4	chr2:86117310-86117333	LINE@L1_Mus4(-)
g4	chr2:86741831-86741863	LINE@Lx3B(-), LINE@L1_Mus3(-), LINE@Lx3B(-)
g4	chr2:86821742-86821768	LINE@L1_Mur2(-), LINE@L1_Mus4(-)
g4	chr2:87004276-87004297	LINE@L1Md_F2(-)
g4	chr2:87540198-87540236	LINE@L1_Mur1(-), LINE@Lx3A(+)
g4	chr2:87837158-87837205	LINE@L1_Mus3(+)
g4	chr2:88701693-88701731	LINE@L1Md_F2(-)
g4	chr2:88888884-88888909	LINE@L1_Mus4(+)
g4	chr2:88904441-88904468	LINE@L1_Mus2(-)
g4	chr2:88942593-88942617	LINE@L1Md_F2(+), LINE@L1_Mur2(+)
g4	chr2:90077301-90077346	LINE@Lx(+), LTR@ORR1A3-int(-)
g4	chr2:90077364-90077399	LINE@Lx(+), LTR@ORR1A3-int(-)
g4	chr2:90103564-90103586	LINE@Lx2(+), LINE@L1_Rod(-)
g4	chr2:90106553-90106582	LINE@L1_Mus3(-)
g4	chr2:91126338-91126367	LTR@MTC(-)
g4	chr2:91407556-91407591	LINE@L1_Mus4(-)
g4	chr2:92561232-92561263	LTR@RMER17A2(+)
g4	chr2:92856755-92856786	LTR@RMER17C(-), LTR@RMER17C(-)
g4	chr2:92988261-92988295	LINE@L2b(+)
g4	chr2:92988415-92988434	LINE@L2b(+)
g4	chr2:93114452-93114490	LTR@MLT1A(-)
g4	chr2:93344936-93344959	LINE@Lx8(-), LINE@Lx(-)
g4	chr2:93345111-93345131	LINE@Lx(-), LINE@Lx8(-)
g4	chr2:94515365-94515415	LTR@RLTR31D_MM(+), LINE@L1Md_F2(-)
g4	chr2:94967404-94967442	LINE@Lx8(+), LINE@L1_Mus3(-)
g4	chr2:95405987-95406023	LINE@L1Md_F2(-), LINE@L1_Mus3(-)
g4	chr2:95433376-95433425	LINE@L1Md_F2(-)
g4	chr2:95435805-95435836	LINE@L1_Mus2(-)
g4	chr2:96042237-96042263	LINE@L1Md_F2(-)
g4	chr2:96754583-96754606	LINE@Lx(+)
g4	chr2:96912884-96912932	LINE@L1_Mus1(+)
g4	chr2:96973282-96973317	LINE@L1Md_Gf(-), LTR@MT2B1(-), LTR@RMER17B(-)
g4	chr2:97091774-97091824	LINE@Lx5c(+), LINE@L1Md_F2(-)
g4	chr2:97440776-97440814	LINE@L1Md_F2(-)
g4	chr2:97658637-97658687	LINE@L1Md_F3(-), LINE@L1Md_F3(-)
g4	chr2:97858812-97858866	LINE@L1_Mus1(+)
g4	chr2:97901530-97901551	LINE@L1Md_T(-)
g4	chr2:98970120-98970139	LINE@L1Md_F2(+), LINE@L1_Mur2(-)
g4	chr2:98991829-98991872	LINE@L1_Mus2(+)
g4	chr2:99004185-99004216	LINE@L1_Mus1(-)
g4	chr2:99152040-99152059	LINE@L1_Mus1(-)
g4	chr2:99285947-99285972	LINE@Lx3A(+), LINE@Lx8(-)
g4	chr2:99653485-99653516	LINE@L1_Mus2(+), LINE@Lx9(+), LINE@L1_Mus2(-)
g4	chr2:99663987-99664051	LTR@RMER6B(-), LINE@L1Md_F2(+)
g4	chr2:99763443-99763469	LINE@Lx3C(-), LTR@RMER17C(+), LTR@RMER17C(+)
g4	chr2:100003743-100003778	LINE@Lx(-)
g4	chr2:100239866-100239890	LINE@L1_Mus1(+)
g4	chr2:100909832-100909860	LTR@RMER17C(-)
g4	chr2:100923225-100923268	LTR@RMER17B(+), LTR@RMER17B(+)
g4	chr2:100991478-100991499	LTR@RMER17D2(+), LTR@RMER17D2(+)
g4	chr2:101106200-101106221	LINE@Lx2(-)
g4	chr2:101261289-101261339	LINE@L1_Mus1(-), LINE@L1_Mus1(+)
g4	chr2:101455220-101455247	LINE@Lx(-)
g4	chr2:101473211-101473255	LINE@L1_Mus3(-)
g4	chr2:101493629-101493668	LINE@L1_Mus2(+), LTR@MLT1B(+)
g4	chr2:101595594-101595612	LINE@L2a(+)
g4	chr2:105829253-105829291	LINE@L1Md_F2(+)
g4	chr2:105841185-105841229	LINE@L1Md_T(+), LTR@MTC(+)
g4	chr2:106031598-106031640	LINE@L1Md_F2(-), LINE@L1_Mus1(-)
g4	chr2:107144358-107144382	LINE@Lx2(+), LINE@Lx2(+), LINE@Lx2(+)
g4	chr2:107892083-107892101	LINE@L1Md_F2(+), LTR@RLTR12H(-)
g4	chr2:108002822-108002849	LTR@RLTR12A(+), LTR@RMER17B(-)
g4	chr2:108020868-108020916	LINE@L1_Mus2(-)
g4	chr2:108216485-108216530	LINE@Lx2(-)
