Flipon	Coordinates	Gene Name	Gene Strand	Gene Feature	miRNA (+)	miRNA (-)	miRNA (intersection)	cCRE (+-200bp)	LINE/LTR (+-200bp)	Feature Group
h-dna	chr1:157001875-157001904	Gm10531	+	Intron	miR-204/211 (2)				LINE@L1_Mus4(-)	LINE/LTR
h-dna	chr1:157690636-157690691	Gm38213	-	Distal Intergenic	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr1:157690712-157690730	Gm38213	-	Distal Intergenic	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr1:159058900-159058921	4930562F17Rik	+	Distal Intergenic		miR-483 (2), miR-532 (1)				
h-dna	chr1:159419820-159419849	Gm37757	+	Distal Intergenic		miR-185 (2)			LTR@ORR1C1(+)	LINE/LTR
h-dna	chr1:159899493-159899538	Gm38039	-	Intron	miR-185 (1)					
h-dna	chr1:161635421-161635440	Gm37638	+	Distal Intergenic	miR-185 (1)				LTR@MTE-int(-), LTR@MTC(+)	LINE/LTR
h-dna	chr1:161635448-161635469	Gm37638	+	Distal Intergenic	miR-185 (1)				LTR@MTC(+)	LINE/LTR
h-dna	chr1:162647610-162647677	Myoc	+	Intron		miR-185 (7)				
h-dna	chr1:163096003-163096030	Mroh9	-	Distal Intergenic	miR-1306 (1)					
h-dna	chr1:164994671-164994696	Gm26042	+	Distal Intergenic		miR-185 (1)		dELS@EM10E0457860		cCRE
h-dna	chr1:167803372-167803415	Lmx1a	+	Intron		miR-184 (1), miR-185 (1)		dELS@EM10E0458740, dELS@EM10E0458741		cCRE
h-dna	chr1:167803437-167803467	Lmx1a	+	Intron	miR-204/211 (1)			dELS@EM10E0458740, dELS@EM10E0458741, dELS@EM10E0458742		cCRE
h-dna	chr1:170570293-170570370	Nos1ap	-	Intron		miR-185 (1)			LTR@RMER17C(+), LTR@RMER17C(+)	LINE/LTR
h-dna	chr1:170983538-170983569	Gm10522	+	Promoter (1-2kb)		miR-184 (1)		pELS@EM10E0459516	LTR@ORR1B1(+)	cCRE & LINE/LTR
h-dna	chr1:170988124-170988189	Gm10522	+	Distal Intergenic	miR-185 (2)				LTR@BGLII_Mus(+)	LINE/LTR
h-dna	chr1:172412034-172412081	Gm37145	-	Distal Intergenic	miR-185 (2)				LTR@RMER17C(-)	LINE/LTR
h-dna	chr1:175539226-175539245	Gm36307	+	Distal Intergenic		miR-185 (2)			LTR@IAPLTR2b(-)	LINE/LTR
h-dna	chr1:175539274-175539325	Gm36307	+	Distal Intergenic		miR-185 (4)			LTR@IAPLTR2b(-)	LINE/LTR
h-dna	chr1:178798243-178798296	Kif26b	+	Promoter (<=1kb)		miR-185 (2)		PLS@EM10E0461345		cCRE
h-dna	chr1:181385496-181385517	2900069G24Rik	+	Intron	miR-185 (1)				LTR@ORR1F(-)	LINE/LTR
h-dna	chr1:181385622-181385641	2900069G24Rik	+	Intron	miR-185 (1)					
h-dna	chr1:181385657-181385736	2900069G24Rik	+	Intron	miR-185 (2)					
h-dna	chr1:181563770-181563825	Dnah14	+	Distal Intergenic		miR-185 (3)			LINE@L1MA4(-)	LINE/LTR
h-dna	chr1:181563922-181563986	Dnah14	+	Distal Intergenic		miR-185 (3)			LINE@L1MA4(-)	LINE/LTR
h-dna	chr1:181563990-181564019	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564029-181564054	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564090-181564119	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564145-181564170	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564237-181564254	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564254-181564279	Dnah14	+	Distal Intergenic		miR-185 (1)				
h-dna	chr1:181564307-181564370	Dnah14	+	Distal Intergenic		miR-185 (2)				
h-dna	chr1:183617444-183617471	Gm33973	+	Distal Intergenic		miR-324 (1)				
h-dna	chr1:183617579-183617606	Gm33973	+	Distal Intergenic		miR-324 (1)				
h-dna	chr1:187513055-187513084	Gm37896	+	Distal Intergenic	miR-185 (2)				LTR@MTEa(-), LTR@MTEa(-)	LINE/LTR
h-dna	chr1:187513138-187513205	Gm37896	+	Distal Intergenic	miR-185 (1)				LTR@MTEa(-), LTR@MTEa(-)	LINE/LTR
h-dna	chr1:187513271-187513288	Gm37896	+	Distal Intergenic	miR-7 (1)				LTR@MTEa(-)	LINE/LTR
h-dna	chr1:188219240-188219259	Gm38064	+	Distal Intergenic	miR-532 (1)				LTR@RMER17B(+)	LINE/LTR
h-dna	chr1:188385358-188385375	Ush2a	+	Intron		miR-7 (1)		dELS (CTCF-bound)@EM10E0464034	LTR@RMER4B(+)	cCRE & LINE/LTR & CTCF
h-dna	chr1:188577089-188577126	Ush2a	+	Intron		miR-185 (2)				
h-dna	chr1:188577164-188577213	Ush2a	+	Intron	miR-532 (1)	miR-185 (2)				
h-dna	chr1:190330923-190330952	Gm29678	+	Distal Intergenic	miR-185 (1)					
h-dna	chr1:190607322-190607420	Gm30932	+	Distal Intergenic	miR-185 (1)				LINE@L1MC5(+)	LINE/LTR
h-dna	chr1:191420007-191420046	Gm2272	+	Distal Intergenic		miR-185 (1)		dELS@EM10E0464787, dELS@EM10E0464788	LTR@RMER17C2(+)	cCRE & LINE/LTR
h-dna	chr1:192492742-192492769	Kcnh1	+	Intron	miR-185 (1)				LTR@MTEa(-), LTR@MLT2B4(-)	LINE/LTR
h-dna	chr1:193036327-193036348	Syt14	-	Promoter (<=1kb)		miR-185 (1)		pELS@EM10E0465326		cCRE
h-dna	chr2:3256173-3256191	Nmt2	+	Distal Intergenic		miR-532 (1)			LINE@Lx5(-), LINE@Lx5(+)	LINE/LTR
h-dna	chr2:4725068-4725094	Bend7	+	Intron	let-7/miR-98 (1), miR-185 (1)				LTR@RMER17B2(-)	LINE/LTR
h-dna	chr2:4836606-4836630	Gm13176	-	Promoter (1-2kb)	miR-185 (2)				LTR@RMER17A2(-)	LINE/LTR
h-dna	chr2:5018000-5018020	Mcm10	-	Distal Intergenic	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr2:5188359-5188398	Gm13198	+	Intron	miR-185 (1)				LTR@ORR1C1(-), LINE@L1MA4(+)	LINE/LTR
h-dna	chr2:6236183-6236215	Gm13383	-	Intron		miR-185 (1)			LTR@RMER17C2(+), LTR@RMER17C2(+)	LINE/LTR
h-dna	chr2:6525982-6526012	Gm38386	+	Distal Intergenic	miR-185 (1)				LTR@RMER17C(-), LTR@ORR1E(+)	LINE/LTR
h-dna	chr2:6943057-6943116	Gm37340	+	Promoter (2-3kb)	miR-185 (2)					
h-dna	chr2:10230058-10230153	Itih5	+	Intron		miR-7 (1)			LTR@MTE2b(-)	LINE/LTR
h-dna	chr2:10656482-10656501	Mir669h	+	Distal Intergenic		miR-185 (1)				
h-dna	chr2:10904390-10904419	Gm13265	-	Distal Intergenic	miR-186 (1)				LINE@L1_Mus3(+), LTR@RMER12(+)	LINE/LTR
h-dna	chr2:13406265-13406286	Cubn	-	Intron	miR-185 (1)				LTR@MTD(+)	LINE/LTR
h-dna	chr2:13406292-13406368	Cubn	-	Intron	miR-184 (3)				LTR@MTD(+)	LINE/LTR
h-dna	chr2:14194472-14194558	Gm13320	-	Intron		miR-151a (1)			LINE@L1ME3A(-), LINE@L1ME3A(-)	LINE/LTR
h-dna	chr2:15006995-15007018	Cacnb2	+	Intron		miR-1306 (1)			LINE@Lx3C(+)	LINE/LTR
h-dna	chr2:16231931-16231955	Plxdc2	+	Intron	miR-185 (2)				LTR@RMER17D2(-), LINE@L1VL1(+)	LINE/LTR
h-dna	chr2:16293760-16293798	Plxdc2	+	Distal Intergenic		miR-185 (1)			LINE@L1_Mus4(-)	LINE/LTR
h-dna	chr2:17755223-17755253	Nebl	-	Distal Intergenic		miR-185 (2)			LTR@RMER17A(+)	LINE/LTR
h-dna	chr2:17900691-17900733	H2al2a	-	Distal Intergenic		miR-185 (3)			LTR@RMER17B(-), LINE@L1MA8(-)	LINE/LTR
h-dna	chr2:18574744-18574821	Gm13353	+	Distal Intergenic	miR-185 (6)				LTR@MTD(-)	LINE/LTR
h-dna	chr2:18574828-18574864	Gm13353	+	Distal Intergenic		miR-204/211 (1)			LTR@MTD(-)	LINE/LTR
h-dna	chr2:18639914-18639940	Gm13355	-	Promoter (2-3kb)	miR-185 (1)				LINE@L1_Mus2(+)	LINE/LTR
h-dna	chr2:18689992-18690018	Spag6	+	Distal Intergenic	miR-532 (1)			dELS (CTCF-bound)@EM10E0687074, dELS@EM10E0687075		cCRE & CTCF
h-dna	chr2:19257015-19257036	Armc3	+	Intron		miR-185 (1)			LTR@RMER17C(+), LTR@RMER17C(+)	LINE/LTR
h-dna	chr2:19315435-19315486	4930447M23Rik	+	Distal Intergenic		miR-185 (2)			LTR@RMER17A2(+)	LINE/LTR
h-dna	chr2:21007407-21007472	Gm13375	+	Distal Intergenic	miR-339 (3)	miR-185 (1)			LTR@MTE-int(-)	LINE/LTR
h-dna	chr2:21007524-21007547	Gm13375	+	Distal Intergenic		miR-185 (1)			LTR@MTE-int(-), LTR@MTE-int(-)	LINE/LTR
h-dna	chr2:21007639-21007668	Gm13375	+	Distal Intergenic		miR-185 (1)			LTR@MTE-int(-)	LINE/LTR
h-dna	chr2:21007701-21007738	Gm13375	+	Distal Intergenic	miR-339 (1)	miR-185 (2)			LTR@MTE-int(-)	LINE/LTR
h-dna	chr2:21877283-21877308	Gm24886	-	Distal Intergenic		miR-185 (2)			LTR@RLTR13D5(-), LTR@RMER17B2(+)	LINE/LTR
h-dna	chr2:23431609-23431633	Gm38309	+	Distal Intergenic	miR-185 (2)				LTR@RMER17A2(-)	LINE/LTR
h-dna	chr2:24505844-24505875	Gm13418	+	Distal Intergenic		miR-185 (1)			LTR@MLTR11B(+), LTR@MLTR11B(+)	LINE/LTR
h-dna	chr2:25508713-25508758	Fbxw5	+	Distal Intergenic	miR-185 (1)				LTR@RMER17C(-)	LINE/LTR
h-dna	chr2:26734961-26735030	Gm13359	-	Distal Intergenic	miR-185 (2)					
h-dna	chr2:31495547-31495610	Ass1	+	Promoter (2-3kb)		miR-185 (1)		dELS@EM10E0691182		cCRE
h-dna	chr2:31495625-31495690	Ass1	+	Promoter (2-3kb)		miR-185 (7)		dELS@EM10E0691182	LTR@RLTR13D2(-)	cCRE & LINE/LTR
h-dna	chr2:32741372-32741403	Sh2d3c	+	Promoter (<=1kb)		miR-151a (1)		pELS@EM10E0691951		cCRE
h-dna	chr2:33597708-33597745	Gm38011	+	Intron	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr2:33597774-33597821	Gm38011	+	Intron	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr2:35358075-35358105	4930568D16Rik	-	Intron	miR-143 (1), miR-185 (1)				LTR@RMER3D-int(+), LTR@RLTR16(+)	LINE/LTR
h-dna	chr2:35691651-35691681	Dab2ip	+	Promoter (<=1kb)	miR-423 (1), miR-744 (1)			pELS (CTCF-bound)@EM10E0693361, pELS@EM10E0693362		cCRE & CTCF
h-dna	chr2:35920373-35920410	Ttll11	-	Intron		miR-185 (1)			LTR@ORR1F(+), LTR@ORR1F(+), LTR@MTC(-)	LINE/LTR
h-dna	chr2:37041550-37041581	Gm13439	+	Distal Intergenic	miR-185 (2)				LTR@MT2C_Mm(-)	LINE/LTR
h-dna	chr2:38351171-38351220	Lhx2	+	Promoter (<=1kb)	miR-1306 (1)			pELS@EM10E0693869, pELS@EM10E0693870		cCRE
h-dna	chr2:38368769-38368792	Gm13584	-	Intron	miR-204/211 (1)			dELS (CTCF-bound)@EM10E0693898		cCRE & CTCF
h-dna	chr2:42277315-42277333	Gm13463	+	Intron	miR-185 (1)				LTR@RMER17D2(-)	LINE/LTR
h-dna	chr2:42354689-42354740	Mir6336	-	Intron	miR-185 (5)				LTR@RLTR18(+)	LINE/LTR
h-dna	chr2:42546711-42546730	Mir6336	-	Intron	miR-204/211 (1)				LINE@L1Md_F2(-)	LINE/LTR
h-dna	chr2:43239070-43239096	Gm13464	-	Distal Intergenic	miR-1306 (1)	miR-491 (1)			LINE@L1_Mur1(+), LINE@Lx3_Mus(-)	LINE/LTR
h-dna	chr2:43765239-43765292	Arhgap15	+	Intron	miR-185 (2)	miR-339 (2)				
h-dna	chr2:43765343-43765387	Arhgap15	+	Intron	miR-185 (1)					
h-dna	chr2:47487428-47487465	Gm25959	+	Distal Intergenic	miR-1306 (1)				LTR@RMER10A(+), LTR@RMER10B(+)	LINE/LTR
h-dna	chr2:49307432-49307453	Ap2m1-ps	+	Promoter (<=1kb)		miR-1306 (1)			LINE@Lx8b(+)	LINE/LTR
h-dna	chr2:49682715-49682814	Gm13525	+	Promoter (2-3kb)	miR-151a (2)					
h-dna	chr2:51449658-51449689	1700057H21Rik	-	Distal Intergenic	miR-185 (3)				LTR@MER70A(-)	LINE/LTR
h-dna	chr2:51553720-51553748	Gm13494	+	Distal Intergenic		miR-873 (1)				
h-dna	chr2:51781232-51781309	Gm13492	-	Distal Intergenic	miR-185 (1)				LTR@RMER15(-), LTR@RMER15(-)	LINE/LTR
h-dna	chr2:54603268-54603293	Gm24549	-	Intron	miR-185 (1)	miR-204/211 (1)			LTR@RMER17B(-)	LINE/LTR
h-dna	chr2:54875261-54875277	Gm25489	+	Intron	miR-185 (1)				LTR@RMER17A(-)	LINE/LTR
h-dna	chr2:57798699-57798720	Gm25388	-	Distal Intergenic	miR-185 (1)				LINE@L2(-)	LINE/LTR
h-dna	chr2:60405754-60405777	Gm13580	+	Distal Intergenic		miR-185 (1)		dELS@EM10E0696716		cCRE
h-dna	chr2:60962920-60962984	Rbms1	-	Promoter (<=1kb)	miR-1306 (1)			pELS (CTCF-bound)@EM10E0696913, PLS@EM10E0696914		cCRE & CTCF
h-dna	chr2:62221424-62221472	Slc4a10	+	Intron		miR-151a (3)				
h-dna	chr2:62393534-62393565	Dpp4	-	Intron		miR-185 (2)			LTR@MLT-int(+), LTR@RMER17C(+)	LINE/LTR
h-dna	chr2:63702795-63702815	Gm23503	-	Distal Intergenic	miR-204/211 (2)			dELS (CTCF-bound)@EM10E0697266, dELS@EM10E0697267		cCRE & CTCF
h-dna	chr2:65288530-65288550	Gm13593	-	Distal Intergenic		miR-485 (1)			LINE@Lx3A(-)	LINE/LTR
h-dna	chr2:65583558-65583593	Scn3a	-	Distal Intergenic		miR-185 (2)			LTR@IAPEY2_LTR(-), LINE@Lx9(-)	LINE/LTR
h-dna	chr2:66314788-66314856	Scn1a	-	Intron	miR-1306 (1)				LTR@MTEa(-), LTR@MTEa(-)	LINE/LTR
h-dna	chr2:66546694-66546722	Scn9a	-	Intron	miR-185 (1)				LINE@Lx(+)	LINE/LTR
h-dna	chr2:66662708-66662733	Scn9a	-	Distal Intergenic	miR-204/211 (1)				LINE@L1_Mus4(-)	LINE/LTR
h-dna	chr2:66886028-66886047	Gm13600	+	Distal Intergenic		miR-185 (1)			LTR@MTB(-), LTR@RLTR33(-)	LINE/LTR
h-dna	chr2:68151113-68151136	B3galt1	+	Distal Intergenic		miR-185 (1)			LTR@MLT1D(-)	LINE/LTR
h-dna	chr2:68151180-68151203	B3galt1	+	Distal Intergenic		miR-185 (1)			LTR@MLT1D(-)	LINE/LTR
h-dna	chr2:68798918-68798937	Gm13612	+	Distal Intergenic		miR-185 (1)			LTR@RLTR17(-)	LINE/LTR
h-dna	chr2:68870591-68870679	Cers6	+	Intron		miR-185 (5)				
h-dna	chr2:68870686-68870729	Cers6	+	Intron		miR-185 (3)				
h-dna	chr2:69210503-69210528	G6pc2	+	Promoter (<=1kb)		miR-185 (1)			LTR@RMER17A(+)	LINE/LTR
h-dna	chr2:70111574-70111644	Myo3b	+	Intron		miR-1306 (1)				
h-dna	chr2:70221868-70221962	Myo3b	+	Intron		miR-339 (3)		dELS@EM10E0698207		cCRE
h-dna	chr2:73920674-73920701	Atp5g3	-	Distal Intergenic	miR-185 (1)				LTR@RMER17D2(-)	LINE/LTR
h-dna	chr2:73920733-73920767	Atp5g3	-	Distal Intergenic		miR-483 (2)			LTR@RMER17D2(-)	LINE/LTR
h-dna	chr2:74698539-74698568	Hoxd9	+	Promoter (<=1kb)	miR-1306 (2)			pELS@EM10E0699820		cCRE
h-dna	chr2:74711643-74711696	Hoxd3	+	Promoter (<=1kb)	miR-185 (1)			PLS@EM10E0699848		cCRE
h-dna	chr2:75798172-75798194	Gm13669	+	Distal Intergenic		miR-185 (1)			LTR@RMER17A2(+)	LINE/LTR
h-dna	chr2:79009303-79009328	Gm14466	-	Intron	miR-185 (1)					
h-dna	chr2:79009351-79009386	Gm14466	-	Intron	miR-185 (2)					
h-dna	chr2:79009429-79009466	Gm14466	-	Intron		miR-532 (1)				
h-dna	chr2:79009482-79009523	Gm14466	-	Intron		miR-532 (1)				
h-dna	chr2:79009537-79009572	Gm14466	-	Intron	miR-185 (1)					
h-dna	chr2:79009612-79009695	Gm14466	-	Intron	miR-185 (1)	miR-532 (2)		dELS@EM10E0700855		cCRE
h-dna	chr2:80072536-80072584	Pde1a	-	Intron		miR-185 (2)			LTR@MTC(+), LINE@L1_Mus3(+)	LINE/LTR
h-dna	chr2:80452519-80452564	Frzb	-	Distal Intergenic	miR-185 (3)				LTR@RLTR11C_MM(+), LTR@RLTR11C_MM(+)	LINE/LTR
h-dna	chr2:80971996-80972026	Gm23452	-	Distal Intergenic	miR-185 (1)				LTR@ORR1D1(-), LTR@ORR1D1(-)	LINE/LTR
h-dna	chr2:80972060-80972093	Gm23452	-	Distal Intergenic	miR-185 (1)				LTR@ORR1D1(-), LTR@ORR1D1(-)	LINE/LTR
h-dna	chr2:82663232-82663285	Gm13678	+	Distal Intergenic	miR-185 (1)					
h-dna	chr2:83923464-83923507	Zswim2	-	Promoter (<=1kb)	miR-185 (1)					
h-dna	chr2:86972698-86972717	Olfr1100	-	Distal Intergenic		miR-149 (1)			LINE@L1_Mus2(+), LINE@Lx3_Mus(+)	LINE/LTR
h-dna	chr2:87168605-87168623	Nlk-ps1	-	Promoter (1-2kb)	miR-485 (1)					
h-dna	chr2:88602643-88602663	Gm47581	+	Promoter (2-3kb)		miR-204/211 (1)			LTR@RMER17A(-), LTR@RMER17A(-)	LINE/LTR
h-dna	chr2:89508379-89508447	Olfr1242	-	Distal Intergenic		miR-204/211 (1)			LINE@L1_Mus2(-), LINE@L1Md_F2(-)	LINE/LTR
h-dna	chr2:95406150-95406174	Gm13794	+	Distal Intergenic		miR-185 (1)			LINE@L1Md_F2(-), LINE@L1_Mus3(-)	LINE/LTR
h-dna	chr2:96483085-96483125	Lrrc4c	+	Intron		miR-1306 (1)				
h-dna	chr2:97466622-97466642	Lrrc4c	+	Promoter (1-2kb)	miR-185 (1)			pELS (CTCF-bound)@EM10E0703598, pELS (CTCF-bound)@EM10E0703599		cCRE & CTCF
h-dna	chr2:97604016-97604061	Gm44320	-	Intron		miR-185 (2)				
h-dna	chr2:99763532-99763617	Gm13809	+	Distal Intergenic	miR-339 (1)	miR-185 (1)		DNase-H3K4me3@EM10E0703617	LTR@RMER17C(+), LTR@RMER17C(+)	cCRE & LINE/LTR
h-dna	chr2:100991460-100991487	Gm13810	-	Distal Intergenic	miR-204/211 (1)				LTR@RMER17D2(+), LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:100991488-100991573	Gm13810	-	Distal Intergenic		miR-185 (2)			LTR@RMER17D2(+), LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:101850129-101850156	Prr5l	-	Intron		miR-185 (1)			LTR@MTD(-), LTR@RMER12(+), LTR@RMER12(+)	LINE/LTR
h-dna	chr2:101880144-101880191	Prr5l	-	Promoter (2-3kb)		miR-185 (2)				
h-dna	chr2:101880335-101880403	Prr5l	-	Promoter (2-3kb)		miR-185 (5)				
h-dna	chr2:104202238-104202289	Gm22501	-	Intron	miR-185 (2)					
h-dna	chr2:104202302-104202329	Gm22501	-	Intron	miR-185 (1)					
h-dna	chr2:104202376-104202409	Gm22501	-	Intron	miR-185 (2)					
h-dna	chr2:104202446-104202479	Gm22501	-	Intron	miR-185 (1)					
h-dna	chr2:106031475-106031499	Dcdc5	+	Intron		miR-876 (1)			LINE@L1Md_F2(-), LINE@L1_Mus1(-)	LINE/LTR
h-dna	chr2:106037004-106037065	Dcdc5	+	Promoter (1-2kb)	miR-185 (3)				LTR@MT2B1(+)	LINE/LTR
h-dna	chr2:106037070-106037098	Dcdc5	+	Promoter (1-2kb)	miR-185 (1)				LTR@MT2B1(+)	LINE/LTR
h-dna	chr2:107470973-107471002	Gm9864	-	Distal Intergenic	miR-185 (1)					
h-dna	chr2:108859039-108859056	Rpl35a-ps4	-	Distal Intergenic	miR-185 (1)				LINE@Lx3_Mus(+), LINE@Lx3_Mus(+)	LINE/LTR
h-dna	chr2:111362100-111362126	Olfr1283	+	Distal Intergenic	miR-205 (1)				LTR@LTRIS2(-)	LINE/LTR
h-dna	chr2:114559338-114559371	Dph6	-	Intron		miR-185 (1)			LTR@MTD(-), LINE@L1_Mus3(-)	LINE/LTR
h-dna	chr2:117274348-117274381	Fam98b	+	Distal Intergenic		miR-149 (1)			LTR@RMER6C(+), LTR@RMER17A2(-), LINE@L1Md_F2(-)	LINE/LTR
h-dna	chr2:121092546-121092595	Tgm5	-	Distal Intergenic	miR-185 (1)					
h-dna	chr2:122406858-122406883	Slc28a2	+	Distal Intergenic		miR-151a (1)				
h-dna	chr2:122406969-122407030	Slc28a2	+	Distal Intergenic		miR-151a (1)			LTR@MTB(+)	LINE/LTR
h-dna	chr2:123826915-123826961	Sema6d	+	Distal Intergenic	miR-483 (1)				LINE@L1_Mus4(-), LINE@L1_Mus4(-)	LINE/LTR
h-dna	chr2:126379439-126379488	Gm24739	-	Intron		miR-1306 (1)			LTR@MTB_Mm(+)	LINE/LTR
h-dna	chr2:126379503-126379528	Gm24739	-	Intron		miR-1306 (1)			LTR@MTB_Mm(+)	LINE/LTR
h-dna	chr2:130160254-130160275	Snrpb	-	Distal Intergenic	miR-483 (2)				LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:130160292-130160324	Snrpb	-	Distal Intergenic		miR-185 (1)			LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:130160340-130160358	Snrpb	-	Distal Intergenic		miR-185 (1)			LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:130160457-130160484	Snrpb	-	Distal Intergenic		miR-185 (1)			LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:131439577-131439674	Gm14304	-	Distal Intergenic		miR-185 (1)			LINE@L1Md_T(+), LTR@MT2C_Mm(+), LTR@MT2C_Mm(+), LTR@MTC(+), LTR@MTC-int(+)	LINE/LTR
h-dna	chr2:131755652-131755673	Gm14280	-	Distal Intergenic		miR-204/211 (1)			LTR@ORR1E(-), LTR@BGLII(+)	LINE/LTR
h-dna	chr2:132651061-132651084	AU019990	+	Intron	miR-185 (1)				LINE@Lx5c(+), LINE@Lx5c(+)	LINE/LTR
h-dna	chr2:135969682-135969739	Plcb4	+	Intron		miR-873 (1)				
h-dna	chr2:136412702-136412751	Gm14054	-	Distal Intergenic	miR-185 (1)				LTR@RMER17B(-)	LINE/LTR
h-dna	chr2:136749578-136749602	Gm14053	-	Intron	miR-185 (2)				LTR@RMER17D2(-)	LINE/LTR
h-dna	chr2:136861267-136861356	AL731706.2	-	Distal Intergenic		miR-185 (3)			LTR@RMER17C(+), LTR@RMER17C(+), LTR@RMER17C(+)	LINE/LTR
h-dna	chr2:137819630-137819652	Gm14062	-	Intron	miR-483 (2), miR-532 (1)	miR-185 (1)			LTR@RMER17B(+)	LINE/LTR
h-dna	chr2:138121547-138121602	Btbd3	+	Distal Intergenic	miR-185 (1)					
h-dna	chr2:140981472-140981496	Calr-ps	-	Intron	miR-185 (2)				LTR@RMER17A2(-)	LINE/LTR
h-dna	chr2:142655699-142655723	Kif16b	-	Intron		miR-185 (2)			LTR@RMER17D2(+), LTR@RMER17D2(+), LTR@RMER17D2(+)	LINE/LTR
h-dna	chr2:143086743-143086784	Otor	+	Distal Intergenic	miR-185 (1)					
h-dna	chr2:143390053-143390094	Gm11644	+	Distal Intergenic		miR-204/211 (1)				
h-dna	chr2:143390139-143390158	Gm11644	+	Distal Intergenic	miR-185 (1)					
h-dna	chr2:143390214-143390281	Gm11644	+	Distal Intergenic	miR-185 (2)					
h-dna	chr2:144857391-144857482	Scp2d1	+	Distal Intergenic		miR-151a (1)			LTR@ORR1F(-), LTR@RMER21A(-)	LINE/LTR
h-dna	chr2:145602238-145602290	Slc24a3	+	Intron		miR-185 (1)				
h-dna	chr2:146945041-146945061	Kiz	+	Intron		miR-328 (1), miR-331 (1)			LTR@RMER17B(-)	LINE/LTR
h-dna	chr2:147798399-147798484	Gm25516	-	Distal Intergenic	miR-185 (1)				LTR@BGLII(+), LTR@BGLII(+)	LINE/LTR
h-dna	chr2:147798501-147798518	Gm25516	-	Distal Intergenic		miR-204/211 (1)			LTR@BGLII(+), LTR@BGLII(+)	LINE/LTR
h-dna	chr2:147798530-147798567	Gm25516	-	Distal Intergenic	miR-185 (1)	miR-204/211 (1)			LTR@BGLII(+), LTR@BGLII(+)	LINE/LTR
h-dna	chr2:149062426-149062449	Gm10750	-	Distal Intergenic	miR-1251 (1), miR-205 (1)	miR-28/708 (1)			LINE@L1_Mus2(-)	LINE/LTR
h-dna	chr2:151086528-151086590	Gm14151	-	Promoter (1-2kb)		miR-185 (5)				
h-dna	chr2:151086593-151086678	Gm14151	-	Promoter (1-2kb)		miR-185 (4)				
h-dna	chr2:151086679-151086702	Gm14151	-	Promoter (1-2kb)		miR-185 (2)				
h-dna	chr2:152171002-152171085	Rps15a-ps7	-	Distal Intergenic	miR-185 (1)				LTR@RLTR31D_MM(+)	LINE/LTR
h-dna	chr2:152612168-152612186	Gm14163	+	Promoter (2-3kb)		miR-423 (1)				
h-dna	chr2:152612189-152612209	Gm14163	+	Intron		miR-423 (1)				
h-dna	chr2:153444729-153444746	Nol4l	-	Promoter (<=1kb)	miR-185 (1)			PLS@EM10E0714513, pELS (CTCF-bound)@EM10E0714514		cCRE & CTCF
h-dna	chr2:156484750-156484775	Epb41l1	+	Intron	miR-28/708 (1)					
h-dna	chr2:157240047-157240142	Mroh8	-	Intron		miR-185 (4)				
h-dna	chr2:159529030-159529121	Gm14219	-	Distal Intergenic	miR-483 (1)				LINE@Lx5(+)	LINE/LTR
h-dna	chr2:162661672-162661701	9430021M05Rik	+	Promoter (<=1kb)	miR-204/211 (1)	miR-185 (1)		pELS (CTCF-bound)@EM10E0717182		cCRE & CTCF
h-dna	chr2:162747962-162747980	Gm22936	+	Distal Intergenic		miR-185 (2)			LINE@Lx8b(-)	LINE/LTR
h-dna	chr2:164684816-164684869	Wfdc13	+	Promoter (<=1kb)	miR-185 (2)					
h-dna	chr2:164684897-164684925	Wfdc13	+	Promoter (<=1kb)	miR-185 (1)					
h-dna	chr2:165525116-165525137	Slc2a10	+	Distal Intergenic	miR-204/211 (1)					
h-dna	chr2:166374248-166374268	Gm14268	-	Distal Intergenic		miR-185 (1)			LTR@RMER17A2(+)	LINE/LTR
h-dna	chr2:166467768-166467805	5031425F14Rik	+	Distal Intergenic	let-7/miR-98 (1)				LTR@MT2B1(-), LTR@MT2B1(-)	LINE/LTR
h-dna	chr2:167189516-167189561	1110018N20Rik	+	Promoter (<=1kb)		miR-423 (1)		PLS@EM10E0719458		cCRE
h-dna	chr2:168409425-168409444	Gm14234	-	Distal Intergenic	miR-185 (1)				LTR@RLTR10A(+)	LINE/LTR
