Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000095762.1	Gm16378	processed_pseudogene	1.0	1.0			GH
ENSMUSG00000112004.1	Gm8785	processed_pseudogene			1.0		S
ENSMUSG00000075586.4	Gm11529	processed_transcript				2.0	Z
ENSMUSG00000075555.12	Gm10863	processed_transcript				1.0	Z
ENSMUSG00000051729.12	Gm5087	processed_transcript	1.0			1.0	GZ
ENSMUSG00000059027.14	9630013D21Rik	processed_transcript	1.0			2.0	GZ
ENSMUSG00000075389.3	2810410L24Rik	processed_transcript	1.0			1.0	GZ
ENSMUSG00000056329.3	1810010K12Rik	processed_transcript				1.0	Z
ENSMUSG00000073073.4	Gm8098	processed_transcript	1.0			2.0	GZ
ENSMUSG00000056445.8	Hoxaas2	processed_transcript		2.0			H
ENSMUSG00000070489.5	4930527J03Rik	processed_transcript				3.0	Z
ENSMUSG00000055134.5	9130017K11Rik	processed_transcript				2.0	Z
ENSMUSG00000066477.13	Gm16551	processed_transcript	1.0			1.0	GZ
ENSMUSG00000057359.7	Gm17494	processed_transcript	1.0				G
ENSMUSG00000046415.11	B430212C06Rik	processed_transcript	1.0				G
ENSMUSG00000056031.13	9330154J02Rik	processed_transcript				1.0	Z
ENSMUSG00000031736.11	Crnde	processed_transcript		1.0	1.0	4.0	HSZ
ENSMUSG00000043993.6	2900052L18Rik	processed_transcript	1.0	2.0		2.0	GHZ
ENSMUSG00000054457.5	9430021M05Rik	processed_transcript		1.0		2.0	HZ
ENSMUSG00000064052.3	Gm5089	processed_transcript	3.0			4.0	GZ
ENSMUSG00000074912.10	Gm14207	processed_transcript	1.0			1.0	GZ
ENSMUSG00000064043.13	Trerf1	processed_transcript	1.0			1.0	GZ
ENSMUSG00000075416.5	Gm14488	processed_transcript	1.0	2.0	1.0		GHS
ENSMUSG00000073067.10	9130019P16Rik	processed_transcript				2.0	Z
ENSMUSG00000085151.7	1110018N20Rik	processed_transcript		1.0			H
ENSMUSG00000090370.4	Gm21989	processed_transcript	1.0				G
ENSMUSG00000097311.7	Gm26871	processed_transcript	1.0	1.0		1.0	GHZ
ENSMUSG00000087013.7	2610027K06Rik	processed_transcript	1.0			1.0	GZ
ENSMUSG00000092220.1	Gm20528	processed_transcript		1.0	1.0		HS
ENSMUSG00000087022.4	9130024F11Rik	processed_transcript				2.0	Z
ENSMUSG00000087059.7	Gm12339	processed_transcript			1.0	4.0	SZ
ENSMUSG00000092492.1	B230208B08Rik	processed_transcript	2.0			3.0	GZ
ENSMUSG00000102629.1	Gm29999	processed_transcript		1.0		1.0	HZ
ENSMUSG00000087192.7	4930412L05Rik	processed_transcript				1.0	Z
ENSMUSG00000097313.2	Gm26569	processed_transcript				1.0	Z
ENSMUSG00000087288.1	Gm13061	processed_transcript				2.0	Z
ENSMUSG00000087291.1	Gm11946	processed_transcript			1.0		S
ENSMUSG00000087400.8	Gm15270	processed_transcript	1.0			1.0	GZ
ENSMUSG00000087589.3	D430040D24Rik	processed_transcript	1.0				G
ENSMUSG00000087623.1	Gm12404	processed_transcript		1.0			H
ENSMUSG00000092569.1	Gm20544	processed_transcript	1.0				G
ENSMUSG00000087675.1	Gm11762	processed_transcript	1.0				G
ENSMUSG00000087694.8	A530058N18Rik	processed_transcript				1.0	Z
ENSMUSG00000097428.1	AW047730	processed_transcript	1.0			1.0	GZ
ENSMUSG00000093753.1	Gm28577	processed_transcript		2.0			H
ENSMUSG00000093460.9	Six3os1	processed_transcript	2.0				G
ENSMUSG00000100706.6	Gm19744	processed_transcript	4.0	1.0		2.0	GHZ
ENSMUSG00000092627.2	D130058E05Rik	processed_transcript	1.0			3.0	GZ
ENSMUSG00000113778.1	Gm40847	processed_transcript				3.0	Z
ENSMUSG00000086794.1	Gm11642	processed_transcript				1.0	Z
ENSMUSG00000100510.7	Hand2os1	processed_transcript	2.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000117120.1	Gm50238	processed_transcript				1.0	Z
ENSMUSG00000097330.2	Gm26672	processed_transcript				3.0	Z
ENSMUSG00000114702.2	Gm40828	processed_transcript			1.0		S
ENSMUSG00000100037.1	Gm29103	processed_transcript	1.0			2.0	GZ
ENSMUSG00000099907.1	Gm10421	processed_transcript				2.0	Z
ENSMUSG00000089759.7	3632454L22Rik	processed_transcript				1.0	Z
ENSMUSG00000091475.4	Cerox1	processed_transcript	3.0			1.0	GZ
ENSMUSG00000086711.1	Gm15482	processed_transcript		1.0			H
ENSMUSG00000087184.1	Gm11650	processed_transcript	2.0			3.0	GZ
ENSMUSG00000086555.2	Gm13446	processed_transcript	1.0			1.0	GZ
ENSMUSG00000085141.1	Gm13429	processed_transcript			1.0		S
ENSMUSG00000114652.1	Gm41043	processed_transcript		4.0	1.0		HS
ENSMUSG00000099759.1	1700030C10Rik	processed_transcript	1.0				G
ENSMUSG00000084967.1	Gm12296	processed_transcript	2.0			1.0	GZ
ENSMUSG00000085386.1	Gm13630	processed_transcript		1.0			H
ENSMUSG00000106285.1	Gm43574	processed_transcript			1.0		S
ENSMUSG00000092201.7	A530058N18Rik	processed_transcript				1.0	Z
ENSMUSG00000099521.1	Gm28309	processed_transcript	2.0				G
ENSMUSG00000085555.9	2610035F20Rik	processed_transcript	4.0	2.0		3.0	GHZ
ENSMUSG00000097072.7	Foxl2os	processed_transcript	2.0			2.0	GZ
ENSMUSG00000097216.3	4932441J04Rik	processed_transcript	1.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000085609.1	1700016P03Rik	processed_transcript	2.0			3.0	GZ
ENSMUSG00000085071.1	Gm14066	processed_transcript				1.0	Z
ENSMUSG00000085667.1	Gm12992	processed_transcript	1.0			2.0	GZ
ENSMUSG00000085678.1	Gm16349	processed_transcript			1.0		S
ENSMUSG00000097063.3	Pantr2	processed_transcript		1.0			H
ENSMUSG00000085743.1	8430419K02Rik	processed_transcript	2.0			2.0	GZ
ENSMUSG00000086541.8	Has2os	processed_transcript	1.0	2.0		1.0	GHZ
ENSMUSG00000086487.1	Gm11638	processed_transcript	1.0				G
ENSMUSG00000086427.8	Hoxa11os	processed_transcript				1.0	Z
ENSMUSG00000086390.7	1810019D21Rik	processed_transcript				1.0	Z
ENSMUSG00000085710.1	Gm12676	processed_transcript				2.0	Z
ENSMUSG00000086118.1	Gm14169	processed_transcript	2.0				G
ENSMUSG00000097040.6	2610316D01Rik	processed_transcript		1.0		1.0	HZ
ENSMUSG00000086213.2	A330040F15Rik	processed_transcript				1.0	Z
ENSMUSG00000097222.2	Gata6os	processed_transcript				1.0	Z
ENSMUSG00000086003.7	B230206L02Rik	processed_transcript		1.0			H
ENSMUSG00000085885.1	Gm11906	processed_transcript	1.0				G
ENSMUSG00000085881.2	Gm15912	processed_transcript				3.0	Z
ENSMUSG00000085766.1	2810430I11Rik	processed_transcript	1.0			2.0	GZ
ENSMUSG00000052485.7	Tmem171	protein_coding	1.0			3.0	GZ
ENSMUSG00000052435.7	Cebpe	protein_coding	2.0			1.0	GZ
ENSMUSG00000052496.5	Pkdrej	protein_coding	1.0			1.0	GZ
ENSMUSG00000052430.15	Bmpr1b	protein_coding	1.0				G
ENSMUSG00000108367.2	Erfl	protein_coding	2.0	2.0	1.0	1.0	GHSZ
ENSMUSG00000052477.15	C130026I21Rik	protein_coding			1.0		S
ENSMUSG00000052033.13	Pfdn4	protein_coding				1.0	Z
ENSMUSG00000052062.14	Pard3b	protein_coding	1.0			4.0	GZ
ENSMUSG00000052392.5	Acot4	protein_coding				1.0	Z
ENSMUSG00000052374.16	Actn2	protein_coding		3.0		1.0	HZ
ENSMUSG00000052373.14	Mpp3	protein_coding	2.0	2.0		2.0	GHZ
ENSMUSG00000108900.1	Ccdc194	protein_coding	1.0			1.0	GZ
ENSMUSG00000052353.13	Cemip	protein_coding				1.0	Z
ENSMUSG00000052316.9	Lrrc15	protein_coding	1.0			1.0	GZ
ENSMUSG00000052301.14	Doc2a	protein_coding	2.0			3.0	GZ
ENSMUSG00000109033.2	Olfr1315-ps1	protein_coding				1.0	Z
ENSMUSG00000109372.1	Gm19410	protein_coding	1.0			1.0	GZ
ENSMUSG00000052151.12	Plpp2	protein_coding	2.0			1.0	GZ
ENSMUSG00000052135.8	Foxo6	protein_coding	2.0			4.0	GZ
ENSMUSG00000052105.17	Mtcl1	protein_coding	1.0			7.0	GZ
ENSMUSG00000052133.16	Sema5b	protein_coding	2.0			2.0	GZ
ENSMUSG00000052396.7	Mogat2	protein_coding	2.0			1.0	GZ
ENSMUSG00000052512.17	Nav2	protein_coding	1.0			2.0	GZ
ENSMUSG00000082932.3	Cyp2j8	protein_coding				2.0	Z
ENSMUSG00000052534.15	Pbx1	protein_coding	2.0				G
ENSMUSG00000053004.9	Hrh1	protein_coding	1.0		1.0		GS
ENSMUSG00000053007.9	Creb5	protein_coding	2.0			2.0	GZ
ENSMUSG00000053024.14	Cntn2	protein_coding	1.0			1.0	GZ
ENSMUSG00000053025.13	Sv2b	protein_coding	2.0				G
ENSMUSG00000053046.16	Brsk2	protein_coding	4.0			6.0	GZ
ENSMUSG00000053062.16	Jam2	protein_coding	2.0			1.0	GZ
ENSMUSG00000052981.6	Ube2ql1	protein_coding	2.0			6.0	GZ
ENSMUSG00000053110.13	Yap1	protein_coding	4.0	2.0		7.0	GHZ
ENSMUSG00000053141.16	Ptprt	protein_coding	2.0			2.0	GZ
ENSMUSG00000053153.14	Spag16	protein_coding				1.0	Z
ENSMUSG00000053166.14	Cdh22	protein_coding	4.0			4.0	GZ
ENSMUSG00000053199.13	Arhgap20	protein_coding	1.0			4.0	GZ
ENSMUSG00000105867.2	Gm42517	protein_coding	2.0			3.0	GZ
ENSMUSG00000053219.15	Raet1e	protein_coding	1.0				G
ENSMUSG00000053129.5	Gsx1	protein_coding		1.0		4.0	HZ
ENSMUSG00000052957.8	Gas1	protein_coding		1.0			H
ENSMUSG00000051980.13	Casr	protein_coding				2.0	Z
ENSMUSG00000052942.13	Glis3	protein_coding	2.0			4.0	GZ
ENSMUSG00000052539.15	Magi3	protein_coding	2.0				G
ENSMUSG00000052544.9	St6galnac3	protein_coding		1.0			H
ENSMUSG00000052560.15	Cpne8	protein_coding	1.0	2.0			GH
ENSMUSG00000052584.10	Serp2	protein_coding	2.0			2.0	GZ
ENSMUSG00000107906.1	Eif4a3l2	protein_coding	2.0				G
ENSMUSG00000052632.16	Asap2	protein_coding				1.0	Z
ENSMUSG00000052726.16	Kcnt2	protein_coding	1.0	2.0			GH
ENSMUSG00000052759.7	Gpr25	protein_coding	1.0			2.0	GZ
ENSMUSG00000052852.8	Reep1	protein_coding	1.0			4.0	GZ
ENSMUSG00000052854.15	Nrk	protein_coding	1.0				G
ENSMUSG00000052911.9	Lamb2	protein_coding	1.0				G
ENSMUSG00000052920.16	Prkg1	protein_coding	3.0			2.0	GZ
ENSMUSG00000052921.13	Arhgef15	protein_coding				1.0	Z
ENSMUSG00000052922.9	Bpi	protein_coding	1.0			1.0	GZ
ENSMUSG00000052928.9	Ctif	protein_coding	4.0	3.0		1.0	GHZ
ENSMUSG00000052525.14	Spdya	protein_coding	1.0			3.0	GZ
ENSMUSG00000106379.1	Lhfpl3	protein_coding	1.0	1.0			GH
ENSMUSG00000051455.13	Meioc	protein_coding	4.0			2.0	GZ
ENSMUSG00000051950.10	B3glct	protein_coding	1.0				G
ENSMUSG00000050896.12	Rtn4rl2	protein_coding	6.0				G
ENSMUSG00000050901.6	Mtnr1b	protein_coding	1.0				G
ENSMUSG00000050910.5	Cdr2l	protein_coding				1.0	Z
ENSMUSG00000050917.5	Fgf4	protein_coding	2.0			2.0	GZ
ENSMUSG00000050926.5	Dcaf12l2	protein_coding	1.0				G
ENSMUSG00000050947.9	Amigo1	protein_coding	1.0	1.0		4.0	GHZ
ENSMUSG00000050963.7	Kcns2	protein_coding				3.0	Z
ENSMUSG00000050966.9	Lin28a	protein_coding	1.0			1.0	GZ
ENSMUSG00000050989.9	Selenon	protein_coding	1.0				G
ENSMUSG00000050994.20	Adgb	protein_coding				1.0	Z
ENSMUSG00000050996.7	Cetn1	protein_coding				4.0	Z
ENSMUSG00000051043.16	Gprc5c	protein_coding	3.0	1.0		2.0	GHZ
ENSMUSG00000110086.1	Gm45623	protein_coding	1.0			3.0	GZ
ENSMUSG00000051048.17	P4ha3	protein_coding	1.0	3.0		2.0	GHZ
ENSMUSG00000051062.6	Fbll1	protein_coding		1.0		4.0	HZ
ENSMUSG00000050846.9	Zfp623	protein_coding				1.0	Z
ENSMUSG00000051065.9	Mb21d2	protein_coding	2.0			4.0	GZ
ENSMUSG00000050840.8	Cdh20	protein_coding	1.0				G
ENSMUSG00000050824.12	Sstr5	protein_coding	2.0			1.0	GZ
ENSMUSG00000050558.13	Prokr2	protein_coding	2.0			1.0	GZ
ENSMUSG00000050587.14	Lrrc4c	protein_coding			1.0	1.0	SZ
ENSMUSG00000050592.8	Fam78a	protein_coding	2.0			5.0	GZ
ENSMUSG00000050605.17	Zfp61	protein_coding	3.0				G
ENSMUSG00000050640.16	Tmem150c	protein_coding	4.0			3.0	GZ
ENSMUSG00000050663.8	Trhde	protein_coding		1.0		1.0	HZ
ENSMUSG00000050666.14	Vstm4	protein_coding	2.0				G
ENSMUSG00000050671.12	Ism2	protein_coding	1.0			5.0	GZ
ENSMUSG00000050700.11	Emilin3	protein_coding	2.0			1.0	GZ
ENSMUSG00000050730.17	Arhgap42	protein_coding	1.0			3.0	GZ
ENSMUSG00000050737.13	Ptges	protein_coding	2.0				G
ENSMUSG00000050751.14	Pgbd5	protein_coding	3.0			6.0	GZ
ENSMUSG00000050761.4	Gp1bb	protein_coding				3.0	Z
ENSMUSG00000050783.5	Htr1f	protein_coding		1.0			H
ENSMUSG00000050822.11	Slc29a4	protein_coding	2.0			2.0	GZ
ENSMUSG00000050830.17	Vwc2	protein_coding	2.0			8.0	GZ
ENSMUSG00000051067.8	Lingo3	protein_coding				3.0	Z
ENSMUSG00000051098.6	Mblac2	protein_coding				2.0	Z
ENSMUSG00000051111.16	Sv2c	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000051490.3	Foxd4	protein_coding	1.0				G
ENSMUSG00000051515.9	Fam181b	protein_coding				1.0	Z
ENSMUSG00000109946.1	Brd3os	protein_coding				1.0	Z
ENSMUSG00000051550.10	Zfp579	protein_coding	1.0				G
ENSMUSG00000051596.13	Otop1	protein_coding	4.0			3.0	GZ
ENSMUSG00000109561.1	Ankrd31	protein_coding	1.0			1.0	GZ
ENSMUSG00000051652.4	Lrrc3	protein_coding	3.0			3.0	GZ
ENSMUSG00000051674.15	Dcun1d4	protein_coding	4.0				G
ENSMUSG00000051726.6	Kcnf1	protein_coding				2.0	Z
ENSMUSG00000109528.2	Olfr1309	protein_coding		1.0	1.0		HS
ENSMUSG00000051790.15	Nlgn2	protein_coding	5.0			2.0	GZ
ENSMUSG00000051855.15	Mest	protein_coding	2.0			2.0	GZ
ENSMUSG00000051910.13	Sox6	protein_coding	1.0				G
ENSMUSG00000051920.7	Rspo2	protein_coding				2.0	Z
ENSMUSG00000051934.5	Spats2	protein_coding	2.0			8.0	GZ
ENSMUSG00000053251.6	Olfr212	protein_coding			1.0		S
ENSMUSG00000051435.11	Fhad1	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000051401.7	Kctd16	protein_coding		1.0		2.0	HZ
ENSMUSG00000051397.5	Tacstd2	protein_coding				1.0	Z
ENSMUSG00000051136.1	Ghsr	protein_coding	1.0			1.0	GZ
ENSMUSG00000051146.2	Camk2n2	protein_coding	2.0				G
ENSMUSG00000051159.16	Cited1	protein_coding	2.0			7.0	GZ
ENSMUSG00000051166.10	Eml5	protein_coding	1.0			1.0	GZ
ENSMUSG00000051177.16	Plcb1	protein_coding	2.0			1.0	GZ
ENSMUSG00000051236.13	Msrb3	protein_coding	4.0			1.0	GZ
ENSMUSG00000051243.14	Islr2	protein_coding				1.0	Z
ENSMUSG00000051951.5	Xkr4	protein_coding	1.0			4.0	GZ
ENSMUSG00000051279.2	Gdf6	protein_coding	3.0			1.0	GZ
ENSMUSG00000051331.16	Cacna1c	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000051335.6	Gfod1	protein_coding				2.0	Z
ENSMUSG00000051339.10	2900026A02Rik	protein_coding	7.0	1.0	1.0	5.0	GHSZ
ENSMUSG00000051343.11	Rab11fip5	protein_coding				1.0	Z
ENSMUSG00000051359.15	Ncald	protein_coding	2.0				G
ENSMUSG00000051367.8	Six1	protein_coding	1.0		1.0	3.0	GSZ
ENSMUSG00000051375.15	Pcdh1	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000051323.16	Pcdh19	protein_coding	4.0			5.0	GZ
ENSMUSG00000053399.9	Adamts18	protein_coding	2.0			1.0	GZ
ENSMUSG00000054005.4	Mill1	protein_coding			1.0	1.0	SZ
ENSMUSG00000053441.5	Adamts19	protein_coding	2.0			4.0	GZ
ENSMUSG00000055540.15	Epha6	protein_coding		1.0		1.0	HZ
ENSMUSG00000055567.18	Unc80	protein_coding	1.0			3.0	GZ
ENSMUSG00000055629.5	B4galnt4	protein_coding	3.0			3.0	GZ
ENSMUSG00000055632.18	Hmcn2	protein_coding	1.0			1.0	GZ
ENSMUSG00000055633.6	Zfp580	protein_coding	1.0				G
ENSMUSG00000055639.16	Dach1	protein_coding	1.0				G
ENSMUSG00000055653.13	Gpc3	protein_coding	1.0			2.0	GZ
ENSMUSG00000055675.6	Kbtbd11	protein_coding	1.0			5.0	GZ
ENSMUSG00000055723.6	Rras2	protein_coding				3.0	Z
ENSMUSG00000055725.11	Paqr3	protein_coding	1.0				G
ENSMUSG00000101174.8	Hoxd4	protein_coding	1.0				G
ENSMUSG00000055737.12	Ghr	protein_coding	3.0	1.0	1.0		GHS
ENSMUSG00000055761.14	Nkain3	protein_coding	1.0			2.0	GZ
ENSMUSG00000055799.13	Tcf7l1	protein_coding	5.0			2.0	GZ
ENSMUSG00000055805.15	Fmnl1	protein_coding				1.0	Z
ENSMUSG00000055538.7	Zcchc24	protein_coding				1.0	Z
ENSMUSG00000055874.6	Foxi3	protein_coding				2.0	Z
ENSMUSG00000055489.8	Ano5	protein_coding				1.0	Z
ENSMUSG00000055471.7	Alk	protein_coding				3.0	Z
ENSMUSG00000055210.4	Foxd2	protein_coding	1.0			1.0	GZ
ENSMUSG00000055214.15	Pld5	protein_coding	4.0			3.0	GZ
ENSMUSG00000055235.11	Wdr86	protein_coding	2.0			2.0	GZ
ENSMUSG00000055254.15	Ntrk2	protein_coding	4.0			7.0	GZ
ENSMUSG00000055312.2	Them7	protein_coding				1.0	Z
ENSMUSG00000055320.18	Tead1	protein_coding	2.0			3.0	GZ
ENSMUSG00000055322.16	Tns1	protein_coding	2.0			2.0	GZ
ENSMUSG00000055368.14	Slc6a2	protein_coding				2.0	Z
ENSMUSG00000055373.8	Fut9	protein_coding	1.0			1.0	GZ
ENSMUSG00000055385.12	Rnf212	protein_coding		1.0		3.0	HZ
ENSMUSG00000055407.14	Map6	protein_coding	3.0			3.0	GZ
ENSMUSG00000055409.14	Nell1	protein_coding	1.0			2.0	GZ
ENSMUSG00000055421.8	Pcdh9	protein_coding		1.0			H
ENSMUSG00000055430.4	Nap1l5	protein_coding				2.0	Z
ENSMUSG00000055435.6	Maf	protein_coding	1.0	3.0		3.0	GHZ
ENSMUSG00000055485.6	Soga1	protein_coding	2.0			5.0	GZ
ENSMUSG00000055937.1	Krt28	protein_coding	1.0				G
ENSMUSG00000055945.8	Prr18	protein_coding	3.0			3.0	GZ
ENSMUSG00000055963.12	Triqk	protein_coding	1.0			1.0	GZ
ENSMUSG00000056553.14	Ptprn2	protein_coding	1.0			3.0	GZ
ENSMUSG00000056596.8	Trnp1	protein_coding	4.0			5.0	GZ
ENSMUSG00000056602.12	Fry	protein_coding		1.0			H
ENSMUSG00000056617.12	4931429L15Rik	protein_coding		1.0			H
ENSMUSG00000056643.5	Chst13	protein_coding				2.0	Z
ENSMUSG00000056648.5	Hoxb8	protein_coding	3.0	1.0			GH
ENSMUSG00000056656.6	Apol8	protein_coding	1.0				G
ENSMUSG00000056679.13	Gpr173	protein_coding		2.0			H
ENSMUSG00000056755.13	Grm7	protein_coding	2.0	2.0			GH
ENSMUSG00000056758.14	Hmga2	protein_coding	1.0	2.0		2.0	GHZ
ENSMUSG00000056824.15	Zfp663	protein_coding				2.0	Z
ENSMUSG00000056829.4	Foxb2	protein_coding				3.0	Z
ENSMUSG00000056856.13	Jakmip3	protein_coding	3.0		1.0	1.0	GSZ
ENSMUSG00000056863.5	Olfr702	protein_coding	1.0		1.0		GS
ENSMUSG00000056870.9	Gulp1	protein_coding				1.0	Z
ENSMUSG00000056486.18	Chn1	protein_coding	2.0			8.0	GZ
ENSMUSG00000056481.7	Cd248	protein_coding	2.0			2.0	GZ
ENSMUSG00000056476.13	Med12l	protein_coding	4.0			4.0	GZ
ENSMUSG00000056458.16	Mok	protein_coding	1.0				G
ENSMUSG00000055976.6	Cldn23	protein_coding	2.0			2.0	GZ
ENSMUSG00000055980.2	Irs1	protein_coding	6.0	3.0		3.0	GHZ
ENSMUSG00000056004.16	9330182L06Rik	protein_coding	1.0				G
ENSMUSG00000056043.5	Rgs9bp	protein_coding				4.0	Z
ENSMUSG00000056073.16	Grik2	protein_coding	1.0				G
ENSMUSG00000100241.1	Slc18a3	protein_coding		1.0		4.0	HZ
ENSMUSG00000056124.5	B4galt6	protein_coding	2.0			3.0	GZ
ENSMUSG00000055198.3	Gm12830	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000056158.14	Car10	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000056214.9	Pard6g	protein_coding	2.0		1.0		GS
ENSMUSG00000056222.15	Spock1	protein_coding	2.0			3.0	GZ
ENSMUSG00000056258.9	Kcnq3	protein_coding	2.0			3.0	GZ
ENSMUSG00000056296.17	Synpr	protein_coding	1.0				G
ENSMUSG00000056306.5	Sertm1	protein_coding				2.0	Z
ENSMUSG00000056426.3	Nat3	protein_coding	2.0			1.0	GZ
ENSMUSG00000056427.10	Slit3	protein_coding	3.0			4.0	GZ
ENSMUSG00000056174.8	Col8a2	protein_coding	3.0			1.0	GZ
ENSMUSG00000053414.8	Hunk	protein_coding	2.0			6.0	GZ
ENSMUSG00000055197.4	Fev	protein_coding	5.0			2.0	GZ
ENSMUSG00000101337.6	Dnah7c	protein_coding				1.0	Z
ENSMUSG00000053930.13	Shisa6	protein_coding	3.0			2.0	GZ
ENSMUSG00000053963.7	Stum	protein_coding	3.0				G
ENSMUSG00000053965.10	Pde5a	protein_coding	3.0			3.0	GZ
ENSMUSG00000054003.13	Tdrd9	protein_coding				1.0	Z
ENSMUSG00000050556.9	Kcnb1	protein_coding	4.0			5.0	GZ
ENSMUSG00000054013.6	Tmem179	protein_coding				4.0	Z
ENSMUSG00000054036.6	Olfr279	protein_coding		1.0		12.0	HZ
ENSMUSG00000054046.7	Klk13	protein_coding	1.0			1.0	GZ
ENSMUSG00000103567.1	Pcdhga5	protein_coding				1.0	Z
ENSMUSG00000054065.12	Pkp3	protein_coding	4.0	1.0		1.0	GHZ
ENSMUSG00000054072.12	Iigp1	protein_coding		1.0			H
ENSMUSG00000054160.2	Nkx2-4	protein_coding	3.0			3.0	GZ
ENSMUSG00000054162.15	Spock3	protein_coding	1.0			3.0	GZ
ENSMUSG00000054196.7	Cthrc1	protein_coding	1.0	2.0			GH
ENSMUSG00000054203.7	Ifi205	protein_coding		1.0			H
ENSMUSG00000053886.4	Sh2d4a	protein_coding	1.0			5.0	GZ
ENSMUSG00000054204.6	Alkal2	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000053873.1	Aym1	protein_coding	3.0			1.0	GZ
ENSMUSG00000053747.9	Sox14	protein_coding	2.0				G
ENSMUSG00000053465.6	Hs6st3	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000053477.17	Tcf4	protein_coding		1.0			H
ENSMUSG00000053519.17	Kcnip1	protein_coding		1.0	1.0	3.0	HSZ
ENSMUSG00000104445.1	Rhbg	protein_coding	1.0				G
ENSMUSG00000053550.13	Shisa7	protein_coding	1.0			2.0	GZ
ENSMUSG00000053552.14	Ebf4	protein_coding	7.0			2.0	GZ
ENSMUSG00000053559.13	Smagp	protein_coding	1.0				G
ENSMUSG00000053580.16	Tanc2	protein_coding	3.0			4.0	GZ
ENSMUSG00000104148.5	Pcdha2	protein_coding			1.0		S
ENSMUSG00000053617.12	Sh3pxd2a	protein_coding	2.0				G
ENSMUSG00000053626.5	Tll1	protein_coding				1.0	Z
ENSMUSG00000053646.13	Plxnb1	protein_coding	4.0		1.0	5.0	GSZ
ENSMUSG00000053647.4	Gper1	protein_coding			1.0		S
ENSMUSG00000053693.16	Mast1	protein_coding	1.0				G
ENSMUSG00000053702.16	Nebl	protein_coding	1.0			3.0	GZ
ENSMUSG00000053861.1	Gm9925	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000054252.18	Fgfr3	protein_coding	2.0			3.0	GZ
ENSMUSG00000054256.11	Msi1	protein_coding	9.0			3.0	GZ
ENSMUSG00000054320.16	Lrrc36	protein_coding	1.0				G
ENSMUSG00000102483.2	Catspere1	protein_coding		1.0			H
ENSMUSG00000054934.10	Kcnmb4	protein_coding	2.0			2.0	GZ
ENSMUSG00000054958.6	Nt5c1a	protein_coding	2.0				G
ENSMUSG00000054978.3	Kbtbd13	protein_coding				3.0	Z
ENSMUSG00000054986.13	Sec14l3	protein_coding			1.0		S
ENSMUSG00000055003.14	Lrtm2	protein_coding	1.0	1.0		3.0	GHZ
ENSMUSG00000055013.16	Agap1	protein_coding	3.0	1.0	1.0	13.0	GHSZ
ENSMUSG00000055022.14	Cntn1	protein_coding	1.0			1.0	GZ
ENSMUSG00000055026.13	Gabrg3	protein_coding	2.0			2.0	GZ
ENSMUSG00000055053.18	Nfic	protein_coding		1.0		2.0	HZ
ENSMUSG00000055078.7	Gabra5	protein_coding				4.0	Z
ENSMUSG00000055102.15	Zfp819	protein_coding	1.0		1.0		GS
ENSMUSG00000055109.5	Gm15155	protein_coding				1.0	Z
ENSMUSG00000055116.8	Arntl	protein_coding	1.0			1.0	GZ
ENSMUSG00000102018.8	Iqank1	protein_coding		1.0			H
ENSMUSG00000102627.1	Snurf	protein_coding	1.0			1.0	GZ
ENSMUSG00000054871.5	Tmem158	protein_coding	1.0			7.0	GZ
ENSMUSG00000054863.9	Tafa5	protein_coding	5.0	2.0		9.0	GHZ
ENSMUSG00000054793.8	Cadm4	protein_coding	6.0	1.0		3.0	GHZ
ENSMUSG00000054360.4	Bsx	protein_coding	1.0				G
ENSMUSG00000103125.1	Gm37388	protein_coding				2.0	Z
ENSMUSG00000054423.14	Cadps	protein_coding		2.0		2.0	HZ
ENSMUSG00000102836.1	Gm37013	protein_coding				5.0	Z
ENSMUSG00000102697.1	Pcdhac2	protein_coding	1.0			1.0	GZ
ENSMUSG00000054477.16	Kcnn2	protein_coding		1.0	1.0	2.0	HSZ
ENSMUSG00000102692.1	Dchs2	protein_coding	1.0			2.0	GZ
ENSMUSG00000055194.3	Actbl2	protein_coding			1.0		S
ENSMUSG00000054555.11	Adam12	protein_coding	1.0			3.0	GZ
ENSMUSG00000054667.7	Irs4	protein_coding	1.0				G
ENSMUSG00000054675.5	Tmem119	protein_coding	1.0			2.0	GZ
ENSMUSG00000054679.8	Srsf12	protein_coding	2.0			2.0	GZ
ENSMUSG00000054728.17	Phactr1	protein_coding	2.0	2.0		1.0	GHZ
ENSMUSG00000054745.1	Gm9955	protein_coding				1.0	Z
ENSMUSG00000054752.16	Fsd1l	protein_coding	3.0			4.0	GZ
ENSMUSG00000054764.9	Mtnr1a	protein_coding			1.0	1.0	SZ
