Flipon	Coordinates	cCRE (+-200bp)
g4	chr14:58075121-58075156	pELS@EM10E0583258, PLS (CTCF-bound)@EM10E0583259
g4	chr14:58075445-58075478	PLS (CTCF-bound)@EM10E0583259, pELS (CTCF-bound)@EM10E0583260
g4	chr14:58075506-58075532	pELS (CTCF-bound)@EM10E0583260
g4	chr14:58076787-58076811	pELS@EM10E0583263
g4	chr14:58076887-58076923	pELS@EM10E0583263
g4	chr14:59625540-59625573	PLS (CTCF-bound)@EM10E0583461, pELS (CTCF-bound)@EM10E0583462, pELS (CTCF-bound)@EM10E0583463
g4	chr14:60086908-60086931	PLS@EM10E0583546
g4	chr14:60087032-60087063	PLS@EM10E0583546, pELS@EM10E0583547
g4	chr14:60087168-60087197	PLS@EM10E0583546, pELS@EM10E0583547, PLS@EM10E0583548
g4	chr14:60177225-60177248	dELS (CTCF-bound)@EM10E0583564, dELS@EM10E0583565, dELS@EM10E0583566
g4	chr14:60177278-60177313	dELS (CTCF-bound)@EM10E0583564, dELS@EM10E0583565, dELS@EM10E0583566
g4	chr14:60177681-60177711	dELS@EM10E0583566, dELS@EM10E0583567
g4	chr14:60378625-60378654	pELS@EM10E0583619, pELS (CTCF-bound)@EM10E0583620, pELS (CTCF-bound)@EM10E0583621
g4	chr14:60634896-60634918	PLS@EM10E0583699, pELS (CTCF-bound)@EM10E0583700
g4	chr14:61686768-61686797	dELS@EM10E0584060
g4	chr14:61757539-61757556	dELS@EM10E0584094, dELS (CTCF-bound)@EM10E0584095
g4	chr14:62293069-62293088	PLS@EM10E0584183
g4	chr14:62556038-62556057	PLS (CTCF-bound)@EM10E0584248, pELS (CTCF-bound)@EM10E0584249, pELS@EM10E0584250
g4	chr14:63606452-63606470	PLS (CTCF-bound)@EM10E0584647, pELS (CTCF-bound)@EM10E0584648
g4	chr14:63606478-63606501	PLS (CTCF-bound)@EM10E0584647, pELS (CTCF-bound)@EM10E0584648
g4	chr14:63607539-63607566	PLS@EM10E0584650
g4	chr14:63743398-63743422	dELS (CTCF-bound)@EM10E0584682
g4	chr14:63940956-63940995	dELS@EM10E0584731, dELS@EM10E0584732
g4	chr14:63943473-63943526	pELS@EM10E0584737, PLS (CTCF-bound)@EM10E0584738
g4	chr14:64200055-64200097	dELS (CTCF-bound)@EM10E0584830, dELS (CTCF-bound)@EM10E0584831
g4	chr14:64587132-64587165	pELS@EM10E0584993, pELS@EM10E0584994
g4	chr14:64587234-64587257	pELS@EM10E0584994
g4	chr14:65261851-65261889	pELS@EM10E0585219, pELS@EM10E0585220
g4	chr14:65262287-65262304	PLS (CTCF-bound)@EM10E0585221
g4	chr14:65953778-65953803	pELS@EM10E0585441, PLS@EM10E0585442
g4	chr14:66077587-66077606	PLS (CTCF-bound)@EM10E0585468
g4	chr14:66124551-66124586	PLS@EM10E0585488
g4	chr14:66910973-66911005	PLS (CTCF-bound)@EM10E0585790
g4	chr14:66911086-66911110	PLS (CTCF-bound)@EM10E0585790
g4	chr14:66911178-66911202	PLS (CTCF-bound)@EM10E0585790
g4	chr14:67229873-67229894	DNase-H3K4me3@EM10E0585896
g4	chr14:67932846-67932873	pELS@EM10E0586104, pELS (CTCF-bound)@EM10E0586105
g4	chr14:67932963-67932988	pELS@EM10E0586104, pELS (CTCF-bound)@EM10E0586105
g4	chr14:67933253-67933280	PLS@EM10E0586106
g4	chr14:67933545-67933572	PLS@EM10E0586106, pELS (CTCF-bound)@EM10E0586107
g4	chr14:67933593-67933625	PLS@EM10E0586106, pELS (CTCF-bound)@EM10E0586107
g4	chr14:67933657-67933683	PLS@EM10E0586106, pELS (CTCF-bound)@EM10E0586107
g4	chr14:68085054-68085085	pELS@EM10E0586171, pELS (CTCF-bound)@EM10E0586172
g4	chr14:68123360-68123380	pELS@EM10E0586177, pELS (CTCF-bound)@EM10E0586178
g4	chr14:68124935-68124975	PLS (CTCF-bound)@EM10E0586182, pELS (CTCF-bound)@EM10E0586183
g4	chr14:70080029-70080068	DNase-H3K4me3@EM10E0586502
g4	chr14:70176478-70176514	pELS@EM10E0586563, PLS (CTCF-bound)@EM10E0586564
g4	chr14:70176584-70176614	pELS@EM10E0586563, PLS (CTCF-bound)@EM10E0586564
g4	chr14:70192341-70192370	dELS (CTCF-bound)@EM10E0586574, dELS@EM10E0586575
g4	chr14:70192389-70192416	dELS (CTCF-bound)@EM10E0586574, dELS@EM10E0586575
g4	chr14:70203648-70203668	pELS@EM10E0586582, pELS (CTCF-bound)@EM10E0586583
g4	chr14:70204954-70204983	pELS (CTCF-bound)@EM10E0586585
g4	chr14:70206166-70206193	pELS (CTCF-bound)@EM10E0586588
g4	chr14:70206252-70206274	pELS (CTCF-bound)@EM10E0586588
g4	chr14:70467325-70467369	dELS (CTCF-bound)@EM10E0586715
g4	chr14:70519661-70519689	pELS@EM10E0586755, pELS@EM10E0586756
g4	chr14:70519775-70519796	pELS@EM10E0586755, pELS@EM10E0586756
g4	chr14:70520078-70520101	pELS@EM10E0586756, PLS (CTCF-bound)@EM10E0586757
g4	chr14:70520256-70520283	PLS (CTCF-bound)@EM10E0586757
g4	chr14:70520434-70520474	PLS (CTCF-bound)@EM10E0586757, pELS (CTCF-bound)@EM10E0586758
g4	chr14:70551957-70551978	pELS@EM10E0586784
g4	chr14:70551999-70552033	pELS@EM10E0586784
g4	chr14:70552046-70552068	pELS@EM10E0586784
g4	chr14:70552197-70552215	pELS@EM10E0586784
g4	chr14:70552419-70552444	pELS@EM10E0586784, pELS@EM10E0586785
g4	chr14:70552519-70552545	pELS@EM10E0586785
g4	chr14:70553930-70553953	PLS@EM10E0586786
g4	chr14:70554149-70554179	pELS@EM10E0586787
g4	chr14:70554285-70554318	pELS@EM10E0586787
g4	chr14:70554362-70554394	pELS@EM10E0586787
g4	chr14:70554796-70554827	pELS (CTCF-bound)@EM10E0586788
g4	chr14:70605174-70605199	DNase-H3K4me3@EM10E0586818
g4	chr14:70605458-70605486	DNase-H3K4me3 (CTCF-bound)@EM10E0586819
g4	chr14:70626906-70626926	pELS@EM10E0586838, PLS@EM10E0586839
g4	chr14:70627095-70627113	pELS@EM10E0586838, PLS@EM10E0586839
g4	chr14:70636042-70636060	PLS (CTCF-bound)@EM10E0586852
g4	chr14:70890024-70890084	pELS@EM10E0586922, PLS (CTCF-bound)@EM10E0586923
g4	chr14:70890639-70890667	PLS@EM10E0586924
g4	chr14:70890964-70890989	pELS@EM10E0586925
g4	chr14:70891035-70891061	pELS@EM10E0586925
g4	chr14:75457177-75457219	pELS (CTCF-bound)@EM10E0587711, pELS@EM10E0587712
g4	chr14:76415475-76415508	PLS@EM10E0588025, PLS@EM10E0588026
g4	chr14:76506983-76507003	pELS@EM10E0588087
g4	chr14:76556351-76556385	pELS@EM10E0588122, PLS (CTCF-bound)@EM10E0588123
g4	chr14:76556629-76556656	PLS (CTCF-bound)@EM10E0588123
g4	chr14:76625899-76625921	dELS@EM10E0588171, dELS@EM10E0588172
g4	chr14:76694877-76694928	dELS@EM10E0588217
g4	chr14:76764866-76764924	dELS (CTCF-bound)@EM10E0588264
g4	chr14:77157145-77157169	pELS@EM10E0588396, pELS@EM10E0588397
g4	chr14:77157412-77157441	pELS@EM10E0588396, pELS@EM10E0588397
g4	chr14:77582740-77582770	DNase-H3K4me3@EM10E0588482
g4	chr14:78289767-78289795	dELS@EM10E0588604
g4	chr14:78732292-78732314	pELS (CTCF-bound)@EM10E0588721, pELS (CTCF-bound)@EM10E0588722, pELS@EM10E0588723
g4	chr14:78732327-78732345	pELS (CTCF-bound)@EM10E0588721, pELS (CTCF-bound)@EM10E0588722, pELS@EM10E0588723
g4	chr14:79300896-79300924	pELS (CTCF-bound)@EM10E0588912, pELS (CTCF-bound)@EM10E0588913
g4	chr14:79770241-79770262	PLS (CTCF-bound)@EM10E0589096, pELS@EM10E0589097
g4	chr14:79770699-79770725	pELS@EM10E0589097, pELS@EM10E0589098
g4	chr14:79773787-79773820	dELS@EM10E0589105, dELS@EM10E0589104
g4	chr14:91717497-91717545	dELS@EM10E0589378
g4	chr14:98168394-98168425	pELS@EM10E0589535, pELS (CTCF-bound)@EM10E0589536, pELS (CTCF-bound)@EM10E0589537
g4	chr14:98169253-98169286	pELS (CTCF-bound)@EM10E0589538, PLS@EM10E0589539
g4	chr14:99299306-99299332	PLS (CTCF-bound)@EM10E0589654, pELS@EM10E0589655
g4	chr14:99299360-99299397	PLS (CTCF-bound)@EM10E0589654, pELS@EM10E0589655
g4	chr14:100285965-100285987	pELS@EM10E0589845
g4	chr14:100286043-100286064	pELS@EM10E0589845, PLS@EM10E0589846
g4	chr14:100286082-100286108	pELS@EM10E0589845, PLS@EM10E0589846
g4	chr14:101607929-101607953	pELS@EM10E0589964, pELS (CTCF-bound)@EM10E0589965
g4	chr14:104460427-104460461	pELS@EM10E0590423
g4	chr14:104460786-104460802	pELS@EM10E0590423, pELS (CTCF-bound)@EM10E0590424, pELS@EM10E0590425
g4	chr14:104465683-104465711	dELS@EM10E0590430
g4	chr14:104467128-104467151	pELS@EM10E0590433
g4	chr14:104467574-104467603	pELS@EM10E0590433, pELS (CTCF-bound)@EM10E0590434
g4	chr14:105897801-105897818	pELS@EM10E0590669
g4	chr14:106106106-106106128	PLS@EM10E0590708
g4	chr14:111675908-111675943	pELS@EM10E0590805
g4	chr14:111676002-111676037	pELS@EM10E0590805
g4	chr14:111681563-111681593	dELS (CTCF-bound)@EM10E0590809, dELS (CTCF-bound)@EM10E0590810
g4	chr14:116926303-116926328	pELS (CTCF-bound)@EM10E0590961, pELS (CTCF-bound)@EM10E0590962
g4	chr14:116926634-116926659	pELS (CTCF-bound)@EM10E0590962, pELS (CTCF-bound)@EM10E0590963
g4	chr14:118231088-118231103	dELS@EM10E0591129
g4	chr14:118436908-118436932	dELS (CTCF-bound)@EM10E0591169
g4	chr14:118816476-118816509	dELS (CTCF-bound)@EM10E0591311
g4	chr14:118816527-118816560	dELS (CTCF-bound)@EM10E0591311
g4	chr14:118922852-118922878	DNase-H3K4me3@EM10E0591365, PLS (CTCF-bound)@EM10E0591366
g4	chr14:119137941-119137963	pELS (CTCF-bound)@EM10E0591423, pELS (CTCF-bound)@EM10E0591424
g4	chr14:119138550-119138569	PLS@EM10E0591425, pELS@EM10E0591426
g4	chr14:120806666-120806694	PLS@EM10E0591721
g4	chr14:121035402-121035426	PLS (CTCF-bound)@EM10E0591780
g4	chr14:121035890-121035913	PLS@EM10E0591781, pELS (CTCF-bound)@EM10E0591782, pELS (CTCF-bound)@EM10E0591783
g4	chr14:121036212-121036241	pELS (CTCF-bound)@EM10E0591782, pELS (CTCF-bound)@EM10E0591783
g4	chr14:121505174-121505206	PLS@EM10E0592043
g4	chr14:122280969-122281016	dELS (CTCF-bound)@EM10E0592432, dELS@EM10E0592433, dELS@EM10E0592434
g4	chr14:122281053-122281086	dELS@EM10E0592433, dELS@EM10E0592434
g4	chr14:122281226-122281247	dELS@EM10E0592433, dELS@EM10E0592434
g4	chr14:122450721-122450745	pELS@EM10E0592496, pELS@EM10E0592497
g4	chr14:122451008-122451034	pELS@EM10E0592497, PLS@EM10E0592498
g4	chr14:122451183-122451208	pELS@EM10E0592497, PLS@EM10E0592498
g4	chr14:122463953-122463973	pELS@EM10E0592520, pELS@EM10E0592521
g4	chr14:122464676-122464707	pELS (CTCF-bound)@EM10E0592522, pELS (CTCF-bound)@EM10E0592523
g4	chr14:122464975-122464997	pELS (CTCF-bound)@EM10E0592523, pELS (CTCF-bound)@EM10E0592524
g4	chr14:122465032-122465064	pELS (CTCF-bound)@EM10E0592523, pELS (CTCF-bound)@EM10E0592524
g4	chr14:122465187-122465204	pELS (CTCF-bound)@EM10E0592523, pELS (CTCF-bound)@EM10E0592524, PLS@EM10E0592525
g4	chr14:122474197-122474226	pELS@EM10E0592540, pELS@EM10E0592541
g4	chr14:122474269-122474285	pELS@EM10E0592541, pELS@EM10E0592542
g4	chr14:122474336-122474356	pELS@EM10E0592541, pELS@EM10E0592542
g4	chr14:122474697-122474738	pELS@EM10E0592542, pELS@EM10E0592543
g4	chr14:122475300-122475362	PLS@EM10E0592544, PLS@EM10E0592545
g4	chr14:122478847-122478873	dELS@EM10E0592555, dELS@EM10E0592556
g4	chr14:122479132-122479161	dELS@EM10E0592556, dELS@EM10E0592557
g4	chr14:123626643-123626668	pELS@EM10E0592699, pELS (CTCF-bound)@EM10E0592700, PLS@EM10E0592701
g4	chr14:123661219-123661243	pELS (CTCF-bound)@EM10E0592704
g4	chr14:124193146-124193167	PLS@EM10E0592723
g4	chr15:3583072-3583099	PLS (CTCF-bound)@EM10E0592848, PLS (CTCF-bound)@EM10E0592849
g4	chr15:3583248-3583290	PLS (CTCF-bound)@EM10E0592848, PLS (CTCF-bound)@EM10E0592849, pELS (CTCF-bound)@EM10E0592850
g4	chr15:3583378-3583403	PLS (CTCF-bound)@EM10E0592849, pELS (CTCF-bound)@EM10E0592850
g4	chr15:4378517-4378564	DNase-H3K4me3@EM10E0592945
g4	chr15:7397700-7397722	pELS@EM10E0593484, PLS@EM10E0593485
g4	chr15:7397809-7397833	pELS@EM10E0593484, PLS@EM10E0593485
g4	chr15:7810500-7810521	pELS (CTCF-bound)@EM10E0593526, PLS@EM10E0593527
g4	chr15:7810530-7810563	pELS (CTCF-bound)@EM10E0593526, PLS@EM10E0593527
g4	chr15:7813457-7813483	dELS (CTCF-bound)@EM10E0593535, dELS@EM10E0593536, dELS@EM10E0593537
g4	chr15:7813843-7813864	dELS@EM10E0593537, dELS@EM10E0593538
g4	chr15:7815473-7815489	dELS@EM10E0593542, dELS@EM10E0593541
g4	chr15:7816052-7816078	dELS@EM10E0593542
g4	chr15:11904153-11904176	pELS@EM10E0594315
g4	chr15:11904763-11904792	pELS (CTCF-bound)@EM10E0594316, pELS@EM10E0594317
g4	chr15:11905677-11905713	pELS@EM10E0594319
g4	chr15:11906201-11906247	pELS@EM10E0594319, pELS@EM10E0594320
g4	chr15:12480653-12480683	dELS@EM10E0594579
g4	chr15:12739557-12739587	dELS (CTCF-bound)@EM10E0594659, dELS (CTCF-bound)@EM10E0594660
g4	chr15:13173305-13173326	pELS (CTCF-bound)@EM10E0594745, PLS (CTCF-bound)@EM10E0594746
g4	chr15:19857428-19857446	dELS@EM10E0594841
g4	chr15:20643479-20643504	dELS@EM10E0594850
g4	chr15:23036314-23036342	pELS@EM10E0594889, PLS@EM10E0594890
g4	chr15:25311977-25312001	dELS@EM10E0594971
g4	chr15:25413103-25413127	pELS@EM10E0595011
g4	chr15:25413258-25413283	pELS@EM10E0595011, pELS@EM10E0595012
g4	chr15:25413474-25413496	pELS@EM10E0595012, PLS@EM10E0595013
g4	chr15:25413774-25413808	pELS@EM10E0595012, PLS@EM10E0595013
g4	chr15:25413858-25413898	PLS@EM10E0595013, PLS (CTCF-bound)@EM10E0595014
g4	chr15:25414109-25414150	PLS@EM10E0595013, PLS (CTCF-bound)@EM10E0595014
g4	chr15:26308982-26309005	pELS (CTCF-bound)@EM10E0595319, PLS (CTCF-bound)@EM10E0595320
g4	chr15:26309135-26309177	pELS (CTCF-bound)@EM10E0595319, PLS (CTCF-bound)@EM10E0595320, pELS@EM10E0595321
g4	chr15:27466390-27466419	PLS (CTCF-bound)@EM10E0595417
g4	chr15:27673947-27673977	dELS@EM10E0595552
g4	chr15:28024282-28024306	pELS@EM10E0595745, pELS (CTCF-bound)@EM10E0595746
g4	chr15:28024493-28024523	pELS (CTCF-bound)@EM10E0595746
g4	chr15:30172815-30172867	PLS (CTCF-bound)@EM10E0595805, PLS (CTCF-bound)@EM10E0595806
g4	chr15:30173258-30173290	PLS (CTCF-bound)@EM10E0595806, pELS (CTCF-bound)@EM10E0595807
g4	chr15:30646693-30646713	dELS@EM10E0595850, dELS@EM10E0595851
g4	chr15:32244662-32244692	PLS (CTCF-bound)@EM10E0596197
g4	chr15:32244739-32244760	PLS (CTCF-bound)@EM10E0596197
g4	chr15:34238592-34238633	pELS@EM10E0596388, pELS@EM10E0596389
g4	chr15:34306413-34306437	PLS (CTCF-bound)@EM10E0596405
g4	chr15:34453842-34453862	DNase-H3K4me3 (CTCF-bound)@EM10E0596463
g4	chr15:34678380-34678410	pELS (CTCF-bound)@EM10E0596500, pELS (CTCF-bound)@EM10E0596501
g4	chr15:35296086-35296122	PLS@EM10E0596605, pELS@EM10E0596606
g4	chr15:35300547-35300576	pELS@EM10E0596616, pELS@EM10E0596617
g4	chr15:35302982-35303029	dELS@EM10E0596622
g4	chr15:35326492-35326523	DNase-H3K4me3@EM10E0596631, DNase-H3K4me3 (CTCF-bound)@EM10E0596632
g4	chr15:35326571-35326591	DNase-H3K4me3@EM10E0596631, DNase-H3K4me3 (CTCF-bound)@EM10E0596632
g4	chr15:36140223-36140253	pELS@EM10E0596742, PLS (CTCF-bound)@EM10E0596743
g4	chr15:36555409-36555439	PLS@EM10E0596911
g4	chr15:36555599-36555619	PLS@EM10E0596911
g4	chr15:36555635-36555670	PLS@EM10E0596911, DNase-H3K4me3@EM10E0596912
g4	chr15:37135603-37135646	dELS@EM10E0597231, dELS@EM10E0597232, dELS@EM10E0597233
g4	chr15:37234445-37234502	pELS@EM10E0597266, pELS (CTCF-bound)@EM10E0597267
g4	chr15:37791517-37791551	pELS@EM10E0597395, pELS (CTCF-bound)@EM10E0597396
g4	chr15:37791781-37791803	pELS (CTCF-bound)@EM10E0597396
g4	chr15:38302235-38302256	pELS (CTCF-bound)@EM10E0597530, pELS@EM10E0597531
g4	chr15:39006210-39006230	PLS@EM10E0597739, PLS@EM10E0597740
g4	chr15:39076848-39076882	PLS@EM10E0597754, PLS (CTCF-bound)@EM10E0597755
g4	chr15:39197395-39197450	pELS@EM10E0597781, pELS@EM10E0597782
g4	chr15:39197760-39197782	pELS@EM10E0597782, pELS@EM10E0597783
g4	chr15:39198170-39198198	pELS@EM10E0597783, PLS@EM10E0597784
g4	chr15:39198380-39198406	PLS@EM10E0597784, pELS@EM10E0597785
g4	chr15:39198559-39198588	pELS@EM10E0597785, pELS (CTCF-bound)@EM10E0597786
g4	chr15:39659657-39659683	PLS@EM10E0597817, PLS@EM10E0597818
g4	chr15:39659786-39659823	PLS@EM10E0597817, PLS@EM10E0597818, pELS@EM10E0597819
g4	chr15:39721580-39721608	dELS@EM10E0597825
g4	chr15:40654838-40654872	pELS@EM10E0597961, PLS@EM10E0597962
g4	chr15:40654977-40655008	PLS@EM10E0597962
g4	chr15:40655125-40655160	PLS@EM10E0597962, pELS@EM10E0597963
g4	chr15:40655256-40655279	PLS@EM10E0597962, pELS@EM10E0597963
g4	chr15:42481634-42481688	dELS (CTCF-bound)@EM10E0598193
g4	chr15:45114127-45114148	pELS (CTCF-bound)@EM10E0598432
g4	chr15:50869808-50869832	dELS@EM10E0598563
g4	chr15:53311281-53311311	dELS@EM10E0598919, dELS@EM10E0598920
g4	chr15:54571558-54571592	PLS (CTCF-bound)@EM10E0599040, pELS@EM10E0599041
g4	chr15:54745817-54745841	DNase-H3K4me3@EM10E0599055, PLS@EM10E0599056
g4	chr15:54952619-54952642	pELS@EM10E0599089, pELS@EM10E0599090
g4	chr15:56692954-56692991	pELS@EM10E0599382, pELS (CTCF-bound)@EM10E0599383
g4	chr15:64382113-64382134	pELS@EM10E0601243, pELS (CTCF-bound)@EM10E0601244
g4	chr15:64382717-64382738	PLS (CTCF-bound)@EM10E0601245, PLS@EM10E0601246
g4	chr15:64922378-64922405	PLS@EM10E0601310, PLS@EM10E0601311, pELS@EM10E0601312
g4	chr15:66286352-66286373	pELS@EM10E0601367
g4	chr15:66286693-66286725	PLS (CTCF-bound)@EM10E0601368
g4	chr15:66286887-66286916	PLS (CTCF-bound)@EM10E0601368
g4	chr15:68929032-68929062	PLS@EM10E0601909, pELS@EM10E0601910
g4	chr15:72034250-72034275	PLS@EM10E0602013
g4	chr15:72034285-72034313	PLS@EM10E0602013
g4	chr15:72547835-72547850	pELS (CTCF-bound)@EM10E0602049
g4	chr15:73422654-73422676	pELS@EM10E0602299, pELS@EM10E0602300
g4	chr15:73707445-73707464	PLS@EM10E0602463
g4	chr15:73707512-73707568	PLS@EM10E0602463
g4	chr15:73839941-73839965	PLS@EM10E0602534
g4	chr15:73982618-73982651	dELS@EM10E0602556
g4	chr15:74487554-74487574	dELS@EM10E0602635
g4	chr15:74516116-74516145	PLS (CTCF-bound)@EM10E0602640
g4	chr15:74516371-74516388	PLS (CTCF-bound)@EM10E0602640
g4	chr15:74517021-74517052	pELS@EM10E0602641, pELS@EM10E0602642
g4	chr15:74518208-74518231	pELS@EM10E0602644, dELS (CTCF-bound)@EM10E0602645
g4	chr15:74518928-74518949	dELS@EM10E0602646, dELS@EM10E0602647
g4	chr15:74519673-74519689	dELS (CTCF-bound)@EM10E0602648, dELS (CTCF-bound)@EM10E0602649
g4	chr15:74529119-74529146	DNase-H3K4me3@EM10E0602653
g4	chr15:74563708-74563731	PLS (CTCF-bound)@EM10E0602670
g4	chr15:74563737-74563760	PLS (CTCF-bound)@EM10E0602670
g4	chr15:74563885-74563907	pELS@EM10E0602671, PLS (CTCF-bound)@EM10E0602670
g4	chr15:74563940-74563963	pELS@EM10E0602671, PLS (CTCF-bound)@EM10E0602670
g4	chr15:74564110-74564148	pELS@EM10E0602671
g4	chr15:74564158-74564179	pELS@EM10E0602671
g4	chr15:74679086-74679104	dELS@EM10E0602725
g4	chr15:75566105-75566133	pELS@EM10E0602980, pELS@EM10E0602981
g4	chr15:75566287-75566309	pELS@EM10E0602980, pELS@EM10E0602981
g4	chr15:75566900-75566926	PLS@EM10E0602982, PLS@EM10E0602983
g4	chr15:75731657-75731691	dELS@EM10E0603054, dELS@EM10E0603055, dELS (CTCF-bound)@EM10E0603056
g4	chr15:75732031-75732067	dELS@EM10E0603055, dELS (CTCF-bound)@EM10E0603056
g4	chr15:75746279-75746310	pELS@EM10E0603061
g4	chr15:75746919-75746951	pELS@EM10E0603062, pELS@EM10E0603063
g4	chr15:75747967-75747999	pELS@EM10E0603065
g4	chr15:75998780-75998820	DNase-H3K4me3@EM10E0603199, DNase-H3K4me3@EM10E0603200
g4	chr15:76009213-76009234	pELS@EM10E0603210, PLS@EM10E0603211
g4	chr15:76009462-76009484	pELS@EM10E0603210, PLS@EM10E0603211, PLS@EM10E0603212
g4	chr15:76009503-76009521	PLS@EM10E0603211, PLS@EM10E0603212
g4	chr15:76009652-76009681	PLS@EM10E0603211, PLS@EM10E0603212
g4	chr15:76069054-76069077	pELS@EM10E0603227, pELS@EM10E0603228
g4	chr15:76089999-76090038	PLS@EM10E0603244
g4	chr15:76090423-76090454	PLS@EM10E0603244, pELS@EM10E0603245
g4	chr15:76090614-76090639	pELS@EM10E0603245
g4	chr15:76091231-76091258	pELS@EM10E0603246
g4	chr15:76091353-76091378	pELS@EM10E0603246, PLS (CTCF-bound)@EM10E0603247
g4	chr15:76091529-76091574	PLS (CTCF-bound)@EM10E0603247
g4	chr15:76092002-76092032	PLS (CTCF-bound)@EM10E0603247
g4	chr15:76200804-76200826	PLS@EM10E0603310
g4	chr15:76209102-76209130	PLS@EM10E0603324
g4	chr15:76292066-76292096	DNase-H3K4me3@EM10E0603396
g4	chr15:76517393-76517421	dELS@EM10E0603518
g4	chr15:76517514-76517556	dELS@EM10E0603518
g4	chr15:76517956-76517997	dELS@EM10E0603519
g4	chr15:76518646-76518669	dELS (CTCF-bound)@EM10E0603520
g4	chr15:76519922-76519949	dELS@EM10E0603522, pELS@EM10E0603523
g4	chr15:76522053-76522073	PLS@EM10E0603525, PLS@EM10E0603526
g4	chr15:76522120-76522154	PLS@EM10E0603526
g4	chr15:76522439-76522481	PLS@EM10E0603526, PLS@EM10E0603527
g4	chr15:76522501-76522528	PLS@EM10E0603526, PLS@EM10E0603527
g4	chr15:76522624-76522649	PLS@EM10E0603526, PLS@EM10E0603527
g4	chr15:76522675-76522716	PLS@EM10E0603526, PLS@EM10E0603527, pELS@EM10E0603528
g4	chr15:76523245-76523267	pELS@EM10E0603528, pELS@EM10E0603529
g4	chr15:76722184-76722202	PLS (CTCF-bound)@EM10E0603679
g4	chr15:76817762-76817789	pELS (CTCF-bound)@EM10E0603721, PLS (CTCF-bound)@EM10E0603722
g4	chr15:76817957-76817981	pELS (CTCF-bound)@EM10E0603721, PLS (CTCF-bound)@EM10E0603722, PLS (CTCF-bound)@EM10E0603723
g4	chr15:76974164-76974184	dELS (CTCF-bound)@EM10E0603782, dELS (CTCF-bound)@EM10E0603783
g4	chr15:76974231-76974266	dELS (CTCF-bound)@EM10E0603782, dELS (CTCF-bound)@EM10E0603783, dELS@EM10E0603784
g4	chr15:77306247-77306279	pELS@EM10E0603965
g4	chr15:77306293-77306331	pELS@EM10E0603965
g4	chr15:77755285-77755343	PLS@EM10E0604062
g4	chr15:78119158-78119173	pELS@EM10E0604298
g4	chr15:78204024-78204047	PLS (CTCF-bound)@EM10E0604322
g4	chr15:78436760-78436782	dELS (CTCF-bound)@EM10E0604453, dELS (CTCF-bound)@EM10E0604454
g4	chr15:78437032-78437054	dELS (CTCF-bound)@EM10E0604453, dELS (CTCF-bound)@EM10E0604454
g4	chr15:78437073-78437100	dELS (CTCF-bound)@EM10E0604453, dELS (CTCF-bound)@EM10E0604454
g4	chr15:78437352-78437406	dELS (CTCF-bound)@EM10E0604454, dELS@EM10E0604455
g4	chr15:78544783-78544822	PLS@EM10E0604515, pELS@EM10E0604516
g4	chr15:78712858-78712879	dELS (CTCF-bound)@EM10E0604608, dELS@EM10E0604609
g4	chr15:78713012-78713036	dELS (CTCF-bound)@EM10E0604608, dELS@EM10E0604609
g4	chr15:78802967-78802996	PLS@EM10E0604666, pELS (CTCF-bound)@EM10E0604667
g4	chr15:78803113-78803137	PLS@EM10E0604666, pELS (CTCF-bound)@EM10E0604667
g4	chr15:78832839-78832869	dELS@EM10E0604688, dELS (CTCF-bound)@EM10E0604689
g4	chr15:78835830-78835877	dELS@EM10E0604694, dELS@EM10E0604695, dELS@EM10E0604696
g4	chr15:78835995-78836028	dELS@EM10E0604694, dELS@EM10E0604695, dELS@EM10E0604696
g4	chr15:78842584-78842605	PLS (CTCF-bound)@EM10E0604700
g4	chr15:79042686-79042715	pELS (CTCF-bound)@EM10E0604848
g4	chr15:79162869-79162898	pELS (CTCF-bound)@EM10E0604927
g4	chr15:79164386-79164406	PLS@EM10E0604930
g4	chr15:79164521-79164555	PLS@EM10E0604930
g4	chr15:79164614-79164651	PLS@EM10E0604930
g4	chr15:79193299-79193320	dELS@EM10E0604938, dELS@EM10E0604939
g4	chr15:79193561-79193596	dELS@EM10E0604938, dELS@EM10E0604939
g4	chr15:79213061-79213091	dELS@EM10E0604951
g4	chr15:79261361-79261382	dELS@EM10E0604975
g4	chr15:79261527-79261577	dELS@EM10E0604975
g4	chr15:79261591-79261613	dELS@EM10E0604975, dELS (CTCF-bound)@EM10E0604976
g4	chr15:79261767-79261806	dELS@EM10E0604975, dELS (CTCF-bound)@EM10E0604976
g4	chr15:79481533-79481551	pELS@EM10E0605116
g4	chr15:79505274-79505298	pELS (CTCF-bound)@EM10E0605123, PLS@EM10E0605124
g4	chr15:79505447-79505472	PLS@EM10E0605124
g4	chr15:79505472-79505517	PLS@EM10E0605124
g4	chr15:79505712-79505737	pELS@EM10E0605125
g4	chr15:79505748-79505778	pELS@EM10E0605125, pELS@EM10E0605126
g4	chr15:79505913-79505938	pELS@EM10E0605125, pELS@EM10E0605126
g4	chr15:79506004-79506035	pELS@EM10E0605125, pELS@EM10E0605126
g4	chr15:79511899-79511926	pELS (CTCF-bound)@EM10E0605130, pELS@EM10E0605129
g4	chr15:79605327-79605365	PLS@EM10E0605162, pELS@EM10E0605163
g4	chr15:79950879-79950906	dELS@EM10E0605376
