"Flipon"	"Coordinates"	"miRNA (+)"	"miRNA (-)"	"miRNA (intersection)"
"g4"	"chr2:122313769-122313789"	""	"miR-744 (1)"	""
"g4"	"chr2:122319960-122319982"	""	"miR-328 (1)"	""
"g4"	"chr2:122479890-122479914"	"miR-532 (1)"	""	""
"g4"	"chr2:122928101-122928116"	""	""	""
"g4"	"chr2:123154073-123154101"	""	""	""
"g4"	"chr2:123543138-123543185"	""	"miR-140 (1)"	""
"g4"	"chr2:123639260-123639291"	""	""	""
"g4"	"chr2:123697403-123697453"	""	""	""
"g4"	"chr2:123697580-123697608"	""	""	""
"g4"	"chr2:124003690-124003735"	""	""	""
"g4"	"chr2:124090432-124090455"	""	""	""
"g4"	"chr2:124090918-124090951"	"miR-125 (1)"	""	""
"g4"	"chr2:124268941-124269007"	""	"miR-328 (1)"	""
"g4"	"chr2:12466262-12466316"	"miR-491 (1)"	""	""
"g4"	"chr2:124693700-124693724"	""	""	""
"g4"	"chr2:124845485-124845533"	"miR-134 (1)"	""	""
"g4"	"chr2:124950718-124950745"	""	""	""
"g4"	"chr2:124961242-124961266"	""	""	""
"g4"	"chr2:124961285-124961312"	""	""	""
"g4"	"chr2:125506541-125506582"	"miR-1306 (1)"	"miR-491 (1)"	""
"g4"	"chr2:125506712-125506735"	"miR-491 (1)"	""	""
"g4"	"chr2:125648204-125648255"	""	""	""
"g4"	"chr2:125723183-125723203"	""	""	""
"g4"	"chr2:125723577-125723605"	""	"miR-532 (1)"	""
"g4"	"chr2:12581183-12581212"	""	""	""
"g4"	"chr2:126407787-126407805"	""	""	""
"g4"	"chr2:12735812-12735840"	""	""	""
"g4"	"chr2:127482213-127482248"	"miR-744 (1)"	"miR-99/100 (1)"	""
"g4"	"chr2:127541049-127541069"	""	""	""
"g4"	"chr2:127655955-127655987"	""	""	""
"g4"	"chr2:127655997-127656016"	"miR-204/211 (1)"	""	""
"g4"	"chr2:128698714-128698734"	""	"miR-423 (1)"	""
"g4"	"chr2:128698802-128698822"	""	""	""
"g4"	"chr2:12882758-12882777"	""	""	""
"g4"	"chr2:128910240-128910261"	"miR-328 (1)"	""	""
"g4"	"chr2:129592515-129592537"	""	""	""
"g4"	"chr2:129593148-129593182"	"miR-18 (1)"	""	""
"g4"	"chr2:129670268-129670301"	""	""	""
"g4"	"chr2:129886090-129886112"	""	""	""
"g4"	"chr2:129947406-129947430"	""	"miR-328 (1)"	""
"g4"	"chr2:13010557-13010596"	"miR-296 (1)"	"miR-296 (2)"	"miR-296"
"g4"	"chr2:13011116-13011149"	""	"miR-125 (1)"	""
"g4"	"chr2:130160638-130160666"	""	""	""
"g4"	"chr2:130160711-130160737"	""	""	""
"g4"	"chr2:130160855-130160881"	""	""	""
"g4"	"chr2:130294959-130294988"	""	""	""
"g4"	"chr2:130295143-130295187"	"miR-331 (2)"	""	""
"g4"	"chr2:130295209-130295241"	""	""	""
"g4"	"chr2:130295318-130295348"	"miR-296 (1)"	""	""
"g4"	"chr2:130295587-130295609"	""	""	""
"g4"	"chr2:130295617-130295635"	""	""	""
"g4"	"chr2:130295776-130295802"	""	"miR-744 (1)"	""
"g4"	"chr2:130362064-130362091"	"miR-331 (1)"	""	""
"g4"	"chr2:130397601-130397626"	""	""	""
"g4"	"chr2:130397748-130397776"	""	""	""
"g4"	"chr2:130406477-130406510"	"miR-185 (1)"	""	""
"g4"	"chr2:130576337-130576362"	"miR-10 (1), miR-339 (1)"	""	""
"g4"	"chr2:130580573-130580596"	""	"miR-491 (1)"	""
"g4"	"chr2:130582642-130582671"	"miR-665 (1)"	""	""
"g4"	"chr2:130635668-130635687"	""	""	""
"g4"	"chr2:130636178-130636205"	"miR-127 (1)"	""	""
"g4"	"chr2:130642320-130642338"	""	""	""
"g4"	"chr2:130697071-130697101"	""	""	""
"g4"	"chr2:130793172-130793196"	""	"miR-504 (1)"	""
"g4"	"chr2:131063376-131063397"	""	""	""
"g4"	"chr2:131110848-131110875"	""	""	""
"g4"	"chr2:131127295-131127321"	"miR-423 (1)"	"miR-615 (1)"	""
"g4"	"chr2:131147143-131147169"	""	""	""
"g4"	"chr2:131171637-131171657"	""	"miR-615 (1)"	""
"g4"	"chr2:131448911-131448948"	""	""	""
"g4"	"chr2:131562551-131562576"	""	""	""
"g4"	"chr2:131824738-131824753"	""	""	""
"g4"	"chr2:131969884-131969910"	""	""	""
"g4"	"chr2:132209928-132209961"	""	"miR-532 (1)"	""
"g4"	"chr2:132385217-132385246"	""	""	""
"g4"	"chr2:132385442-132385502"	""	"miR-423 (1)"	""
"g4"	"chr2:132429918-132429953"	""	""	""
"g4"	"chr2:133552107-133552128"	""	""	""
"g4"	"chr2:133552989-133553008"	""	""	""
"g4"	"chr2:133554774-133554809"	"miR-744 (1)"	""	""
"g4"	"chr2:134137514-134137531"	""	""	""
"g4"	"chr2:134168363-134168402"	""	""	""
"g4"	"chr2:134223690-134223720"	""	"miR-874 (1)"	""
"g4"	"chr2:134786501-134786530"	""	""	""
"g4"	"chr2:134786664-134786704"	""	""	""
"g4"	"chr2:135180267-135180288"	""	""	""
"g4"	"chr2:135180346-135180370"	"miR-532 (1)"	""	""
"g4"	"chr2:135545269-135545307"	""	"miR-185 (1)"	""
"g4"	"chr2:135545391-135545429"	""	"miR-185 (1)"	""
"g4"	"chr2:135563832-135563853"	""	""	""
"g4"	"chr2:135703549-135703586"	""	""	""
"g4"	"chr2:136030819-136030884"	"miR-328 (1)"	""	""
"g4"	"chr2:136059207-136059233"	""	""	""
"g4"	"chr2:136286832-136286898"	""	"miR-129 (1), miR-331 (1)"	""
"g4"	"chr2:137114792-137114821"	""	""	""
"g4"	"chr2:137267350-137267404"	""	"miR-10 (1), miR-532 (1)"	""
"g4"	"chr2:137819385-137819428"	"miR-296 (1)"	"miR-296 (1)"	"miR-296"
"g4"	"chr2:138256512-138256531"	""	""	""
"g4"	"chr2:138257147-138257173"	""	""	""
"g4"	"chr2:139159918-139159940"	""	""	""
"g4"	"chr2:139678288-139678322"	""	"miR-744 (1)"	""
"g4"	"chr2:139678530-139678563"	"miR-296 (1), miR-744 (1)"	"miR-296 (1)"	"miR-296"
"g4"	"chr2:140302497-140302535"	"miR-760 (1)"	""	""
"g4"	"chr2:140376462-140376530"	"miR-328 (1)"	""	""
"g4"	"chr2:140395161-140395189"	""	""	""
"g4"	"chr2:140395500-140395531"	""	""	""
"g4"	"chr2:140395741-140395783"	""	"miR-296 (1)"	""
"g4"	"chr2:140560726-140560759"	""	"miR-874 (1)"	""
"g4"	"chr2:140610982-140611031"	""	""	""
"g4"	"chr2:14140036-14140079"	"miR-488 (1)"	""	""
"g4"	"chr2:141453894-141453967"	"miR-1306 (1), miR-150 (1), miR-328 (1)"	""	""
"g4"	"chr2:141790831-141790858"	""	""	""
"g4"	"chr2:141967946-141967977"	""	""	""
"g4"	"chr2:142141166-142141215"	""	""	""
"g4"	"chr2:142623453-142623476"	""	""	""
"g4"	"chr2:142636417-142636448"	"miR-874 (1)"	""	""
"g4"	"chr2:142655539-142655596"	"miR-296 (1)"	"miR-185 (1), miR-296 (1), miR-299 (1), miR-491 (1)"	"miR-296"
"g4"	"chr2:142655611-142655634"	""	""	""
"g4"	"chr2:142655706-142655732"	""	"miR-185 (1)"	""
"g4"	"chr2:142720638-142720694"	"miR-328 (1), miR-532 (1)"	""	""
"g4"	"chr2:143280977-143281004"	""	""	""
"g4"	"chr2:143327125-143327158"	""	""	""
"g4"	"chr2:143388748-143388796"	""	"miR-874 (1)"	""
"g4"	"chr2:143546002-143546057"	""	"miR-615 (1)"	""
"g4"	"chr2:143862850-143862879"	"miR-744 (1)"	"miR-296 (1)"	""
"g4"	"chr2:144330812-144330842"	"miR-423 (1)"	""	""
"g4"	"chr2:144331707-144331749"	""	"miR-744 (1)"	""
"g4"	"chr2:145031438-145031460"	""	""	""
"g4"	"chr2:145167554-145167573"	""	""	""
"g4"	"chr2:145167691-145167722"	""	""	""
"g4"	"chr2:145168327-145168352"	""	""	""
"g4"	"chr2:145536026-145536046"	""	""	""
"g4"	"chr2:145640536-145640589"	""	"let-7/miR-98 (1)"	""
"g4"	"chr2:145653832-145653886"	""	"miR-140 (1)"	""
"g4"	"chr2:145674997-145675021"	"miR-532 (1)"	""	""
"g4"	"chr2:145860301-145860327"	""	""	""
"g4"	"chr2:146092991-146093039"	""	""	""
"g4"	"chr2:146096959-146096981"	""	""	""
"g4"	"chr2:146218086-146218113"	""	""	""
"g4"	"chr2:146218410-146218438"	""	"miR-296 (1)"	""
"g4"	"chr2:146218452-146218472"	""	""	""
"g4"	"chr2:146577911-146577940"	""	""	""
"g4"	"chr2:146767028-146767068"	""	""	""
"g4"	"chr2:147084645-147084675"	""	"miR-296 (1)"	""
"g4"	"chr2:147084683-147084754"	""	"miR-744 (1)"	""
"g4"	"chr2:147085366-147085393"	""	"miR-296 (1)"	""
"g4"	"chr2:147184559-147184578"	""	""	""
"g4"	"chr2:147185866-147185888"	""	""	""
"g4"	"chr2:147186124-147186146"	""	""	""
"g4"	"chr2:147186457-147186488"	""	"miR-204/211 (1)"	""
"g4"	"chr2:147194287-147194321"	"miR-1249 (1)"	""	""
"g4"	"chr2:147194336-147194361"	"miR-744 (1)"	""	""
"g4"	"chr2:147194437-147194476"	""	""	""
"g4"	"chr2:147368692-147368719"	""	""	""
"g4"	"chr2:148003094-148003148"	""	""	""
"g4"	"chr2:148044874-148044894"	""	""	""
"g4"	"chr2:148046003-148046019"	""	""	""
"g4"	"chr2:148269833-148269857"	"miR-330 (1)"	""	""
"g4"	"chr2:148307886-148307909"	""	""	""
"g4"	"chr2:148594250-148594276"	""	""	""
"g4"	"chr2:148848599-148848625"	""	""	""
"g4"	"chr2:148954011-148954077"	""	"miR-328 (1)"	""
"g4"	"chr2:149248566-149248610"	""	""	""
"g4"	"chr2:149378651-149378690"	""	""	""
"g4"	"chr2:149654306-149654360"	""	"miR-874 (1)"	""
"g4"	"chr2:149785164-149785183"	""	""	""
"g4"	"chr2:150043792-150043815"	""	""	""
"g4"	"chr2:150399598-150399634"	""	""	""
"g4"	"chr2:150688753-150688774"	""	""	""
"g4"	"chr2:151009130-151009174"	""	"miR-151a (1), miR-615 (1)"	""
"g4"	"chr2:151009195-151009223"	"miR-532 (1)"	""	""
"g4"	"chr2:151359711-151359733"	""	""	""
"g4"	"chr2:151580709-151580732"	""	"miR-99/100 (1)"	""
"g4"	"chr2:15158279-15158305"	""	""	""
"g4"	"chr2:151593333-151593361"	""	""	""
"g4"	"chr2:151593831-151593857"	"miR-330 (1)"	""	""
"g4"	"chr2:151601085-151601123"	""	""	""
"g4"	"chr2:151632396-151632425"	"miR-485 (1)"	""	""
"g4"	"chr2:151632547-151632569"	""	""	""
"g4"	"chr2:151670174-151670205"	"miR-423 (1)"	""	""
"g4"	"chr2:151670622-151670657"	""	"miR-1249 (1)"	""
"g4"	"chr2:151702470-151702505"	""	""	""
"g4"	"chr2:151702720-151702753"	"miR-615 (1)"	"miR-485 (1)"	""
"g4"	"chr2:151702837-151702880"	""	""	""
"g4"	"chr2:151781417-151781443"	""	""	""
"g4"	"chr2:151781773-151781826"	""	"miR-150 (3), miR-483 (4)"	""
"g4"	"chr2:152000063-152000089"	""	""	""
"g4"	"chr2:152029381-152029412"	""	""	""
"g4"	"chr2:152048256-152048281"	""	""	""
"g4"	"chr2:152048526-152048559"	""	""	""
"g4"	"chr2:152056692-152056713"	""	""	""
"g4"	"chr2:152082015-152082040"	"miR-874 (1)"	""	""
"g4"	"chr2:152082188-152082214"	"miR-125 (1)"	""	""
"g4"	"chr2:152093292-152093335"	""	""	""
"g4"	"chr2:152093360-152093402"	"miR-744 (1)"	""	""
"g4"	"chr2:152143777-152143800"	""	""	""
"g4"	"chr2:152495576-152495599"	""	""	""
"g4"	"chr2:152612321-152612374"	""	"miR-28/708 (2), miR-423 (1)"	""
"g4"	"chr2:152619732-152619756"	""	""	""
"g4"	"chr2:152626913-152626936"	"miR-744 (1)"	""	""
"g4"	"chr2:152627129-152627165"	""	""	""
"g4"	"chr2:152735070-152735100"	"miR-24 (1)"	"miR-125 (1)"	""
"g4"	"chr2:152739296-152739313"	""	""	""
"g4"	"chr2:152739530-152739552"	""	"miR-423 (1)"	""
"g4"	"chr2:152911031-152911056"	""	""	""
"g4"	"chr2:152914276-152914312"	""	""	""
"g4"	"chr2:152943455-152943478"	""	""	""
"g4"	"chr2:152943512-152943533"	""	"miR-491 (1)"	""
"g4"	"chr2:153031792-153031817"	""	""	""
"g4"	"chr2:153032084-153032108"	"miR-744 (1)"	""	""
"g4"	"chr2:153038932-153038953"	"miR-532 (1)"	""	""
"g4"	"chr2:153039015-153039033"	""	""	""
"g4"	"chr2:153039046-153039064"	""	""	""
"g4"	"chr2:153039077-153039095"	"miR-532 (1)"	""	""
"g4"	"chr2:15304595-15304662"	"miR-328 (1)"	""	""
"g4"	"chr2:153070734-153070754"	""	""	""
"g4"	"chr2:153071504-153071529"	""	"miR-329/362 (1), miR-365 (1)"	""
"g4"	"chr2:153108762-153108784"	""	""	""
"g4"	"chr2:153336935-153336960"	""	""	""
"g4"	"chr2:153336978-153336995"	""	""	""
"g4"	"chr2:153417613-153417642"	""	""	""
"g4"	"chr2:153435270-153435332"	""	""	""
"g4"	"chr2:153443519-153443534"	""	""	""
"g4"	"chr2:153444165-153444190"	""	""	""
"g4"	"chr2:153444516-153444542"	""	"miR-331 (1)"	""
"g4"	"chr2:153444587-153444613"	""	""	""
"g4"	"chr2:153444624-153444671"	""	""	""
"g4"	"chr2:153444727-153444768"	"miR-185 (1)"	"miR-483 (2)"	""
"g4"	"chr2:153445539-153445582"	""	""	""
"g4"	"chr2:153483452-153483467"	""	""	""
"g4"	"chr2:153483541-153483569"	"miR-331 (1)"	""	""
"g4"	"chr2:153483595-153483615"	""	"miR-744 (1)"	""
"g4"	"chr2:153492967-153492994"	""	""	""
"g4"	"chr2:153522395-153522429"	""	""	""
"g4"	"chr2:153527916-153527942"	""	"miR-194 (1)"	""
"g4"	"chr2:153528085-153528105"	""	""	""
"g4"	"chr2:153528137-153528175"	""	""	""
"g4"	"chr2:153528308-153528336"	""	""	""
"g4"	"chr2:153528502-153528522"	""	""	""
"g4"	"chr2:153528741-153528777"	"miR-744 (1)"	"miR-296 (1)"	""
"g4"	"chr2:153528917-153528952"	""	"miR-491 (1)"	""
"g4"	"chr2:153529084-153529099"	""	""	""
"g4"	"chr2:153529132-153529156"	""	""	""
"g4"	"chr2:153529270-153529287"	""	""	""
"g4"	"chr2:153529370-153529401"	""	""	""
"g4"	"chr2:153529825-153529854"	""	""	""
"g4"	"chr2:153530101-153530129"	""	"miR-331 (1)"	""
"g4"	"chr2:153530338-153530391"	""	"miR-744 (1)"	""
"g4"	"chr2:153560817-153560860"	""	"miR-493 (1)"	""
"g4"	"chr2:153649870-153649899"	""	""	""
"g4"	"chr2:15371131-15371169"	""	""	""
"g4"	"chr2:153841534-153841558"	""	""	""
"g4"	"chr2:153942106-153942141"	"miR-34/449 (1)"	""	""
"g4"	"chr2:153942157-153942192"	"miR-34/449 (1)"	""	""
"g4"	"chr2:153956253-153956281"	"miR-491 (1)"	""	""
"g4"	"chr2:15406873-15406916"	""	"miR-532 (1)"	""
"g4"	"chr2:154151778-154151845"	""	"miR-328 (1)"	""
"g4"	"chr2:154407651-154407681"	"miR-874 (1)"	""	""
"g4"	"chr2:154407900-154407920"	""	""	""
"g4"	"chr2:154549411-154549458"	"miR-128 (1), miR-491 (1)"	"miR-125 (1), miR-140 (1), miR-873 (1)"	""
"g4"	"chr2:154549515-154549537"	""	""	""
"g4"	"chr2:154715127-154715149"	""	""	""
"g4"	"chr2:154973733-154973778"	""	""	""
"g4"	"chr2:155506265-155506302"	""	"miR-488 (1)"	""
"g4"	"chr2:155514599-155514622"	""	""	""
"g4"	"chr2:155514848-155514874"	""	""	""
"g4"	"chr2:155622973-155623004"	""	""	""
"g4"	"chr2:155626015-155626039"	""	"miR-188 (1)"	""
"g4"	"chr2:155628907-155628937"	"miR-330 (1)"	""	""
"g4"	"chr2:155629725-155629753"	""	""	""
"g4"	"chr2:155632760-155632787"	""	"miR-504 (1)"	""
"g4"	"chr2:155775663-155775685"	""	""	""
"g4"	"chr2:155775734-155775760"	"miR-744 (1)"	"miR-296 (1)"	""
"g4"	"chr2:156420354-156420399"	"miR-193 (1)"	"miR-133 (1), miR-140 (1), miR-331 (1), miR-504 (1)"	""
"g4"	"chr2:156420978-156421014"	"miR-744 (1)"	""	""
"g4"	"chr2:15642176-15642198"	""	""	""
"g4"	"chr2:156447729-156447767"	""	""	""
"g4"	"chr2:156475908-156475930"	""	""	""
"g4"	"chr2:156587793-156587809"	""	""	""
"g4"	"chr2:156613469-156613494"	""	""	""
"g4"	"chr2:156613522-156613563"	"miR-296 (1)"	""	""
"g4"	"chr2:156613622-156613644"	""	""	""
"g4"	"chr2:156613726-156613758"	""	""	""
"g4"	"chr2:156614190-156614218"	""	""	""
"g4"	"chr2:156614605-156614634"	""	""	""
"g4"	"chr2:156711198-156711224"	"miR-455 (1)"	"miR-491 (1)"	""
"g4"	"chr2:156748566-156748589"	"miR-744 (1)"	""	""
"g4"	"chr2:156775330-156775351"	""	""	""
"g4"	"chr2:157078189-157078226"	""	""	""
"g4"	"chr2:157078632-157078664"	""	""	""
"g4"	"chr2:157079256-157079313"	""	"miR-744 (1)"	""
"g4"	"chr2:157249487-157249536"	""	""	""
"g4"	"chr2:157424421-157424446"	""	"miR-744 (2)"	""
"g4"	"chr2:157424672-157424707"	""	""	""
"g4"	"chr2:157424803-157424836"	""	"miR-485 (1)"	""
"g4"	"chr2:157464888-157464920"	""	""	""
"g4"	"chr2:157503950-157503973"	""	"miR-491 (1)"	""
"g4"	"chr2:157558479-157558500"	""	"miR-491 (1)"	""
"g4"	"chr2:157560274-157560294"	""	"miR-532 (1)"	""
"g4"	"chr2:157560341-157560365"	""	""	""
"g4"	"chr2:157560413-157560433"	""	""	""
"g4"	"chr2:157560448-157560473"	"miR-339 (1)"	""	""
"g4"	"chr2:157561422-157561451"	"miR-744 (2)"	""	""
"g4"	"chr2:157914444-157914472"	""	""	""
"g4"	"chr2:157914571-157914597"	""	""	""
"g4"	"chr2:157914728-157914760"	""	""	""
"g4"	"chr2:157944439-157944460"	""	""	""
"g4"	"chr2:157944481-157944512"	""	""	""
"g4"	"chr2:158146400-158146440"	"miR-296 (1), miR-744 (1)"	""	""
"g4"	"chr2:158224018-158224041"	"miR-299 (1)"	"miR-129 (1)"	""
"g4"	"chr2:158251025-158251070"	""	"miR-133 (6)"	""
"g4"	"chr2:158258161-158258180"	""	""	""
"g4"	"chr2:158615032-158615080"	""	""	""
"g4"	"chr2:158615149-158615174"	""	""	""
"g4"	"chr2:158839511-158839536"	""	""	""
"g4"	"chr2:159636985-159637017"	""	""	""
"g4"	"chr2:159771070-159771121"	""	""	""
"g4"	"chr2:160365625-160365650"	""	"miR-339 (1), miR-378a (1)"	""
"g4"	"chr2:160365659-160365688"	""	"miR-1249 (1), miR-874 (1)"	""
"g4"	"chr2:160366772-160366808"	""	""	""
"g4"	"chr2:160367431-160367456"	""	""	""
"g4"	"chr2:160367491-160367524"	"miR-328 (1)"	""	""
"g4"	"chr2:160367624-160367644"	""	""	""
"g4"	"chr2:160367786-160367815"	"miR-329/362 (1)"	""	""
"g4"	"chr2:16040024-16040041"	""	""	""
"g4"	"chr2:160732148-160732174"	""	""	""
"g4"	"chr2:160911970-160911999"	""	""	""
"g4"	"chr2:160912339-160912368"	""	""	""
"g4"	"chr2:161082086-161082114"	""	""	""
"g4"	"chr2:161109314-161109330"	""	""	""
"g4"	"chr2:161109344-161109372"	"miR-744 (1)"	""	""
"g4"	"chr2:161145917-161145943"	""	""	""
"g4"	"chr2:161235555-161235579"	""	""	""
"g4"	"chr2:161616319-161616398"	""	"miR-31 (1)"	""
"g4"	"chr2:16174703-16174730"	""	""	""
"g4"	"chr2:161934481-161934506"	""	"miR-205 (1)"	""
"g4"	"chr2:16249999-16250050"	""	""	""
"g4"	"chr2:162531153-162531178"	""	""	""
"g4"	"chr2:162660930-162660964"	""	""	""
"g4"	"chr2:162661096-162661126"	""	""	""
"g4"	"chr2:163204806-163204822"	""	""	""
"g4"	"chr2:163225359-163225383"	""	""	""
"g4"	"chr2:163447803-163447823"	""	""	""
"g4"	"chr2:163547211-163547235"	""	""	""
"g4"	"chr2:16355737-16355761"	""	""	""
"g4"	"chr2:16356226-16356248"	""	""	""
"g4"	"chr2:163863580-163863608"	""	""	""
"g4"	"chr2:163918421-163918453"	"miR-193 (1), miR-296 (1), miR-331 (1), miR-423 (1)"	"miR-296 (1), miR-532 (1)"	"miR-296"
"g4"	"chr2:163919048-163919079"	"miR-744 (1)"	""	""
"g4"	"chr2:164404450-164404480"	""	""	""
"g4"	"chr2:164404651-164404677"	"miR-491 (1)"	""	""
"g4"	"chr2:164486501-164486524"	""	"miR-744 (1)"	""
"g4"	"chr2:164486756-164486784"	""	""	""
"g4"	"chr2:164486835-164486856"	""	""	""
"g4"	"chr2:164523318-164523339"	""	""	""
"g4"	"chr2:164563288-164563304"	""	""	""
"g4"	"chr2:164668067-164668130"	""	"miR-150 (3), miR-483 (3)"	""
"g4"	"chr2:164786013-164786038"	""	""	""
"g4"	"chr2:16481940-16481959"	""	""	""
"g4"	"chr2:164952751-164952787"	""	"miR-329/362 (1)"	""
"g4"	"chr2:164961014-164961064"	"miR-744 (1)"	""	""
"g4"	"chr2:164961076-164961112"	"miR-744 (1)"	""	""
"g4"	"chr2:164961230-164961254"	""	""	""
"g4"	"chr2:164961269-164961293"	""	""	""
"g4"	"chr2:164968109-164968138"	""	""	""
"g4"	"chr2:164969225-164969242"	"miR-744 (1)"	""	""
"g4"	"chr2:164969460-164969494"	""	"miR-423 (1)"	""
"g4"	"chr2:164970735-164970768"	""	""	""
"g4"	"chr2:164997493-164997527"	""	"miR-330 (1), miR-760 (1)"	""
"g4"	"chr2:164997566-164997600"	"miR-874 (1)"	""	""
"g4"	"chr2:164997759-164997786"	"miR-615 (1)"	"miR-491 (1)"	""
"g4"	"chr2:165106168-165106205"	"miR-299 (1)"	""	""
"g4"	"chr2:165112697-165112716"	""	""	""
"g4"	"chr2:165133894-165133918"	""	""	""
"g4"	"chr2:165141952-165141988"	""	""	""
"g4"	"chr2:165157218-165157245"	""	"miR-744 (1)"	""
"g4"	"chr2:16516921-16516951"	""	""	""
"g4"	"chr2:165181229-165181257"	"miR-378a (1)"	"miR-324 (1), miR-455 (1)"	""
"g4"	"chr2:165233256-165233283"	""	""	""
"g4"	"chr2:165234156-165234191"	""	""	""
"g4"	"chr2:165234403-165234424"	""	""	""
"g4"	"chr2:165234464-165234499"	""	""	""
"g4"	"chr2:165234894-165234924"	""	""	""
"g4"	"chr2:165504004-165504027"	""	"miR-330 (1), miR-760 (1)"	""
"g4"	"chr2:165504076-165504097"	"miR-331 (1)"	""	""
"g4"	"chr2:165504115-165504139"	""	""	""
"g4"	"chr2:166153961-166153988"	""	""	""
"g4"	"chr2:166154774-166154798"	"miR-744 (1)"	""	""
"g4"	"chr2:166154963-166154997"	""	""	""
"g4"	"chr2:166155076-166155099"	""	""	""
"g4"	"chr2:166364732-166364821"	""	"miR-423 (2), miR-744 (3)"	""
"g4"	"chr2:166374515-166374548"	""	""	""
"g4"	"chr2:166389963-166389984"	""	""	""
"g4"	"chr2:166441978-166442024"	"miR-495 (1)"	"miR-296 (1)"	""
"g4"	"chr2:166467771-166467810"	"let-7/miR-98 (1)"	""	""
"g4"	"chr2:166549699-166549722"	"miR-124 (1)"	""	""
"g4"	"chr2:167105207-167105231"	"miR-423 (1)"	""	""
"g4"	"chr2:167188637-167188659"	""	""	""
"g4"	"chr2:167188895-167188926"	""	""	""
"g4"	"chr2:167189027-167189050"	""	""	""
"g4"	"chr2:167190211-167190234"	""	""	""
"g4"	"chr2:167206590-167206617"	"miR-10 (1)"	"miR-744 (1)"	""
"g4"	"chr2:167206676-167206725"	"miR-331 (1)"	"miR-138 (1), miR-744 (1)"	""
"g4"	"chr2:167240557-167240578"	""	""	""
"g4"	"chr2:167538886-167538906"	""	""	""
"g4"	"chr2:167563608-167563629"	""	""	""
"g4"	"chr2:167563908-167563931"	""	""	""
"g4"	"chr2:167597772-167597795"	""	""	""
"g4"	"chr2:167597808-167597863"	""	"miR-10 (1), miR-339 (1)"	""
"g4"	"chr2:167721821-167721849"	"miR-423 (1)"	"miR-532 (1)"	""
"g4"	"chr2:167722040-167722067"	"miR-125 (1)"	"miR-24 (1)"	""
"g4"	"chr2:167722098-167722122"	""	""	""
"g4"	"chr2:167722184-167722203"	""	""	""
"g4"	"chr2:167741301-167741324"	""	""	""
"g4"	"chr2:167741332-167741355"	""	""	""
"g4"	"chr2:167747612-167747655"	""	"miR-331 (1), miR-532 (1)"	""
"g4"	"chr2:167750394-167750409"	""	""	""
"g4"	"chr2:167750422-167750437"	""	""	""
"g4"	"chr2:167761586-167761611"	""	"miR-10 (1), miR-339 (1)"	""
"g4"	"chr2:167769771-167769803"	""	"miR-339 (1), miR-874 (1)"	""
"g4"	"chr2:167770115-167770136"	""	""	""
"g4"	"chr2:167771491-167771506"	""	""	""
"g4"	"chr2:167772695-167772718"	""	""	""
"g4"	"chr2:167809420-167809439"	""	""	""
"g4"	"chr2:167833349-167833391"	"miR-423 (1)"	"miR-133 (1), miR-331 (1)"	""
"g4"	"chr2:167988979-167988995"	""	""	""
"g4"	"chr2:167992748-167992769"	"miR-504 (1)"	""	""
"g4"	"chr2:167993083-167993116"	""	""	""
"g4"	"chr2:167993101-167993129"	""	"miR-331 (1), miR-486 (1)"	""
"g4"	"chr2:168081369-168081400"	"miR-744 (1)"	""	""
"g4"	"chr2:168117719-168117788"	"miR-150 (1)"	"miR-296 (1), miR-491 (1)"	""
"g4"	"chr2:168117803-168117823"	"miR-133 (1)"	""	""
"g4"	"chr2:168145433-168145458"	""	""	""
"g4"	"chr2:168281181-168281212"	"miR-423 (1)"	""	""
"g4"	"chr2:168318504-168318536"	""	""	""
"g4"	"chr2:168364613-168364641"	""	"miR-133 (2)"	""
"g4"	"chr2:168524873-168524903"	""	"miR-330 (1)"	""
"g4"	"chr2:168525650-168525679"	""	""	""
"g4"	"chr2:168635040-168635074"	"miR-204/211 (1)"	""	""
"g4"	"chr2:168686420-168686443"	""	""	""
"g4"	"chr2:168741648-168741671"	""	""	""
"g4"	"chr2:168766087-168766119"	"miR-296 (1)"	""	""
"g4"	"chr2:168912026-168912060"	""	""	""
"g4"	"chr2:168912445-168912469"	""	"miR-744 (1)"	""
"g4"	"chr2:16911614-16911642"	""	"miR-874 (1)"	""
"g4"	"chr2:169218127-169218149"	"miR-379 (1)"	"miR-339 (1)"	""
"g4"	"chr2:169360834-169360850"	""	""	""
"g4"	"chr2:169634022-169634045"	""	""	""
"g4"	"chr2:169924887-169924914"	""	""	""
"g4"	"chr2:170261888-170261920"	""	""	""
"g4"	"chr2:170497248-170497269"	""	""	""
"g4"	"chr2:170497699-170497715"	""	""	""
"g4"	"chr2:17052914-17052941"	""	""	""
"g4"	"chr2:170731540-170731563"	""	"miR-188 (1)"	""
"g4"	"chr2:170731691-170731720"	""	""	""
"g4"	"chr2:170782024-170782044"	""	""	""
"g4"	"chr2:17097489-17097512"	""	""	""
"g4"	"chr2:171078605-171078629"	""	""	""
"g4"	"chr2:171411669-171411758"	""	""	""
"g4"	"chr2:171731724-171731756"	""	""	""
"g4"	"chr2:171731766-171731805"	"miR-296 (1)"	"miR-296 (1)"	"miR-296"
"g4"	"chr2:17210982-17211012"	""	""	""
"g4"	"chr2:172289798-172289832"	""	"miR-185 (1)"	""
"g4"	"chr2:172409734-172409769"	""	""	""
