Gene ID	Transcript ID	Gene Name	Gene Type	Flipon	Flipons per promoter
ENSMUSG00000021281.15	ENSMUST00000102745.9	Tnfaip2	protein_coding	z-dna	2
ENSMUSG00000005917.15	ENSMUST00000006071.13	Otx1	protein_coding	g4	2
ENSMUSG00000005533.10	ENSMUST00000005671.9	Igf1r	protein_coding	g4	2
ENSMUSG00000003352.14	ENSMUST00000230490.1	Cacnb3	protein_coding	z-dna	2
ENSMUSG00000003352.14	ENSMUST00000109150.8	Cacnb3	protein_coding	g4	2
ENSMUSG00000015143.15	ENSMUST00000167327.1	Actn1	protein_coding	g4	2
ENSMUSG00000022408.7	ENSMUST00000023044.6	Fam83f	protein_coding	z-dna	2
ENSMUSG00000003352.14	ENSMUST00000003442.8	Cacnb3	protein_coding	g4	2
ENSMUSG00000021262.15	ENSMUST00000021689.13	Evl	protein_coding	z-dna	2
ENSMUSG00000098293.1	ENSMUST00000183837.1	Mir6991	miRNA	z-dna	2
ENSMUSG00000021010.9	ENSMUST00000223057.1	Npas3	protein_coding	h-dna	2
ENSMUSG00000098293.1	ENSMUST00000183837.1	Mir6991	miRNA	g4	2
ENSMUSG00000103698.1	ENSMUST00000192578.1	Gm17877	processed_pseudogene	h-dna	2
ENSMUSG00000022382.15	ENSMUST00000229191.1	Wnt7b	protein_coding	g4	2
ENSMUSG00000020953.17	ENSMUST00000085412.6	Coch	protein_coding	z-dna	2
ENSMUSG00000021263.11	ENSMUST00000167978.8	Degs2	protein_coding	z-dna	2
ENSMUSG00000002908.17	ENSMUST00000212611.1	Kcnn1	protein_coding	g4	2
ENSMUSG00000002900.17	ENSMUST00000239496.1	Lamb1	protein_coding	z-dna	2
ENSMUSG00000097621.1	ENSMUST00000181113.1	Gm26562	lincRNA	z-dna	2
ENSMUSG00000022382.15	ENSMUST00000023015.14	Wnt7b	protein_coding	z-dna	2
ENSMUSG00000020953.17	ENSMUST00000085412.6	Coch	protein_coding	g4	2
ENSMUSG00000113570.1	ENSMUST00000220644.1	Gm5953	TEC	g4	2
ENSMUSG00000097960.1	ENSMUST00000183235.1	A330074K22Rik	lincRNA	g4	2
ENSMUSG00000105565.1	ENSMUST00000196851.1	Gm43566	sense_intronic	g4	2
ENSMUSG00000107353.1	ENSMUST00000202548.1	4930430O22Rik	antisense	g4	2
ENSMUSG00000000567.5	ENSMUST00000000579.2	Sox9	protein_coding	z-dna	2
ENSMUSG00000000560.9	ENSMUST00000197284.4	Gabra2	protein_coding	z-dna	2
ENSMUSG00000009376.15	ENSMUST00000115443.7	Met	protein_coding	g4	2
ENSMUSG00000010154.7	ENSMUST00000010298.6	Spire2	protein_coding	z-dna	2
ENSMUSG00000022091.6	ENSMUST00000227259.1	Sorbs3	protein_coding	g4	2
ENSMUSG00000000489.7	ENSMUST00000000500.7	Pdgfb	protein_coding	g4	2
ENSMUSG00000019796.12	ENSMUST00000130590.7	Lrp11	protein_coding	z-dna	2
ENSMUSG00000010067.13	ENSMUST00000122225.7	Rassf1	protein_coding	z-dna	2
ENSMUSG00000107265.1	ENSMUST00000201750.1	Gm15469	antisense	g4	2
ENSMUSG00000000631.20	ENSMUST00000108375.8	Myo18a	protein_coding	g4	2
ENSMUSG00000099928.1	ENSMUST00000191263.1	Gm29202	antisense	z-dna	2
ENSMUSG00000094599.1	ENSMUST00000178370.1	Snord116l3	snoRNA	sidd	2
ENSMUSG00000019851.8	ENSMUST00000019998.8	Perp	protein_coding	z-dna	2
ENSMUSG00000100707.1	ENSMUST00000190040.1	Gm28523	antisense	h-dna	2
ENSMUSG00000000359.3	ENSMUST00000000369.3	Rem1	protein_coding	g4	2
ENSMUSG00000019853.6	ENSMUST00000213153.1	Hebp2	protein_coding	z-dna	2
ENSMUSG00000100037.1	ENSMUST00000191034.1	Gm29103	processed_transcript	z-dna	2
ENSMUSG00000019856.14	ENSMUST00000020003.14	Fam184a	protein_coding	z-dna	2
ENSMUSG00000009376.15	ENSMUST00000115443.7	Met	protein_coding	z-dna	2
ENSMUSG00000000632.13	ENSMUST00000000646.13	Sez6	protein_coding	g4	2
ENSMUSG00000021696.9	ENSMUST00000022207.9	Elovl7	protein_coding	g4	2
ENSMUSG00000095440.2	ENSMUST00000213610.1	Fignl2	protein_coding	z-dna	2
ENSMUSG00000108062.1	ENSMUST00000205205.1	Gm44028	lincRNA	z-dna	2
ENSMUSG00000009097.10	ENSMUST00000232335.1	Tbx1	protein_coding	g4	2
ENSMUSG00000010311.15	ENSMUST00000153617.8	Optc	protein_coding	g4	2
ENSMUSG00000019194.15	ENSMUST00000211945.1	Scn1b	protein_coding	z-dna	2
ENSMUSG00000019230.14	ENSMUST00000046870.12	Lhx9	protein_coding	g4	2
ENSMUSG00000022099.17	ENSMUST00000110984.3	Dmtn	protein_coding	g4	2
ENSMUSG00000020331.9	ENSMUST00000099513.7	Hcn2	protein_coding	z-dna	2
ENSMUSG00000000881.12	ENSMUST00000087984.10	Dlg3	protein_coding	g4	2
ENSMUSG00000019368.13	ENSMUST00000019512.7	Sec14l4	protein_coding	g4	2
ENSMUSG00000117872.1	ENSMUST00000237668.1	A530088E08Rik	antisense	z-dna	2
ENSMUSG00000024074.8	ENSMUST00000112498.2	Crim1	protein_coding	g4	2
ENSMUSG00000009216.7	ENSMUST00000151224.2	Fam163b	protein_coding	z-dna	2
ENSMUSG00000113199.1	ENSMUST00000222777.1	Gm9229	unprocessed_pseudogene	g4	2
ENSMUSG00000019590.16	ENSMUST00000184086.7	Cyb561	protein_coding	z-dna	2
ENSMUSG00000021730.8	ENSMUST00000006991.8	Hcn1	protein_coding	z-dna	2
ENSMUSG00000010175.13	ENSMUST00000175916.7	Prox1	protein_coding	g4	2
ENSMUSG00000107906.1	ENSMUST00000122096.2	Eif4a3l2	protein_coding	g4	2
ENSMUSG00000107859.1	ENSMUST00000203909.1	Gm30731	lincRNA	z-dna	2
ENSMUSG00000021994.15	ENSMUST00000063465.11	Wnt5a	protein_coding	z-dna	2
ENSMUSG00000112975.1	ENSMUST00000169148.2	Gm21297	processed_pseudogene	z-dna	2
ENSMUSG00000112968.1	ENSMUST00000220658.1	Gm48530	lincRNA	z-dna	2
ENSMUSG00000021974.15	ENSMUST00000022545.13	Fgf9	protein_coding	h-dna	2
ENSMUSG00000021838.17	ENSMUST00000100672.10	Samd4	protein_coding	z-dna	2
ENSMUSG00000093910.2	ENSMUST00000212715.1	Zfp853	protein_coding	g4	2
ENSMUSG00000024451.9	ENSMUST00000237272.1	Arap3	protein_coding	g4	2
ENSMUSG00000020052.9	ENSMUST00000020243.9	Ascl1	protein_coding	z-dna	2
ENSMUSG00000106896.1	ENSMUST00000202923.1	G630022F23Rik	TEC	z-dna	2
ENSMUSG00000118394.1	ENSMUST00000238664.1	Gm50475	lincRNA	g4	2
ENSMUSG00000093753.1	ENSMUST00000176106.1	Gm28577	processed_transcript	h-dna	2
ENSMUSG00000021974.15	ENSMUST00000074654.11	Fgf9	protein_coding	g4	2
ENSMUSG00000106594.1	ENSMUST00000198220.1	4930432H08Rik	lincRNA	g4	2
ENSMUSG00000021991.9	ENSMUST00000022567.8	Cacna2d3	protein_coding	g4	2
ENSMUSG00000093749.1	ENSMUST00000175729.1	4921523L03Rik	antisense	z-dna	2
ENSMUSG00000106862.1	ENSMUST00000201951.1	Gm42811	TEC	g4	2
ENSMUSG00000118512.1	ENSMUST00000239088.1	AC160993.1	processed_pseudogene	h-dna	2
ENSMUSG00000020023.18	ENSMUST00000065060.11	Tmcc3	protein_coding	g4	2
ENSMUSG00000009900.7	ENSMUST00000010044.7	Wnt3a	protein_coding	g4	2
ENSMUSG00000112571.1	ENSMUST00000217855.1	Gm48207	TEC	h-dna	2
ENSMUSG00000021943.7	ENSMUST00000168727.2	Gdf10	protein_coding	z-dna	2
ENSMUSG00000000093.6	ENSMUST00000000095.6	Tbx2	protein_coding	z-dna	2
ENSMUSG00000093974.1	ENSMUST00000178936.1	Snord116l17	snoRNA	sidd	2
ENSMUSG00000021983.16	ENSMUST00000080368.12	Atp8a2	protein_coding	g4	2
ENSMUSG00000020067.8	ENSMUST00000095580.2	Mypn	protein_coding	h-dna	2
ENSMUSG00000100510.7	ENSMUST00000223675.1	Hand2os1	processed_transcript	g4	2
ENSMUSG00000024245.4	ENSMUST00000025092.4	Tmem178	protein_coding	z-dna	2
ENSMUSG00000118280.1	ENSMUST00000235607.1	Gm41804	lincRNA	g4	2
ENSMUSG00000024245.4	ENSMUST00000025092.4	Tmem178	protein_coding	g4	2
ENSMUSG00000020131.14	ENSMUST00000020340.14	Pcsk4	protein_coding	g4	2
ENSMUSG00000010066.15	ENSMUST00000168532.7	Cacna2d2	protein_coding	g4	2
ENSMUSG00000000266.11	ENSMUST00000112990.7	Mid2	protein_coding	g4	2
ENSMUSG00000118280.1	ENSMUST00000235607.1	Gm41804	lincRNA	z-dna	2
ENSMUSG00000024247.14	ENSMUST00000170794.7	Pkdcc	protein_coding	g4	2
ENSMUSG00000010066.15	ENSMUST00000166799.7	Cacna2d2	protein_coding	g4	2
ENSMUSG00000021796.15	ENSMUST00000049005.14	Bmpr1a	protein_coding	z-dna	2
ENSMUSG00000020105.9	ENSMUST00000074807.7	Lrig3	protein_coding	z-dna	2
ENSMUSG00000024268.16	ENSMUST00000025117.13	Celf4	protein_coding	z-dna	2
ENSMUSG00000019894.14	ENSMUST00000074204.11	Slc6a15	protein_coding	z-dna	2
ENSMUSG00000020090.7	ENSMUST00000020287.7	Npffr1	protein_coding	z-dna	2
ENSMUSG00000020090.7	ENSMUST00000020287.7	Npffr1	protein_coding	g4	2
ENSMUSG00000010064.15	ENSMUST00000193932.5	Slc38a3	protein_coding	g4	2
ENSMUSG00000024304.14	ENSMUST00000025166.13	Cdh2	protein_coding	g4	2
ENSMUSG00000020388.12	ENSMUST00000018755.9	Pdlim4	protein_coding	g4	2
ENSMUSG00000020176.17	ENSMUST00000093321.11	Grb10	protein_coding	g4	2
ENSMUSG00000096019.1	ENSMUST00000102033.2	Gm26504	snoRNA	sidd	2
ENSMUSG00000020396.8	ENSMUST00000093369.4	Nefh	protein_coding	g4	2
ENSMUSG00000024008.16	ENSMUST00000024805.14	Cpne5	protein_coding	g4	2
ENSMUSG00000010760.5	ENSMUST00000010904.4	Phlda2	protein_coding	g4	2
ENSMUSG00000020019.4	ENSMUST00000020204.4	Ntn4	protein_coding	z-dna	2
ENSMUSG00000008575.17	ENSMUST00000107246.1	Nfib	protein_coding	z-dna	2
ENSMUSG00000096188.1	ENSMUST00000179802.1	Cmtm4	protein_coding	g4	2
ENSMUSG00000008575.17	ENSMUST00000107245.8	Nfib	protein_coding	g4	2
ENSMUSG00000010476.14	ENSMUST00000106118.9	Ebf3	protein_coding	z-dna	2
ENSMUSG00000105867.2	ENSMUST00000197216.2	Gm42517	protein_coding	g4	2
ENSMUSG00000096054.3	ENSMUST00000215295.1	Syne1	protein_coding	z-dna	2
ENSMUSG00000108373.1	ENSMUST00000206461.1	Gm45168	lincRNA	g4	2
ENSMUSG00000023972.10	ENSMUST00000044442.9	Ptk7	protein_coding	g4	2
ENSMUSG00000020422.14	ENSMUST00000239091.1	Tns3	protein_coding	z-dna	2
ENSMUSG00000020422.14	ENSMUST00000020695.12	Tns3	protein_coding	g4	2
ENSMUSG00000001334.9	ENSMUST00000102600.3	Fndc5	protein_coding	g4	2
ENSMUSG00000021620.4	ENSMUST00000022120.4	Acot12	protein_coding	g4	2
ENSMUSG00000105867.2	ENSMUST00000197216.2	Gm42517	protein_coding	z-dna	2
ENSMUSG00000099225.1	ENSMUST00000185165.1	Mir8104	miRNA	g4	2
ENSMUSG00000008999.7	ENSMUST00000009143.7	Bmp7	protein_coding	z-dna	2
ENSMUSG00000097003.1	ENSMUST00000181306.1	D930007P13Rik	lincRNA	z-dna	2
ENSMUSG00000117418.1	ENSMUST00000234209.1	Gm50063	antisense	z-dna	2
ENSMUSG00000096847.2	ENSMUST00000180252.2	Tmem151b	protein_coding	g4	2
ENSMUSG00000001444.2	ENSMUST00000001484.2	Tbx21	protein_coding	g4	2
ENSMUSG00000001288.15	ENSMUST00000063339.13	Rarg	protein_coding	z-dna	2
ENSMUSG00000008658.16	ENSMUST00000056416.8	Rbfox1	protein_coding	z-dna	2
ENSMUSG00000010476.14	ENSMUST00000209578.1	Ebf3	protein_coding	z-dna	2
ENSMUSG00000020396.8	ENSMUST00000093369.4	Nefh	protein_coding	z-dna	2
ENSMUSG00000023439.11	ENSMUST00000024206.5	Gnb3	protein_coding	g4	2
ENSMUSG00000001288.15	ENSMUST00000063339.13	Rarg	protein_coding	h-dna	2
ENSMUSG00000108367.2	ENSMUST00000206705.2	Erfl	protein_coding	g4	2
ENSMUSG00000023886.10	ENSMUST00000232923.1	Smoc2	protein_coding	z-dna	2
ENSMUSG00000108391.1	ENSMUST00000206007.1	Gm9768	TEC	z-dna	2
ENSMUSG00000056296.17	ENSMUST00000070323.11	Synpr	protein_coding	g4	1
ENSMUSG00000057897.14	ENSMUST00000109813.8	Camk2b	protein_coding	g4	1
ENSMUSG00000057880.12	ENSMUST00000115839.8	Abat	protein_coding	z-dna	1
ENSMUSG00000055322.16	ENSMUST00000239451.1	Tns1	protein_coding	z-dna	1
ENSMUSG00000110410.1	ENSMUST00000209302.1	4933421D24Rik	antisense	sidd	1
ENSMUSG00000112430.1	ENSMUST00000220039.1	Gm30624	lincRNA	h-dna	1
ENSMUSG00000057897.14	ENSMUST00000109813.8	Camk2b	protein_coding	z-dna	1
ENSMUSG00000057897.14	ENSMUST00000101585.9	Camk2b	protein_coding	z-dna	1
ENSMUSG00000057897.14	ENSMUST00000109815.8	Camk2b	protein_coding	z-dna	1
ENSMUSG00000110273.1	ENSMUST00000211525.1	Gm41231	lincRNA	g4	1
ENSMUSG00000111950.1	ENSMUST00000218733.1	Gm48893	lincRNA	z-dna	1
ENSMUSG00000055322.16	ENSMUST00000239451.1	Tns1	protein_coding	g4	1
ENSMUSG00000057722.17	ENSMUST00000102777.9	Lepr	protein_coding	z-dna	1
ENSMUSG00000110373.1	ENSMUST00000209960.1	Gm42303	antisense	h-dna	1
ENSMUSG00000057880.12	ENSMUST00000065987.13	Abat	protein_coding	g4	1
ENSMUSG00000055407.14	ENSMUST00000208605.1	Map6	protein_coding	z-dna	1
ENSMUSG00000112336.1	ENSMUST00000218666.1	Gm47766	antisense	g4	1
ENSMUSG00000111691.1	ENSMUST00000213828.1	Gm47002	lincRNA	sidd	1
ENSMUSG00000055385.12	ENSMUST00000212212.1	Rnf212	protein_coding	z-dna	1
ENSMUSG00000057751.14	ENSMUST00000030897.14	Megf6	protein_coding	sidd	1
ENSMUSG00000111977.1	ENSMUST00000219233.1	Gm47163	bidirectional_promoter_lncRNA	z-dna	1
ENSMUSG00000055373.8	ENSMUST00000084770.4	Fut9	protein_coding	g4	1
ENSMUSG00000055373.8	ENSMUST00000084770.4	Fut9	protein_coding	z-dna	1
ENSMUSG00000110373.1	ENSMUST00000209960.1	Gm42303	antisense	z-dna	1
ENSMUSG00000110297.1	ENSMUST00000209789.1	Gm45647	processed_pseudogene	sidd	1
ENSMUSG00000056258.9	ENSMUST00000070256.8	Kcnq3	protein_coding	z-dna	1
ENSMUSG00000055407.14	ENSMUST00000208924.1	Map6	protein_coding	g4	1
ENSMUSG00000110283.1	ENSMUST00000211021.1	Gm45249	processed_pseudogene	sidd	1
ENSMUSG00000055368.14	ENSMUST00000072939.7	Slc6a2	protein_coding	z-dna	1
ENSMUSG00000111726.1	ENSMUST00000217258.1	Gm40513	lincRNA	z-dna	1
ENSMUSG00000056222.15	ENSMUST00000185502.6	Spock1	protein_coding	g4	1
ENSMUSG00000110273.1	ENSMUST00000211525.1	Gm41231	lincRNA	z-dna	1
ENSMUSG00000111884.1	ENSMUST00000218279.1	Gm19612	processed_pseudogene	sidd	1
ENSMUSG00000056222.15	ENSMUST00000172326.2	Spock1	protein_coding	z-dna	1
ENSMUSG00000110207.1	ENSMUST00000210768.1	Gm33586	lincRNA	g4	1
ENSMUSG00000058248.12	ENSMUST00000110844.2	Kcnh1	protein_coding	g4	1
ENSMUSG00000111866.1	ENSMUST00000214469.1	E130101E03Rik	lincRNA	g4	1
ENSMUSG00000058250.2	ENSMUST00000076565.2	Tas2r138	protein_coding	z-dna	1
ENSMUSG00000056158.14	ENSMUST00000107861.7	Car10	protein_coding	z-dna	1
ENSMUSG00000055214.15	ENSMUST00000065967.13	Pld5	protein_coding	g4	1
ENSMUSG00000058254.12	ENSMUST00000076354.12	Tspan7	protein_coding	h-dna	1
ENSMUSG00000055198.3	ENSMUST00000137570.1	Gm12830	protein_coding	g4	1
ENSMUSG00000058254.12	ENSMUST00000115526.1	Tspan7	protein_coding	g4	1
ENSMUSG00000058297.16	ENSMUST00000121820.8	Spock2	protein_coding	sidd	1
ENSMUSG00000112476.1	ENSMUST00000220053.1	Gm32365	lincRNA	h-dna	1
ENSMUSG00000055197.4	ENSMUST00000159232.1	Fev	protein_coding	g4	1
ENSMUSG00000056004.16	ENSMUST00000115348.8	9330182L06Rik	protein_coding	g4	1
ENSMUSG00000110195.1	ENSMUST00000166652.1	Pde2a	protein_coding	g4	1
ENSMUSG00000056158.14	ENSMUST00000107863.3	Car10	protein_coding	g4	1
ENSMUSG00000058297.16	ENSMUST00000165024.2	Spock2	protein_coding	z-dna	1
ENSMUSG00000110163.1	ENSMUST00000211163.1	Gm45389	lincRNA	sidd	1
ENSMUSG00000110160.1	ENSMUST00000211492.1	Gm45560	TEC	h-dna	1
ENSMUSG00000056174.8	ENSMUST00000070132.6	Col8a2	protein_coding	z-dna	1
ENSMUSG00000058317.12	ENSMUST00000150727.7	Ube2e2	protein_coding	h-dna	1
ENSMUSG00000110160.1	ENSMUST00000211492.1	Gm45560	TEC	z-dna	1
ENSMUSG00000056158.14	ENSMUST00000107863.3	Car10	protein_coding	z-dna	1
ENSMUSG00000111866.1	ENSMUST00000214469.1	E130101E03Rik	lincRNA	sidd	1
ENSMUSG00000111865.1	ENSMUST00000217582.1	Gm47687	TEC	sidd	1
ENSMUSG00000058248.12	ENSMUST00000110844.2	Kcnh1	protein_coding	sidd	1
ENSMUSG00000110236.1	ENSMUST00000210223.1	Gm40493	antisense	z-dna	1
ENSMUSG00000055214.15	ENSMUST00000065967.13	Pld5	protein_coding	z-dna	1
ENSMUSG00000110258.1	ENSMUST00000210161.1	Gm45406	antisense	sidd	1
ENSMUSG00000055322.16	ENSMUST00000191104.6	Tns1	protein_coding	g4	1
ENSMUSG00000057969.15	ENSMUST00000102529.9	Sema3b	protein_coding	g4	1
ENSMUSG00000110246.1	ENSMUST00000211313.1	C130073E24Rik	lincRNA	g4	1
ENSMUSG00000055320.18	ENSMUST00000106638.9	Tead1	protein_coding	g4	1
ENSMUSG00000057715.13	ENSMUST00000179089.7	A830018L16Rik	protein_coding	g4	1
ENSMUSG00000058056.16	ENSMUST00000121493.8	Palld	protein_coding	z-dna	1
ENSMUSG00000055254.15	ENSMUST00000224402.1	Ntrk2	protein_coding	g4	1
ENSMUSG00000110246.1	ENSMUST00000210222.1	C130073E24Rik	lincRNA	z-dna	1
ENSMUSG00000055254.15	ENSMUST00000224259.1	Ntrk2	protein_coding	g4	1
ENSMUSG00000112472.1	ENSMUST00000219212.1	Gm48083	processed_pseudogene	sidd	1
ENSMUSG00000058145.16	ENSMUST00000107478.8	Adamts17	protein_coding	g4	1
ENSMUSG00000058152.8	ENSMUST00000080721.5	Chsy3	protein_coding	g4	1
ENSMUSG00000055235.11	ENSMUST00000068693.11	Wdr86	protein_coding	g4	1
ENSMUSG00000058152.8	ENSMUST00000080721.5	Chsy3	protein_coding	z-dna	1
ENSMUSG00000111819.1	ENSMUST00000216655.1	Gm47110	processed_pseudogene	z-dna	1
ENSMUSG00000056089.6	ENSMUST00000227851.1	Gm5468	lincRNA	g4	1
ENSMUSG00000056214.9	ENSMUST00000070219.8	Pard6g	protein_coding	sidd	1
ENSMUSG00000111865.1	ENSMUST00000217582.1	Gm47687	TEC	g4	1
ENSMUSG00000058153.15	ENSMUST00000075387.10	Sez6l	protein_coding	g4	1
ENSMUSG00000058153.15	ENSMUST00000197425.1	Sez6l	protein_coding	z-dna	1
ENSMUSG00000057716.7	ENSMUST00000239008.1	Tmem178b	protein_coding	sidd	1
ENSMUSG00000110475.1	ENSMUST00000212925.1	Gm31036	antisense	g4	1
ENSMUSG00000111977.1	ENSMUST00000219233.1	Gm47163	bidirectional_promoter_lncRNA	g4	1
ENSMUSG00000055737.12	ENSMUST00000069451.10	Ghr	protein_coding	g4	1
ENSMUSG00000056856.13	ENSMUST00000106111.7	Jakmip3	protein_coding	g4	1
ENSMUSG00000055725.11	ENSMUST00000069453.8	Paqr3	protein_coding	g4	1
ENSMUSG00000055723.6	ENSMUST00000069449.6	Rras2	protein_coding	z-dna	1
ENSMUSG00000110875.1	ENSMUST00000213716.1	Gm47100	processed_pseudogene	sidd	1
ENSMUSG00000056856.13	ENSMUST00000106111.7	Jakmip3	protein_coding	sidd	1
ENSMUSG00000055937.1	ENSMUST00000006963.2	Krt28	protein_coding	g4	1
ENSMUSG00000056617.12	ENSMUST00000159565.7	4931429L15Rik	protein_coding	h-dna	1
ENSMUSG00000056863.5	ENSMUST00000219803.1	Olfr702	protein_coding	sidd	1
ENSMUSG00000056870.9	ENSMUST00000074525.9	Gulp1	protein_coding	z-dna	1
ENSMUSG00000055675.6	ENSMUST00000069399.6	Kbtbd11	protein_coding	g4	1
ENSMUSG00000111000.1	ENSMUST00000215257.1	Gm47108	TEC	z-dna	1
ENSMUSG00000110700.1	ENSMUST00000212720.1	Gm5357	processed_pseudogene	sidd	1
ENSMUSG00000055639.16	ENSMUST00000069334.7	Dach1	protein_coding	g4	1
ENSMUSG00000111008.1	ENSMUST00000213973.1	Gm31562	lincRNA	sidd	1
ENSMUSG00000110655.1	ENSMUST00000212370.1	Gm45798	lincRNA	h-dna	1
ENSMUSG00000055632.18	ENSMUST00000113532.8	Hmcn2	protein_coding	g4	1
ENSMUSG00000056972.6	ENSMUST00000080403.6	Magel2	protein_coding	h-dna	1
ENSMUSG00000057058.16	ENSMUST00000100521.9	Skap1	protein_coding	g4	1
ENSMUSG00000056553.14	ENSMUST00000070733.8	Ptprn2	protein_coding	g4	1
ENSMUSG00000110651.1	ENSMUST00000212105.1	Gm45770	processed_pseudogene	sidd	1
ENSMUSG00000057060.8	ENSMUST00000108759.2	Slc35f3	protein_coding	h-dna	1
ENSMUSG00000110734.1	ENSMUST00000216671.1	Gm18934	processed_pseudogene	z-dna	1
ENSMUSG00000055737.12	ENSMUST00000110698.8	Ghr	protein_coding	sidd	1
ENSMUSG00000057060.8	ENSMUST00000108759.2	Slc35f3	protein_coding	z-dna	1
ENSMUSG00000056824.15	ENSMUST00000103085.7	Zfp663	protein_coding	z-dna	1
ENSMUSG00000110856.1	ENSMUST00000214232.1	Gm49264	processed_pseudogene	h-dna	1
ENSMUSG00000110831.1	ENSMUST00000215560.1	Gm48159	antisense	h-dna	1
ENSMUSG00000110822.1	ENSMUST00000216532.1	Gm18305	processed_pseudogene	g4	1
ENSMUSG00000110856.1	ENSMUST00000214232.1	Gm49264	processed_pseudogene	sidd	1
ENSMUSG00000055799.13	ENSMUST00000114053.8	Tcf7l1	protein_coding	z-dna	1
ENSMUSG00000112072.1	ENSMUST00000218849.1	Gm47244	processed_pseudogene	h-dna	1
ENSMUSG00000056755.13	ENSMUST00000071076.12	Grm7	protein_coding	h-dna	1
ENSMUSG00000055799.13	ENSMUST00000069536.11	Tcf7l1	protein_coding	g4	1
ENSMUSG00000056679.13	ENSMUST00000070316.11	Gpr173	protein_coding	h-dna	1
ENSMUSG00000056755.13	ENSMUST00000172951.1	Grm7	protein_coding	h-dna	1
ENSMUSG00000055874.6	ENSMUST00000069634.5	Foxi3	protein_coding	z-dna	1
ENSMUSG00000056758.14	ENSMUST00000159699.1	Hmga2	protein_coding	g4	1
ENSMUSG00000112063.1	ENSMUST00000218420.1	Gm32220	processed_pseudogene	g4	1
ENSMUSG00000056758.14	ENSMUST00000159699.1	Hmga2	protein_coding	z-dna	1
ENSMUSG00000055799.13	ENSMUST00000069536.11	Tcf7l1	protein_coding	z-dna	1
ENSMUSG00000056656.6	ENSMUST00000089450.4	Apol8	protein_coding	g4	1
ENSMUSG00000056758.14	ENSMUST00000159699.1	Hmga2	protein_coding	h-dna	1
ENSMUSG00000055761.14	ENSMUST00000102998.3	Nkain3	protein_coding	z-dna	1
ENSMUSG00000110758.1	ENSMUST00000214055.1	Gm48092	TEC	sidd	1
ENSMUSG00000056797.6	ENSMUST00000075321.6	Gm4889	processed_pseudogene	z-dna	1
ENSMUSG00000056648.5	ENSMUST00000168043.1	Hoxb8	protein_coding	h-dna	1
ENSMUSG00000055629.5	ENSMUST00000048002.6	B4galnt4	protein_coding	z-dna	1
ENSMUSG00000056486.18	ENSMUST00000166199.8	Chn1	protein_coding	g4	1
ENSMUSG00000057715.13	ENSMUST00000179089.7	A830018L16Rik	protein_coding	h-dna	1
ENSMUSG00000055435.6	ENSMUST00000109104.1	Maf	protein_coding	z-dna	1
ENSMUSG00000056476.13	ENSMUST00000029393.14	Med12l	protein_coding	z-dna	1
ENSMUSG00000056458.16	ENSMUST00000177224.1	Mok	protein_coding	g4	1
ENSMUSG00000057378.15	ENSMUST00000080673.12	Ryr3	protein_coding	z-dna	1
ENSMUSG00000057378.15	ENSMUST00000208151.1	Ryr3	protein_coding	h-dna	1
ENSMUSG00000111191.1	ENSMUST00000217493.1	Gm6015	processed_pseudogene	z-dna	1
ENSMUSG00000110507.1	ENSMUST00000213014.1	8030455M16Rik	lincRNA	z-dna	1
ENSMUSG00000057378.15	ENSMUST00000208290.1	Ryr3	protein_coding	h-dna	1
ENSMUSG00000055435.6	ENSMUST00000069009.6	Maf	protein_coding	g4	1
ENSMUSG00000112282.1	ENSMUST00000219347.1	Gm19989	processed_pseudogene	sidd	1
ENSMUSG00000111285.1	ENSMUST00000214246.1	Gm47051	lincRNA	z-dna	1
ENSMUSG00000110492.1	ENSMUST00000212814.1	Gm5358	processed_pseudogene	h-dna	1
ENSMUSG00000055421.8	ENSMUST00000195826.5	Pcdh9	protein_coding	h-dna	1
ENSMUSG00000057614.6	ENSMUST00000074694.6	Gnai1	protein_coding	z-dna	1
ENSMUSG00000055976.6	ENSMUST00000060128.6	Cldn23	protein_coding	z-dna	1
ENSMUSG00000110491.1	ENSMUST00000212296.1	Gm31138	lincRNA	z-dna	1
ENSMUSG00000112071.1	ENSMUST00000218145.1	5430401H09Rik	lincRNA	sidd	1
ENSMUSG00000055409.14	ENSMUST00000107603.1	Nell1	protein_coding	g4	1
ENSMUSG00000111373.1	ENSMUST00000215182.1	Gm48818	processed_pseudogene	z-dna	1
ENSMUSG00000110413.1	ENSMUST00000211486.1	Gm45409	processed_pseudogene	sidd	1
ENSMUSG00000112313.1	ENSMUST00000220283.1	Gm5951	processed_pseudogene	z-dna	1
ENSMUSG00000111419.1	ENSMUST00000214033.1	Gm47568	lincRNA	sidd	1
ENSMUSG00000055976.6	ENSMUST00000060128.6	Cldn23	protein_coding	g4	1
ENSMUSG00000110552.1	ENSMUST00000212210.1	Gm45788	lincRNA	h-dna	1
ENSMUSG00000057060.8	ENSMUST00000238386.1	Slc35f3	protein_coding	g4	1
ENSMUSG00000055963.12	ENSMUST00000183345.1	Triqk	protein_coding	g4	1
ENSMUSG00000112004.1	ENSMUST00000220259.1	Gm8785	processed_pseudogene	sidd	1
ENSMUSG00000057173.8	ENSMUST00000151913.2	Rfx8	protein_coding	g4	1
ENSMUSG00000111103.1	ENSMUST00000214172.1	1700016J18Rik	bidirectional_promoter_lncRNA	z-dna	1
